source_record_id,matched_record_id,entity_type,match_type,match_field,match_score,confidence_level
CON023800,CON023769,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023808,CON023769,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023809,CON023769,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023812,CON023769,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023825,CON023769,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023827,CON023769,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023858,CON023769,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002387,CON023769,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023798,CON023784,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023800,CON023784,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023808,CON023784,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023809,CON023784,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023812,CON023784,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023825,CON023784,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023827,CON023784,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023858,CON023784,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002387,CON023784,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023870,CON023784,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023808,CON023798,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023067,CON023045,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023551,CON023496,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023521,CON023496,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023262,CON023233,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023263,CON023233,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023278,CON023233,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023284,CON023233,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023235,CON023234,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023239,CON023234,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023249,CON023234,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002326,CON023234,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023251,CON023234,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023251,CON023233,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023262,CON023234,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023278,CON023234,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023284,CON023234,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023285,CON023234,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023239,CON023235,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023249,CON023235,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON002326,CON023235,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023251,CON023235,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023262,CON023235,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023263,CON023235,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023263,CON023234,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002326,CON023233,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023249,CON023233,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023239,CON023233,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023197,CON023184,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023233,CON023184,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023234,CON023184,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023235,CON023184,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023239,CON023184,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023249,CON023184,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023262,CON023184,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023262,CON023197,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023263,CON023197,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023233,CON023228,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023234,CON023228,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023235,CON023228,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023239,CON023228,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023249,CON023228,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002326,CON023228,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023251,CON023228,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023262,CON023228,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023263,CON023228,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023278,CON023228,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023234,CON023233,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023235,CON023233,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023278,CON023235,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023284,CON023235,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023285,CON023235,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023286,CON023235,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023286,CON002326,CONTACT,FUZZY,match_key_name,0.9474,HIGH
CON023295,CON002326,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023303,CON002326,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023262,CON023251,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023263,CON023251,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023278,CON023251,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023284,CON023251,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023285,CON023251,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023286,CON023251,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023295,CON023251,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023301,CON023251,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023303,CON023251,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023307,CON023251,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023263,CON023262,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023278,CON023262,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023284,CON023262,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023285,CON023262,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023286,CON023262,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023295,CON023262,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023303,CON023262,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023307,CON023262,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023285,CON002326,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023251,CON023183,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023284,CON002326,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023263,CON002326,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023249,CON023239,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON002326,CON023239,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023251,CON023239,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023262,CON023239,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023263,CON023239,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023278,CON023239,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023284,CON023239,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023285,CON023239,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023286,CON023239,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023295,CON023239,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002326,CON023249,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023251,CON023249,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023262,CON023249,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023263,CON023249,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023278,CON023249,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023284,CON023249,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023285,CON023249,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023286,CON023249,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023295,CON023249,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023251,CON002326,CONTACT,FUZZY,match_key_name,0.9474,HIGH
CON023262,CON002326,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023278,CON002326,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023318,CON023262,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002326,CON023183,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023239,CON023183,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023158,CON023098,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023181,CON023098,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023126,CON023120,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023130,CON023120,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023142,CON023120,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023143,CON023120,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023158,CON023120,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023166,CON023120,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023181,CON023120,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023130,CON023098,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023183,CON023120,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023197,CON023120,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023130,CON023126,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023142,CON023126,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023143,CON023126,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023158,CON023126,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023166,CON023126,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023181,CON023126,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023183,CON023126,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023184,CON023126,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023184,CON023120,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023120,CON023098,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023183,CON023086,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023181,CON023086,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023086,CON023045,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023098,CON023045,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023142,CON023045,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023143,CON023045,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023067,CON023058,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002309,CON023058,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023086,CON023058,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023098,CON023058,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023126,CON023058,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023158,CON023058,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON002309,CON023067,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023086,CON023067,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023098,CON023067,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023166,CON023067,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023086,CON002309,CONTACT,FUZZY,match_key_name,0.9474,HIGH
CON023098,CON002309,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023181,CON002309,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023098,CON023086,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023126,CON023086,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023158,CON023086,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023166,CON023086,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023197,CON023126,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023228,CON023126,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023142,CON023130,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023143,CON023130,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023166,CON023158,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023181,CON023158,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023183,CON023158,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023184,CON023158,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023197,CON023158,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023228,CON023158,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023181,CON023166,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023183,CON023166,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023184,CON023166,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023197,CON023166,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023183,CON023181,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023184,CON023181,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023197,CON023181,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023239,CON023181,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023249,CON023181,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023184,CON023183,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023197,CON023183,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023228,CON023183,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023233,CON023183,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023234,CON023183,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023235,CON023183,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023235,CON023143,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023249,CON023183,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023234,CON023143,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023228,CON023143,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023158,CON023130,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023166,CON023130,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023181,CON023130,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023183,CON023130,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023184,CON023130,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023197,CON023130,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023228,CON023130,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023233,CON023130,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023143,CON023142,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023158,CON023142,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023166,CON023142,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023181,CON023142,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023183,CON023142,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023184,CON023142,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023197,CON023142,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023158,CON023143,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023166,CON023143,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023181,CON023143,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023183,CON023143,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023184,CON023143,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023197,CON023143,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023233,CON023143,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023278,CON023263,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023284,CON023263,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023285,CON023263,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023468,CON023428,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023470,CON023428,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023480,CON023428,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023481,CON023428,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023496,CON023428,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023439,CON023429,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023449,CON023429,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON002347,CON023429,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023464,CON023429,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023464,CON023428,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023468,CON023429,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023480,CON023429,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023481,CON023429,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023496,CON023429,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023449,CON023439,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON002347,CON023439,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023464,CON023439,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023468,CON023439,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023470,CON023439,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023480,CON023439,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023470,CON023429,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002347,CON023428,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023449,CON023428,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023439,CON023428,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002343,CON023410,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023428,CON023410,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023429,CON023410,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023439,CON023410,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023449,CON023410,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002347,CON023410,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023464,CON023410,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023468,CON023410,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023470,CON023410,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023480,CON023410,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023428,CON002343,CONTACT,FUZZY,match_key_name,0.9474,HIGH
CON023429,CON002343,CONTACT,FUZZY,match_key_name,0.9474,HIGH
CON023439,CON002343,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023449,CON002343,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON002347,CON002343,CONTACT,FUZZY,match_key_name,0.8889,MEDIUM
CON023464,CON002343,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023468,CON002343,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023470,CON002343,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023480,CON002343,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023481,CON002343,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023429,CON023428,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023481,CON023439,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023496,CON023439,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023505,CON023439,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002347,CON023449,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023496,CON023468,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023505,CON023468,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023480,CON023470,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023481,CON023470,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023496,CON023470,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023505,CON023470,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023530,CON023470,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023481,CON023480,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023496,CON023480,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023505,CON023480,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023530,CON023480,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023555,CON023480,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023496,CON023481,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002351,CON023481,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023505,CON023481,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023521,CON023481,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023551,CON023481,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023555,CON023481,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002351,CON023496,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023505,CON023496,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002352,CON023496,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023481,CON023468,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023470,CON023404,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023480,CON023468,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023505,CON023464,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023464,CON023449,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023468,CON023449,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023470,CON023449,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023480,CON023449,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023481,CON023449,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023496,CON023449,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023505,CON023449,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023464,CON002347,CONTACT,FUZZY,match_key_name,0.9474,HIGH
CON023468,CON002347,CONTACT,FUZZY,match_key_name,0.9474,HIGH
CON023470,CON002347,CONTACT,FUZZY,match_key_name,0.9474,HIGH
CON023480,CON002347,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023481,CON002347,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023496,CON002347,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON002351,CON002347,CONTACT,FUZZY,match_key_name,0.7778,MEDIUM
CON023505,CON002347,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON002352,CON002347,CONTACT,FUZZY,match_key_name,0.7778,MEDIUM
CON023468,CON023464,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023470,CON023464,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023480,CON023464,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023481,CON023464,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023496,CON023464,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023470,CON023468,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023468,CON023404,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023464,CON023404,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON002347,CON023404,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023404,CON023285,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023295,CON023286,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023303,CON023286,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023355,CON023286,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023383,CON023286,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023303,CON023295,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023355,CON023295,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023383,CON023295,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023404,CON023295,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023410,CON023295,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON002343,CON023295,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON023303,CON023301,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023307,CON023301,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023318,CON023301,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023355,CON023301,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023361,CON023301,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023383,CON023301,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023404,CON023301,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023410,CON023301,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023307,CON023303,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023318,CON023303,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023383,CON023285,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023355,CON023303,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023355,CON023285,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023295,CON023285,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023286,CON023263,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023295,CON023263,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023303,CON023263,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023307,CON023263,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023284,CON023278,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023285,CON023278,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023286,CON023278,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023295,CON023278,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023303,CON023278,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023318,CON023278,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023285,CON023284,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023286,CON023284,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON023295,CON023284,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023301,CON023284,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023303,CON023284,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON023307,CON023284,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
