source_record,account_id,golden_record_id,id_format_valid
DUP01213,ACC001228,GOLD01839,VALID
DUP01214,ACC005684,GOLD02673,VALID
DUP01215,ACC004020,GOLD00846,VALID
DUP01216,ACC000377,GOLD01381,VALID
DUP01217,ACC005853,GOLD00752,VALID
DUP01218,ACC009057,GOLD01017,VALID
DUP01219,ACC009546,GOLD01892,VALID
DUP01220,ACC004459,GOLD02866,VALID
DUP01221,ACC004401,GOLD00624,VALID
DUP01222,ACC004116,GOLD00598,VALID
DUP01223,ACC005480,GOLD00110,VALID
DUP01224,ACC003770,GOLD02069,VALID
DUP01225,ACC000998,GOLD00996,VALID
DUP01226,ACC000460,GOLD01075,VALID
DUP01227,ACC006006,GOLD00551,VALID
DUP01228,ACC003731,GOLD01223,VALID
DUP01229,ACC002300,GOLD00609,VALID
DUP01230,ACC009804,GOLD01863,VALID
DUP01231,ACC005463,GOLD00804,VALID
DUP01232,ACC003035,GOLD02659,VALID
DUP01233,ACC009451,GOLD02717,VALID
DUP01234,ACC009981,GOLD02264,VALID
DUP01235,ACC009959,GOLD01260,VALID
DUP01236,ACC005065,GOLD00609,VALID
DUP01237,ACC000143,GOLD00426,VALID
DUP01238,ACC001639,GOLD02327,VALID
DUP01239,ACC003435,GOLD00677,VALID
DUP01240,ACC007420,GOLD00260,VALID
DUP01241,ACC000565,GOLD02074,VALID
DUP01242,ACC003810,GOLD01269,VALID
DUP01243,ACC007341,GOLD00185,VALID
DUP01244,ACC002614,GOLD00138,VALID
DUP01245,ACC001323,GOLD00991,VALID
DUP01246,ACC002054,GOLD00297,VALID
DUP01247,ACC003508,GOLD00104,VALID
DUP01248,ACC003912,GOLD01433,VALID
DUP01249,ACC004317,GOLD00077,VALID
DUP01250,ACC000171,GOLD00503,VALID
DUP01251,ACC005636,GOLD02256,VALID
DUP01252,ACC009725,GOLD00245,VALID
DUP01253,ACC002663,GOLD01778,VALID
DUP01254,ACC008738,GOLD00077,VALID
DUP01255,ACC005555,GOLD02433,VALID
DUP01256,ACC001120,GOLD02902,VALID
DUP01257,ACC009485,GOLD00634,VALID
DUP01258,ACC008667,GOLD00269,VALID
DUP01259,ACC001587,GOLD01633,VALID
DUP01260,ACC005180,GOLD01268,VALID
DUP01261,ACC004796,GOLD00162,VALID
DUP01262,ACC004499,GOLD02994,VALID
DUP01263,ACC004796,GOLD00049,VALID
DUP01264,ACC003899,GOLD02103,VALID
DUP01265,ACC000862,GOLD00043,VALID
DUP01266,ACC000120,GOLD02369,VALID
DUP01267,ACC008790,GOLD00455,VALID
DUP01268,ACC009377,GOLD00518,VALID
DUP01269,ACC002003,GOLD00174,VALID
DUP01270,ACC004164,GOLD02382,VALID
DUP01271,ACC006677,GOLD02329,VALID
DUP01272,ACC004125,GOLD02969,VALID
DUP01273,ACC005015,GOLD02796,VALID
DUP01274,ACC004905,GOLD00753,VALID
DUP01275,ACC000066,GOLD02064,VALID
DUP01276,ACC005712,GOLD01874,VALID
DUP01277,ACC007333,GOLD00308,VALID
DUP01278,ACC006207,GOLD00469,VALID
DUP01279,ACC004511,GOLD01554,VALID
DUP01280,ACC009790,GOLD02897,VALID
DUP01281,ACC004212,GOLD02826,VALID
DUP01282,ACC000610,GOLD01530,VALID
DUP01283,ACC005072,GOLD00512,VALID
DUP01284,ACC004620,GOLD02062,VALID
DUP01285,ACC002421,GOLD02685,VALID
DUP01286,ACC004404,GOLD00687,VALID
DUP01287,ACC004208,GOLD01641,VALID
DUP01288,ACC007601,GOLD01584,VALID
DUP01289,ACC008507,GOLD00254,VALID
DUP01290,ACC005707,GOLD00284,VALID
DUP01291,ACC008422,GOLD02673,VALID
DUP01292,ACC009232,GOLD00106,VALID
DUP01293,ACC005255,GOLD02949,VALID
DUP01294,ACC009115,GOLD01320,VALID
DUP01295,ACC004137,GOLD01284,VALID
DUP01296,ACC001326,GOLD00885,VALID
DUP01297,ACC003479,GOLD01972,VALID
DUP01298,ACC007161,GOLD02508,VALID
DUP01299,ACC008324,GOLD01626,VALID
DUP01300,ACC000641,GOLD01446,VALID
DUP01301,ACC003386,GOLD00567,VALID
DUP01302,ACC000810,GOLD00332,VALID
DUP01303,ACC004735,GOLD02426,VALID
DUP01304,ACC007925,GOLD00418,VALID
DUP01305,ACC001870,GOLD02060,VALID
DUP01306,ACC005740,GOLD01761,VALID
DUP01307,ACC002600,GOLD00404,VALID
DUP01308,ACC006307,GOLD02595,VALID
DUP01309,ACC005995,GOLD00324,VALID
DUP01310,ACC001301,GOLD01247,VALID
DUP01311,ACC003073,GOLD01482,VALID
DUP01312,ACC001334,GOLD02341,VALID
DUP01313,ACC002719,GOLD01280,VALID
DUP01314,ACC003419,GOLD00431,VALID
DUP01315,ACC006342,GOLD01370,VALID
DUP01316,ACC002352,GOLD00971,VALID
DUP01317,ACC006716,GOLD00053,VALID
DUP01318,ACC005147,GOLD00885,VALID
DUP01319,ACC007857,GOLD00900,VALID
DUP01320,ACC001099,GOLD01512,VALID
DUP01321,ACC007181,GOLD01274,VALID
DUP01322,ACC008783,GOLD02507,VALID
DUP01323,ACC009633,GOLD00807,VALID
DUP01324,ACC001950,GOLD02941,VALID
DUP01325,ACC009495,GOLD00063,VALID
DUP01326,ACC007915,GOLD02248,VALID
DUP01327,ACC008600,GOLD00726,VALID
DUP01328,ACC007293,GOLD01535,VALID
DUP01329,ACC005920,GOLD01622,VALID
DUP01330,ACC009965,GOLD02173,VALID
DUP01331,ACC001119,GOLD01549,VALID
DUP01332,ACC007943,GOLD00403,VALID
DUP01333,ACC003333,GOLD01439,VALID
DUP01334,ACC008547,GOLD02712,VALID
DUP01335,ACC000395,GOLD02320,VALID
DUP01336,ACC006452,GOLD01577,VALID
DUP01337,ACC005570,GOLD02758,VALID
DUP01338,ACC005637,GOLD00786,VALID
DUP01339,ACC008845,GOLD00883,VALID
DUP01340,ACC006971,GOLD01457,VALID
DUP01341,ACC001240,GOLD02563,VALID
DUP01342,ACC006197,GOLD02707,VALID
DUP01343,ACC000942,GOLD02357,VALID
DUP01344,ACC004187,GOLD01698,VALID
DUP01345,ACC005492,GOLD00368,VALID
DUP01346,ACC006317,GOLD00917,VALID
DUP01347,ACC009758,GOLD01289,VALID
DUP01348,ACC009406,GOLD01677,VALID
DUP01349,ACC006478,GOLD02059,VALID
DUP01350,ACC000995,GOLD00431,VALID
DUP01351,ACC008781,GOLD02635,VALID
DUP01352,ACC006465,GOLD02386,VALID
DUP01353,ACC008943,GOLD00679,VALID
DUP01354,ACC003441,GOLD00522,VALID
DUP01355,ACC005643,GOLD02978,VALID
DUP01356,ACC000070,GOLD01439,VALID
DUP01357,ACC001450,GOLD02888,VALID
DUP01358,ACC004398,GOLD02271,VALID
DUP01359,ACC004149,GOLD01888,VALID
DUP01360,ACC006062,GOLD00795,VALID
DUP01361,ACC002637,GOLD00023,VALID
DUP01362,ACC004005,GOLD00319,VALID
DUP01363,ACC000591,GOLD02767,VALID
DUP01364,ACC006641,GOLD01069,VALID
DUP01365,ACC006153,GOLD01565,VALID
DUP01366,ACC004577,GOLD01215,VALID
DUP01367,ACC008905,GOLD00552,VALID
DUP01368,ACC005061,GOLD02881,VALID
DUP01369,ACC004957,GOLD02226,VALID
DUP01370,ACC008825,GOLD00259,VALID
DUP01371,ACC000864,GOLD01935,VALID
DUP01372,ACC008006,GOLD02176,VALID
DUP01373,ACC003006,GOLD00872,VALID
DUP01374,ACC007976,GOLD01009,VALID
DUP01375,ACC005031,GOLD02906,VALID
DUP01376,ACC000815,GOLD01015,VALID
DUP01377,ACC008463,GOLD00559,VALID
DUP01378,ACC002869,GOLD00221,VALID
DUP01379,ACC000541,GOLD02438,VALID
DUP01380,ACC006434,GOLD01904,VALID
DUP01381,ACC004659,GOLD00771,VALID
DUP01382,ACC005611,GOLD00319,VALID
DUP01383,ACC002766,GOLD01030,VALID
DUP01384,ACC008318,GOLD02271,VALID
DUP01385,ACC006135,GOLD02721,VALID
DUP01386,ACC005118,GOLD00396,VALID
DUP01387,ACC000029,GOLD00429,VALID
DUP01388,ACC000002,GOLD01677,VALID
DUP01389,ACC000938,GOLD01708,VALID
DUP01390,ACC004695,GOLD00805,VALID
DUP01391,ACC003954,GOLD02719,VALID
DUP01392,ACC009842,GOLD00931,VALID
DUP01393,ACC009438,GOLD01759,VALID
DUP01394,ACC008754,GOLD00149,VALID
DUP01395,ACC000031,GOLD01870,VALID
DUP01396,ACC004331,GOLD02065,VALID
DUP01397,ACC007933,GOLD01733,VALID
DUP01398,ACC003947,GOLD02227,VALID
DUP01399,ACC005945,GOLD02645,VALID
DUP01400,ACC008340,GOLD00651,VALID
DUP01401,ACC001946,GOLD02141,VALID
DUP01402,ACC002851,GOLD02379,VALID
DUP01403,ACC002268,GOLD02712,VALID
DUP01404,ACC003848,GOLD02243,VALID
DUP01405,ACC009041,GOLD00678,VALID
DUP01406,ACC007555,GOLD02971,VALID
DUP01407,ACC004123,GOLD01109,VALID
DUP01408,ACC007681,GOLD01356,VALID
DUP01409,ACC007059,GOLD00857,VALID
DUP01410,ACC000321,GOLD02466,VALID
DUP01411,ACC006799,GOLD00498,VALID
DUP01412,ACC006989,GOLD01270,VALID
DUP01413,ACC004115,GOLD02216,VALID
DUP01414,ACC000454,GOLD00915,VALID
DUP01415,ACC006108,GOLD00491,VALID
DUP01416,ACC004106,GOLD00598,VALID
DUP01417,ACC005771,GOLD01269,VALID
DUP01418,ACC005670,GOLD00063,VALID
DUP01419,ACC007461,GOLD01031,VALID
DUP01420,ACC001790,GOLD00151,VALID
DUP01421,ACC002284,GOLD02088,VALID
DUP01422,ACC001660,GOLD01871,VALID
DUP01423,ACC007542,GOLD00593,VALID
DUP01424,ACC000499,GOLD01216,VALID
DUP01425,ACC003210,GOLD00662,VALID
DUP01426,ACC003768,GOLD01316,VALID
DUP01427,ACC000893,GOLD01249,VALID
DUP01428,ACC005657,GOLD02448,VALID
DUP01429,ACC007039,GOLD02911,VALID
DUP01430,ACC001564,GOLD01412,VALID
DUP01431,ACC000352,GOLD02616,VALID
DUP01432,ACC005135,GOLD00869,VALID
DUP01433,ACC005699,GOLD00514,VALID
DUP01434,ACC009721,GOLD01758,VALID
DUP01435,ACC002478,GOLD00803,VALID
DUP01436,ACC003711,GOLD02724,VALID
DUP01437,ACC003366,GOLD00669,VALID
DUP01438,ACC008040,GOLD01832,VALID
DUP01439,ACC004821,GOLD01664,VALID
DUP01440,ACC003044,GOLD02152,VALID
DUP01441,ACC002874,GOLD01145,VALID
DUP01442,ACC004205,GOLD00269,VALID
DUP01443,ACC009417,GOLD00151,VALID
DUP01444,ACC000544,GOLD00809,VALID
DUP01445,ACC005051,GOLD02429,VALID
DUP01446,ACC001859,GOLD00565,VALID
DUP01447,ACC005817,GOLD00603,VALID
DUP01448,ACC005808,GOLD00197,VALID
DUP01449,ACC007038,GOLD00819,VALID
DUP01450,ACC008409,GOLD02294,VALID
DUP01451,ACC002281,GOLD00990,VALID
DUP01452,ACC002274,GOLD01805,VALID
DUP01453,ACC009672,GOLD01266,VALID
DUP01454,ACC002651,GOLD01974,VALID
DUP01455,ACC008643,GOLD00055,VALID
DUP01456,ACC009063,GOLD00502,VALID
DUP01457,ACC005772,GOLD02649,VALID
DUP01458,ACC003412,GOLD00946,VALID
DUP01459,ACC001052,GOLD00602,VALID
DUP01460,ACC001504,GOLD00244,VALID
DUP01461,ACC004244,GOLD01708,VALID
DUP01462,ACC005387,GOLD01758,VALID
DUP01463,ACC003094,GOLD00501,VALID
DUP01464,ACC003212,GOLD02302,VALID
DUP01465,ACC005065,GOLD00021,VALID
DUP01466,ACC003067,GOLD00207,VALID
DUP01467,ACC000137,GOLD02127,VALID
DUP01468,ACC003212,GOLD00483,VALID
DUP01469,ACC006481,GOLD00200,VALID
DUP01470,ACC000978,GOLD02851,VALID
DUP01471,ACC005659,GOLD01069,VALID
DUP01472,ACC006259,GOLD00243,VALID
DUP01473,ACC003926,GOLD02227,VALID
DUP01474,ACC008414,GOLD02705,VALID
DUP01475,ACC002928,GOLD02055,VALID
DUP01476,ACC000088,GOLD02157,VALID
DUP01477,ACC009717,GOLD02310,VALID
DUP01478,ACC007435,GOLD01556,VALID
DUP01479,ACC005758,GOLD02856,VALID
DUP01480,ACC002906,GOLD01579,VALID
DUP01481,ACC007613,GOLD02978,VALID
DUP01482,ACC001133,GOLD02303,VALID
DUP01483,ACC009144,GOLD02280,VALID
DUP01484,ACC001416,GOLD01223,VALID
DUP01485,ACC003124,GOLD01526,VALID
DUP01486,ACC008415,GOLD02226,VALID
DUP01487,ACC002211,GOLD02904,VALID
DUP01488,ACC008593,GOLD01423,VALID
DUP01489,ACC004601,GOLD00461,VALID
DUP01490,ACC008793,GOLD01445,VALID
DUP01491,ACC004126,GOLD00578,VALID
DUP01492,ACC000434,GOLD00052,VALID
DUP01493,ACC004386,GOLD02188,VALID
DUP01494,ACC000648,GOLD00516,VALID
DUP01495,ACC007364,GOLD01976,VALID
DUP01496,ACC004408,GOLD01696,VALID
DUP01497,ACC007167,GOLD01722,VALID
DUP01498,ACC001567,GOLD00277,VALID
DUP01499,ACC007082,GOLD02729,VALID
DUP01500,ACC003231,GOLD00392,VALID
DUP01501,ACC007298,GOLD00060,VALID
DUP01502,ACC001014,GOLD00279,VALID
DUP01503,ACC006193,GOLD02820,VALID
DUP01504,ACC001618,GOLD02169,VALID
DUP01505,ACC002948,GOLD00178,VALID
DUP01506,ACC005453,GOLD02873,VALID
DUP01507,ACC005322,GOLD00156,VALID
DUP01508,ACC009326,GOLD01753,VALID
DUP01509,ACC001074,GOLD01223,VALID
DUP01510,ACC008895,GOLD01342,VALID
DUP01511,ACC004610,GOLD00508,VALID
DUP01512,ACC006633,GOLD02106,VALID
DUP01513,ACC002759,GOLD00582,VALID
DUP01514,ACC001372,GOLD01522,VALID
DUP01515,ACC000749,GOLD01513,VALID
DUP01516,ACC006833,GOLD01736,VALID
DUP01517,ACC001172,GOLD02711,VALID
DUP01518,ACC007917,GOLD02024,VALID
DUP01519,ACC007439,GOLD01044,VALID
DUP01520,ACC009023,GOLD02153,VALID
DUP01521,ACC002390,GOLD02677,VALID
DUP01522,ACC002196,GOLD00322,VALID
DUP01523,ACC000011,GOLD02905,VALID
DUP01524,ACC008498,GOLD02983,VALID
DUP01525,ACC003883,GOLD02906,VALID
DUP01526,ACC002345,GOLD02742,VALID
DUP01527,ACC007965,GOLD01210,VALID
DUP01528,ACC002990,GOLD02950,VALID
DUP01529,ACC004503,GOLD02293,VALID
DUP01530,ACC003613,GOLD01551,VALID
DUP01531,ACC003438,GOLD01694,VALID
DUP01532,ACC003544,GOLD00057,VALID
DUP01533,ACC004457,GOLD00236,VALID
DUP01534,ACC001930,GOLD00870,VALID
DUP01535,ACC004851,GOLD00438,VALID
DUP01536,ACC001443,GOLD00468,VALID
DUP01537,ACC002798,GOLD01217,VALID
DUP01538,ACC003945,GOLD00968,VALID
DUP01539,ACC008621,GOLD00037,VALID
DUP01540,ACC003143,GOLD01238,VALID
DUP01541,ACC002803,GOLD01965,VALID
DUP01542,ACC004420,GOLD02887,VALID
DUP01543,ACC007799,GOLD01893,VALID
DUP01544,ACC000353,GOLD01110,VALID
DUP01545,ACC005955,GOLD01086,VALID
DUP01546,ACC000706,GOLD00009,VALID
DUP01547,ACC007840,GOLD00996,VALID
DUP01548,ACC005434,GOLD01435,VALID
DUP01549,ACC000365,GOLD00586,VALID
DUP01550,ACC001944,GOLD01533,VALID
DUP01551,ACC006353,GOLD01066,VALID
DUP01552,ACC005228,GOLD01052,VALID
DUP01553,ACC001015,GOLD02870,VALID
DUP01554,ACC008966,GOLD02292,VALID
DUP01555,ACC002496,GOLD00043,VALID
DUP01556,ACC006173,GOLD02945,VALID
DUP01557,ACC000348,GOLD01777,VALID
DUP01558,ACC001507,GOLD00258,VALID
DUP01559,ACC007951,GOLD00674,VALID
DUP01560,ACC003468,GOLD00531,VALID
DUP01561,ACC006128,GOLD00061,VALID
DUP01562,ACC004234,GOLD02135,VALID
DUP01563,ACC008533,GOLD02923,VALID
DUP01564,ACC004985,GOLD02503,VALID
DUP01565,ACC001468,GOLD01659,VALID
DUP01566,ACC003263,GOLD02698,VALID
DUP01567,ACC003761,GOLD00694,VALID
DUP01568,ACC004571,GOLD02073,VALID
DUP01569,ACC004591,GOLD00935,VALID
DUP01570,ACC003561,GOLD02376,VALID
DUP01571,ACC000037,GOLD00975,VALID
DUP01572,ACC008627,GOLD00584,VALID
DUP01573,ACC001469,GOLD01119,VALID
DUP01574,ACC000699,GOLD01902,VALID
DUP01575,ACC009153,GOLD00859,VALID
DUP01576,ACC001114,GOLD01320,VALID
DUP01577,ACC002193,GOLD01995,VALID
DUP01578,ACC003585,GOLD02517,VALID
DUP01579,ACC001158,GOLD01095,VALID
DUP01580,ACC002109,GOLD00973,VALID
DUP01581,ACC005712,GOLD01454,VALID
DUP01582,ACC002076,GOLD01105,VALID
DUP01583,ACC000491,GOLD00211,VALID
DUP01584,ACC003597,GOLD01526,VALID
DUP01585,ACC004578,GOLD02535,VALID
DUP01586,ACC003487,GOLD01768,VALID
DUP01587,ACC000906,GOLD00845,VALID
DUP01588,ACC007657,GOLD01881,VALID
DUP01589,ACC002773,GOLD02088,VALID
DUP01590,ACC009632,GOLD02161,VALID
DUP01591,ACC007902,GOLD01714,VALID
DUP01592,ACC003442,GOLD01225,VALID
DUP01593,ACC003786,GOLD00784,VALID
DUP01594,ACC007692,GOLD00172,VALID
DUP01595,ACC001680,GOLD01153,VALID
DUP01596,ACC000409,GOLD02956,VALID
DUP01597,ACC004367,GOLD02667,VALID
DUP01598,ACC002408,GOLD01507,VALID
DUP01599,ACC000684,GOLD01707,VALID
DUP01600,ACC004674,GOLD00887,VALID
DUP01601,ACC000927,GOLD01941,VALID
DUP01602,ACC009658,GOLD02950,VALID
DUP01603,ACC001707,GOLD01254,VALID
DUP01604,ACC005636,GOLD02685,VALID
DUP01605,ACC004053,GOLD01400,VALID
DUP01606,ACC004385,GOLD02500,VALID
DUP01607,ACC006889,GOLD00585,VALID
DUP01608,ACC003373,GOLD01411,VALID
DUP01609,ACC005882,GOLD00554,VALID
DUP01610,ACC005489,GOLD00853,VALID
DUP01611,ACC007352,GOLD02816,VALID
DUP01612,ACC002044,GOLD01421,VALID
DUP01613,ACC003191,GOLD01223,VALID
DUP01614,ACC001405,GOLD02734,VALID
DUP01615,ACC002020,GOLD02701,VALID
DUP01616,ACC007795,GOLD01377,VALID
DUP01617,ACC003267,GOLD01558,VALID
DUP01618,ACC009503,GOLD02316,VALID
DUP01619,ACC002708,GOLD00698,VALID
DUP01620,ACC000702,GOLD02228,VALID
DUP01621,ACC009959,GOLD02518,VALID
DUP01622,ACC008787,GOLD01115,VALID
DUP01623,ACC001079,GOLD00134,VALID
DUP01624,ACC004244,GOLD02873,VALID
DUP01625,ACC005398,GOLD00864,VALID
DUP01626,ACC008929,GOLD02879,VALID
DUP01627,ACC009346,GOLD01282,VALID
DUP01628,ACC001960,GOLD00196,VALID
DUP01629,ACC005159,GOLD01339,VALID
DUP01630,ACC006370,GOLD02630,VALID
DUP01631,ACC000708,GOLD00189,VALID
DUP01632,ACC002111,GOLD00370,VALID
DUP01633,ACC009762,GOLD01125,VALID
DUP01634,ACC002521,GOLD01790,VALID
DUP01635,ACC002853,GOLD01756,VALID
DUP01636,ACC006714,GOLD00023,VALID
DUP01637,ACC005139,GOLD01892,VALID
DUP01638,ACC006987,GOLD02324,VALID
DUP01639,ACC006403,GOLD01793,VALID
DUP01640,ACC002806,GOLD00360,VALID
DUP01641,ACC002863,GOLD01696,VALID
DUP01642,ACC007358,GOLD00190,VALID
DUP01643,ACC000728,GOLD01452,VALID
DUP01644,ACC004832,GOLD00437,VALID
DUP01645,ACC001233,GOLD01730,VALID
DUP01646,ACC002032,GOLD01868,VALID
DUP01647,ACC004130,GOLD00593,VALID
DUP01648,ACC002840,GOLD00414,VALID
DUP01649,ACC003844,GOLD00631,VALID
DUP01650,ACC005573,GOLD00030,VALID
DUP01651,ACC003688,GOLD00610,VALID
DUP01652,ACC000856,GOLD02212,VALID
DUP01653,ACC002375,GOLD02058,VALID
DUP01654,ACC002878,GOLD00262,VALID
DUP01655,ACC002800,GOLD01456,VALID
DUP01656,ACC008710,GOLD01403,VALID
DUP01657,ACC002178,GOLD01362,VALID
DUP01658,ACC007734,GOLD02843,VALID
DUP01659,ACC004507,GOLD02573,VALID
DUP01660,ACC002410,GOLD00505,VALID
DUP01661,ACC005290,GOLD02397,VALID
DUP01662,ACC009428,GOLD01274,VALID
DUP01663,ACC007544,GOLD02049,VALID
DUP01664,ACC005912,GOLD02589,VALID
DUP01665,ACC009331,GOLD01232,VALID
DUP01666,ACC000262,GOLD01969,VALID
DUP01667,ACC005767,GOLD01265,VALID
DUP01668,ACC009876,GOLD01194,VALID
DUP01669,ACC006512,GOLD01569,VALID
DUP01670,ACC000164,GOLD00242,VALID
DUP01671,ACC007104,GOLD00121,VALID
DUP01672,ACC001539,GOLD00198,VALID
DUP01673,ACC003831,GOLD00899,VALID
DUP01674,ACC001270,GOLD01865,VALID
DUP01675,ACC007185,GOLD01095,VALID
DUP01676,ACC005964,GOLD02302,VALID
DUP01677,ACC000490,GOLD00981,VALID
DUP01678,ACC002875,GOLD02174,VALID
DUP01679,ACC007162,GOLD01128,VALID
DUP01680,ACC003701,GOLD01248,VALID
DUP01681,ACC005031,GOLD02316,VALID
DUP01682,ACC007011,GOLD02525,VALID
DUP01683,ACC009038,GOLD02119,VALID
DUP01684,ACC006966,GOLD01947,VALID
DUP01685,ACC007363,GOLD02249,VALID
DUP01686,ACC002551,GOLD01704,VALID
DUP01687,ACC003028,GOLD01120,VALID
DUP01688,ACC008916,GOLD01649,VALID
DUP01689,ACC000153,GOLD00066,VALID
DUP01690,ACC009755,GOLD01497,VALID
DUP01691,ACC003680,GOLD01912,VALID
DUP01692,ACC006626,GOLD02711,VALID
DUP01693,ACC003249,GOLD01532,VALID
DUP01694,ACC000939,GOLD01133,VALID
DUP01695,ACC007529,GOLD00123,VALID
DUP01696,ACC008642,GOLD00381,VALID
DUP01697,ACC009788,GOLD01314,VALID
DUP01698,ACC007257,GOLD00837,VALID
DUP01699,ACC002251,GOLD00767,VALID
DUP01700,ACC004750,GOLD01136,VALID
DUP01701,ACC004194,GOLD00674,VALID
DUP01702,ACC004092,GOLD00968,VALID
DUP01703,ACC002688,GOLD02941,VALID
DUP01704,ACC006355,GOLD00981,VALID
DUP01705,ACC005139,GOLD00020,VALID
DUP01706,ACC002446,GOLD02714,VALID
DUP01707,ACC007631,GOLD02579,VALID
DUP01708,ACC009938,GOLD02899,VALID
DUP01709,ACC006759,GOLD02741,VALID
DUP01710,ACC003671,GOLD02290,VALID
DUP01711,ACC009598,GOLD00191,VALID
DUP01712,ACC001646,GOLD02024,VALID
DUP01713,ACC000373,GOLD01712,VALID
DUP01714,ACC005074,GOLD00500,VALID
DUP01715,ACC004513,GOLD02044,VALID
DUP01716,ACC003328,GOLD02075,VALID
DUP01717,ACC007407,GOLD02433,VALID
DUP01718,ACC009730,GOLD00564,VALID
DUP01719,ACC006118,GOLD00711,VALID
DUP01720,ACC004802,GOLD02123,VALID
DUP01721,ACC008797,GOLD00590,VALID
DUP01722,ACC006865,GOLD00839,VALID
DUP01723,ACC002413,GOLD00206,VALID
DUP01724,ACC007328,GOLD01226,VALID
DUP01725,ACC003990,GOLD00674,VALID
DUP01726,ACC008318,GOLD02052,VALID
DUP01727,ACC004528,GOLD01545,VALID
DUP01728,ACC005363,GOLD00621,VALID
DUP01729,ACC008534,GOLD00069,VALID
DUP01730,ACC000779,GOLD02495,VALID
DUP01731,ACC002897,GOLD02102,VALID
DUP01732,ACC004793,GOLD02197,VALID
DUP01733,ACC003019,GOLD00152,VALID
DUP01734,ACC001515,GOLD02460,VALID
DUP01735,ACC005124,GOLD02652,VALID
DUP01736,ACC004814,GOLD00236,VALID
DUP01737,ACC006709,GOLD00495,VALID
DUP01738,ACC002679,GOLD00371,VALID
DUP01739,ACC004895,GOLD02961,VALID
DUP01740,ACC003157,GOLD01984,VALID
DUP01741,ACC003737,GOLD01825,VALID
DUP01742,ACC000451,GOLD01065,VALID
DUP01743,ACC005243,GOLD00974,VALID
DUP01744,ACC004103,GOLD00567,VALID
DUP01745,ACC009827,GOLD02706,VALID
DUP01746,ACC003652,GOLD01280,VALID
DUP01747,ACC009099,GOLD01293,VALID
DUP01748,ACC003475,GOLD01387,VALID
DUP01749,ACC006800,GOLD01474,VALID
DUP01750,ACC007060,GOLD02085,VALID
DUP01751,ACC002386,GOLD01261,VALID
DUP01752,ACC007542,GOLD01794,VALID
DUP01753,ACC002527,GOLD02875,VALID
DUP01754,ACC009471,GOLD01243,VALID
DUP01755,ACC008221,GOLD01468,VALID
DUP01756,ACC004397,GOLD02933,VALID
DUP01757,ACC004859,GOLD02675,VALID
DUP01758,ACC007590,GOLD02393,VALID
DUP01759,ACC006190,GOLD02368,VALID
DUP01760,ACC004436,GOLD01158,VALID
DUP01761,ACC007340,GOLD00721,VALID
DUP01762,ACC009839,GOLD00735,VALID
DUP01763,ACC008455,GOLD01190,VALID
DUP01764,ACC004946,GOLD01456,VALID
DUP01765,ACC009929,GOLD00226,VALID
DUP01766,ACC002297,GOLD02193,VALID
DUP01767,ACC003849,GOLD00518,VALID
DUP01768,ACC008590,GOLD02106,VALID
DUP01769,ACC000322,GOLD00111,VALID
DUP01770,ACC007636,GOLD00745,VALID
DUP01771,ACC006188,GOLD02761,VALID
DUP01772,ACC007341,GOLD02424,VALID
DUP01773,ACC009219,GOLD01978,VALID
DUP01774,ACC008333,GOLD00852,VALID
DUP01775,ACC001109,GOLD01605,VALID
DUP01776,ACC007426,GOLD00564,VALID
DUP01777,ACC000368,GOLD01033,VALID
DUP01778,ACC001193,GOLD02224,VALID
DUP01779,ACC006388,GOLD00426,VALID
DUP01780,ACC007687,GOLD02249,VALID
DUP01781,ACC001770,GOLD01693,VALID
DUP01782,ACC005117,GOLD01576,VALID
DUP01783,ACC006172,GOLD02296,VALID
DUP01784,ACC000465,GOLD02715,VALID
DUP01785,ACC001774,GOLD01329,VALID
DUP01786,ACC006640,GOLD02901,VALID
DUP01787,ACC000835,GOLD01362,VALID
DUP01788,ACC005986,GOLD01709,VALID
DUP01789,ACC008714,GOLD00268,VALID
DUP01790,ACC008331,GOLD01118,VALID
DUP01791,ACC009496,GOLD02825,VALID
DUP01792,ACC006482,GOLD01365,VALID
DUP01793,ACC002624,GOLD02769,VALID
DUP01794,ACC009217,GOLD01333,VALID
DUP01795,ACC003474,GOLD02377,VALID
DUP01796,ACC001573,GOLD00330,VALID
DUP01797,ACC007846,GOLD01305,VALID
DUP01798,ACC005947,GOLD02190,VALID
DUP01799,ACC006239,GOLD02069,VALID
DUP01800,ACC001033,GOLD02364,VALID
DUP01801,ACC008895,GOLD02456,VALID
DUP01802,ACC003069,GOLD00060,VALID
DUP01803,ACC001840,GOLD01518,VALID
DUP01804,ACC008082,GOLD01694,VALID
DUP01805,ACC002997,GOLD01971,VALID
DUP01806,ACC004597,GOLD00430,VALID
DUP01807,ACC009859,GOLD02409,VALID
DUP01808,ACC004917,GOLD01551,VALID
DUP01809,ACC007890,GOLD00224,VALID
DUP01810,ACC008319,GOLD01864,VALID
DUP01811,ACC006106,GOLD00153,VALID
DUP01812,ACC006329,GOLD00006,VALID
DUP01813,ACC006631,GOLD02696,VALID
DUP01814,ACC001570,GOLD01873,VALID
DUP01815,ACC007335,GOLD02715,VALID
DUP01816,ACC007539,GOLD01398,VALID
DUP01817,ACC008514,GOLD01042,VALID
DUP01818,ACC003395,GOLD01975,VALID
DUP01819,ACC008554,GOLD01682,VALID
