record_id,entity_type,dimension,dq_check,field_name,issue_value,severity
LEA011299,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011299,MEDIUM
LEA011300,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011300,MEDIUM
LEA011301,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011301,MEDIUM
LEA011302,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011302,MEDIUM
LEA011303,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011303,MEDIUM
LEA011304,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011304,MEDIUM
LEA011305,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011305,MEDIUM
LEA011306,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011306,MEDIUM
LEA011307,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011307,MEDIUM
LEA011308,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011308,MEDIUM
LEA011309,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011309,MEDIUM
LEA011310,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011310,MEDIUM
LEA011311,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011311,MEDIUM
LEA011312,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011312,MEDIUM
LEA011313,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011313,MEDIUM
LEA011314,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011314,MEDIUM
LEA011315,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011315,MEDIUM
LEA011316,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011316,MEDIUM
LEA011317,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011317,MEDIUM
LEA011318,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011318,MEDIUM
LEA011319,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011319,MEDIUM
LEA011320,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011320,MEDIUM
LEA011321,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011321,MEDIUM
LEA011322,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011322,MEDIUM
LEA011323,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011323,MEDIUM
LEA011324,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011324,MEDIUM
LEA011325,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011325,MEDIUM
LEA011326,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011326,MEDIUM
LEA011327,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011327,MEDIUM
LEA011328,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011328,MEDIUM
LEA011329,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011329,MEDIUM
LEA011330,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011330,MEDIUM
LEA011331,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011331,MEDIUM
LEA011332,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011332,MEDIUM
LEA011333,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011333,MEDIUM
LEA011334,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011334,MEDIUM
LEA011335,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011335,MEDIUM
LEA011336,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011336,MEDIUM
LEA011337,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011337,MEDIUM
LEA011338,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011338,MEDIUM
LEA011339,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011339,MEDIUM
LEA011340,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011340,MEDIUM
LEA011341,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011341,MEDIUM
LEA011342,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011342,MEDIUM
LEA011343,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011343,MEDIUM
LEA011344,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011344,MEDIUM
LEA011345,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011345,MEDIUM
LEA011346,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011346,MEDIUM
LEA011347,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011347,MEDIUM
LEA011348,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011348,MEDIUM
LEA011349,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011349,MEDIUM
LEA011350,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011350,MEDIUM
LEA011351,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011351,MEDIUM
LEA011352,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011352,MEDIUM
LEA011353,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011353,MEDIUM
LEA011354,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011354,MEDIUM
LEA011355,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011355,MEDIUM
LEA011356,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011356,MEDIUM
LEA011357,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011357,MEDIUM
LEA011358,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011358,MEDIUM
LEA011359,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011359,MEDIUM
LEA011360,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011360,MEDIUM
LEA011361,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011361,MEDIUM
LEA011362,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011362,MEDIUM
LEA011363,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011363,MEDIUM
LEA011364,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011364,MEDIUM
LEA011365,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011365,MEDIUM
LEA011366,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011366,MEDIUM
LEA011367,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011367,MEDIUM
LEA011368,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011368,MEDIUM
LEA011369,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011369,MEDIUM
LEA011370,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011370,MEDIUM
LEA011371,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011371,MEDIUM
LEA011372,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011372,MEDIUM
LEA011373,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011373,MEDIUM
LEA011374,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011374,MEDIUM
LEA011375,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011375,MEDIUM
LEA011376,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011376,MEDIUM
LEA011377,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011377,MEDIUM
LEA011378,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011378,MEDIUM
LEA011379,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011379,MEDIUM
LEA011380,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011380,MEDIUM
LEA011381,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011381,MEDIUM
LEA011382,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011382,MEDIUM
LEA011383,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011383,MEDIUM
LEA011384,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011384,MEDIUM
LEA011385,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011385,MEDIUM
LEA011386,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011386,MEDIUM
LEA011387,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011387,MEDIUM
LEA011388,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011388,MEDIUM
LEA011389,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011389,MEDIUM
LEA011390,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011390,MEDIUM
LEA011391,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011391,MEDIUM
LEA011392,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011392,MEDIUM
LEA011393,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011393,MEDIUM
LEA011394,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011394,MEDIUM
LEA011395,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011395,MEDIUM
LEA011396,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011396,MEDIUM
LEA011397,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011397,MEDIUM
LEA011398,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011398,MEDIUM
LEA011399,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011399,MEDIUM
LEA011400,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011400,MEDIUM
LEA011401,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011401,MEDIUM
LEA011402,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011402,MEDIUM
LEA011403,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011403,MEDIUM
LEA011404,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011404,MEDIUM
LEA011405,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011405,MEDIUM
LEA011406,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011406,MEDIUM
LEA011407,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011407,MEDIUM
LEA011408,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011408,MEDIUM
LEA011409,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011409,MEDIUM
LEA011410,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011410,MEDIUM
LEA011411,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011411,MEDIUM
LEA011412,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011412,MEDIUM
LEA011413,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011413,MEDIUM
LEA011414,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011414,MEDIUM
LEA011415,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011415,MEDIUM
LEA011416,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011416,MEDIUM
LEA011417,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011417,MEDIUM
LEA011418,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011418,MEDIUM
LEA011419,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011419,MEDIUM
LEA011420,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011420,MEDIUM
LEA011421,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011421,MEDIUM
LEA011422,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011422,MEDIUM
LEA011423,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011423,MEDIUM
LEA011424,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011424,MEDIUM
LEA011425,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011425,MEDIUM
LEA011426,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011426,MEDIUM
LEA011427,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011427,MEDIUM
LEA011428,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011428,MEDIUM
LEA011429,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011429,MEDIUM
LEA011430,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011430,MEDIUM
LEA011431,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011431,MEDIUM
LEA011432,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011432,MEDIUM
LEA011433,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011433,MEDIUM
LEA011434,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011434,MEDIUM
LEA011435,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011435,MEDIUM
LEA011436,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011436,MEDIUM
LEA011437,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011437,MEDIUM
LEA011438,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011438,MEDIUM
LEA011439,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011439,MEDIUM
LEA011440,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011440,MEDIUM
LEA011441,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011441,MEDIUM
LEA011442,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011442,MEDIUM
LEA011443,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011443,MEDIUM
LEA011444,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011444,MEDIUM
LEA011445,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011445,MEDIUM
LEA011446,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011446,MEDIUM
LEA011447,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011447,MEDIUM
LEA011448,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011448,MEDIUM
LEA011449,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011449,MEDIUM
LEA011450,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011450,MEDIUM
LEA011451,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011451,MEDIUM
LEA011452,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011452,MEDIUM
LEA011453,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011453,MEDIUM
LEA011454,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011454,MEDIUM
LEA011455,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011455,MEDIUM
LEA011456,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011456,MEDIUM
LEA011457,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011457,MEDIUM
LEA011458,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011458,MEDIUM
LEA011459,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011459,MEDIUM
LEA011460,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011460,MEDIUM
LEA011461,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011461,MEDIUM
LEA011462,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011462,MEDIUM
LEA011463,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011463,MEDIUM
LEA011464,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011464,MEDIUM
LEA011465,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011465,MEDIUM
LEA011466,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011466,MEDIUM
LEA011467,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011467,MEDIUM
LEA011468,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011468,MEDIUM
LEA011469,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011469,MEDIUM
LEA011470,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011470,MEDIUM
LEA011471,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011471,MEDIUM
LEA011472,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011472,MEDIUM
LEA011473,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011473,MEDIUM
LEA011474,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011474,MEDIUM
LEA011475,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011475,MEDIUM
LEA011476,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011476,MEDIUM
LEA011477,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011477,MEDIUM
LEA011478,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011478,MEDIUM
LEA011479,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011479,MEDIUM
LEA011480,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011480,MEDIUM
LEA011481,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011481,MEDIUM
LEA011482,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011482,MEDIUM
LEA011483,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011483,MEDIUM
LEA011484,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011484,MEDIUM
LEA011485,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011485,MEDIUM
LEA011486,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011486,MEDIUM
LEA011487,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011487,MEDIUM
LEA011488,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011488,MEDIUM
LEA011489,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011489,MEDIUM
LEA011490,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011490,MEDIUM
LEA011491,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011491,MEDIUM
LEA011492,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011492,MEDIUM
LEA011493,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011493,MEDIUM
LEA011494,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011494,MEDIUM
LEA011495,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011495,MEDIUM
LEA011496,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011496,MEDIUM
LEA011497,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011497,MEDIUM
LEA011498,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011498,MEDIUM
LEA011499,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011499,MEDIUM
LEA011500,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011500,MEDIUM
LEA011501,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011501,MEDIUM
LEA011502,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011502,MEDIUM
LEA011503,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011503,MEDIUM
LEA011504,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011504,MEDIUM
LEA011505,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011505,MEDIUM
LEA011506,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011506,MEDIUM
LEA011507,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011507,MEDIUM
LEA011508,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011508,MEDIUM
LEA011509,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011509,MEDIUM
LEA011510,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011510,MEDIUM
LEA011511,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011511,MEDIUM
LEA011512,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011512,MEDIUM
LEA011513,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011513,MEDIUM
LEA011514,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011514,MEDIUM
LEA011515,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011515,MEDIUM
LEA011516,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011516,MEDIUM
LEA011517,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011517,MEDIUM
LEA011518,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011518,MEDIUM
LEA011519,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011519,MEDIUM
LEA011520,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011520,MEDIUM
LEA011521,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011521,MEDIUM
LEA011522,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011522,MEDIUM
LEA011523,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011523,MEDIUM
LEA011524,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011524,MEDIUM
LEA011525,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011525,MEDIUM
LEA011526,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011526,MEDIUM
LEA011527,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011527,MEDIUM
LEA011528,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011528,MEDIUM
LEA011529,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011529,MEDIUM
LEA011530,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011530,MEDIUM
LEA011531,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011531,MEDIUM
LEA011532,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011532,MEDIUM
LEA011533,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011533,MEDIUM
LEA011534,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011534,MEDIUM
LEA011535,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011535,MEDIUM
LEA011536,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011536,MEDIUM
LEA011537,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011537,MEDIUM
LEA011538,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011538,MEDIUM
LEA011539,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011539,MEDIUM
LEA011540,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011540,MEDIUM
LEA011541,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011541,MEDIUM
LEA011542,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011542,MEDIUM
LEA011543,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011543,MEDIUM
LEA011544,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011544,MEDIUM
LEA011545,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011545,MEDIUM
LEA011546,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011546,MEDIUM
LEA011547,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011547,MEDIUM
LEA011548,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011548,MEDIUM
LEA011549,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011549,MEDIUM
LEA011550,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011550,MEDIUM
LEA011551,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011551,MEDIUM
LEA011552,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011552,MEDIUM
LEA011553,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011553,MEDIUM
LEA011554,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011554,MEDIUM
LEA011555,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011555,MEDIUM
LEA011556,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011556,MEDIUM
LEA011557,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011557,MEDIUM
LEA011558,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011558,MEDIUM
LEA011559,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011559,MEDIUM
LEA011560,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011560,MEDIUM
LEA011561,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011561,MEDIUM
LEA011562,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011562,MEDIUM
LEA011563,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011563,MEDIUM
LEA011564,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011564,MEDIUM
LEA011565,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011565,MEDIUM
LEA011566,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011566,MEDIUM
LEA011567,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011567,MEDIUM
LEA011568,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011568,MEDIUM
LEA011569,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011569,MEDIUM
LEA011570,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011570,MEDIUM
LEA011571,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011571,MEDIUM
LEA011572,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011572,MEDIUM
LEA011573,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011573,MEDIUM
LEA011574,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011574,MEDIUM
LEA011575,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011575,MEDIUM
LEA011576,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011576,MEDIUM
LEA011577,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011577,MEDIUM
LEA011578,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011578,MEDIUM
LEA011579,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011579,MEDIUM
LEA011580,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011580,MEDIUM
LEA011581,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011581,MEDIUM
LEA011582,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011582,MEDIUM
LEA011583,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011583,MEDIUM
LEA011584,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011584,MEDIUM
LEA011585,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011585,MEDIUM
LEA011586,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011586,MEDIUM
LEA011587,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011587,MEDIUM
LEA011588,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011588,MEDIUM
LEA011589,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011589,MEDIUM
LEA011590,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011590,MEDIUM
LEA011591,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011591,MEDIUM
LEA011592,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011592,MEDIUM
LEA011593,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011593,MEDIUM
LEA011594,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011594,MEDIUM
LEA011595,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA011595,MEDIUM
