account_id,steward,dq_issue_status
ACC004282,Data Steward C,Resolved
ACC004283,Data Steward B,Resolved
ACC004284,Data Steward C,In Review
ACC004285,Data Steward A,In Review
ACC004286,Data Steward C,Resolved
ACC004287,Data Steward C,In Review
ACC004288,Data Steward C,Resolved
ACC004289,Data Steward A,Resolved
ACC004290,Data Steward A,In Review
ACC004291,Data Steward A,In Review
ACC004292,Data Steward B,Open
ACC004293,Data Steward A,In Review
ACC004294,Data Steward B,Open
ACC004295,Data Steward A,Open
ACC004296,Data Steward C,In Review
ACC004297,Data Steward B,Resolved
ACC004298,Data Steward C,Open
ACC004299,Data Steward C,Open
ACC004300,Data Steward C,Resolved
ACC004301,Data Steward B,In Review
ACC004302,Data Steward A,Resolved
ACC004303,Data Steward B,Resolved
ACC004304,Data Steward C,In Review
ACC004305,Data Steward A,Open
ACC004306,Data Steward A,Resolved
ACC004307,Data Steward A,Open
ACC004308,Data Steward B,Open
ACC004309,Data Steward C,Resolved
ACC004310,Data Steward C,Resolved
ACC004311,Data Steward A,Open
ACC004312,Data Steward A,In Review
ACC004313,Data Steward A,Open
ACC004314,Data Steward B,In Review
ACC004315,Data Steward C,Open
ACC004316,Data Steward B,In Review
ACC004317,Data Steward B,Resolved
ACC004318,Data Steward C,In Review
ACC004319,Data Steward C,Open
ACC004320,Data Steward C,Resolved
ACC004321,Data Steward B,In Review
ACC004322,Data Steward C,In Review
ACC004323,Data Steward B,Resolved
ACC004324,Data Steward C,Resolved
ACC004325,Data Steward A,In Review
ACC004326,Data Steward C,Resolved
ACC004327,Data Steward C,Open
ACC004328,Data Steward A,In Review
ACC004329,Data Steward B,In Review
ACC004330,Data Steward A,In Review
ACC004331,Data Steward C,Resolved
ACC004332,Data Steward B,In Review
ACC004333,Data Steward B,Open
ACC004334,Data Steward B,In Review
ACC004335,Data Steward C,In Review
ACC004336,Data Steward A,Open
ACC004337,Data Steward B,In Review
ACC004338,Data Steward B,In Review
ACC004339,Data Steward C,Open
ACC004340,Data Steward B,Resolved
ACC004341,Data Steward A,Resolved
ACC004342,Data Steward A,Resolved
ACC004343,Data Steward C,In Review
ACC004344,Data Steward A,Resolved
ACC004345,Data Steward B,In Review
ACC004346,Data Steward A,In Review
ACC004347,Data Steward B,Open
ACC004348,Data Steward B,Resolved
ACC004349,Data Steward B,Open
ACC004350,Data Steward C,In Review
ACC004351,Data Steward C,Resolved
ACC004352,Data Steward A,Resolved
ACC004353,Data Steward C,Resolved
ACC004354,Data Steward C,In Review
ACC004355,Data Steward C,Resolved
ACC004356,Data Steward A,Resolved
ACC004357,Data Steward A,Resolved
ACC004358,Data Steward C,Open
ACC004359,Data Steward C,Open
ACC004360,Data Steward B,In Review
ACC004361,Data Steward B,Resolved
ACC004362,Data Steward C,In Review
ACC004363,Data Steward A,Resolved
ACC004364,Data Steward A,Resolved
ACC004365,Data Steward A,Open
ACC004366,Data Steward B,Resolved
ACC004367,Data Steward B,Open
ACC004368,Data Steward C,Resolved
ACC004369,Data Steward C,Resolved
ACC004370,Data Steward A,In Review
ACC004371,Data Steward C,Resolved
ACC004372,Data Steward B,In Review
ACC004373,Data Steward B,Resolved
ACC004374,Data Steward A,Resolved
ACC004375,Data Steward C,In Review
ACC004376,Data Steward C,Resolved
ACC004377,Data Steward B,Resolved
ACC004378,Data Steward A,Resolved
ACC004379,Data Steward B,Resolved
ACC004380,Data Steward C,In Review
ACC004381,Data Steward A,Resolved
ACC004382,Data Steward B,In Review
ACC004383,Data Steward A,In Review
ACC004384,Data Steward A,In Review
ACC004385,Data Steward B,Open
ACC004386,Data Steward B,Open
ACC004387,Data Steward C,Resolved
ACC004388,Data Steward B,Resolved
ACC004389,Data Steward B,In Review
ACC004390,Data Steward B,Open
ACC004391,Data Steward B,Open
ACC004392,Data Steward A,Open
ACC004393,Data Steward A,In Review
ACC004394,Data Steward B,Resolved
ACC004395,Data Steward A,In Review
ACC004396,Data Steward A,Resolved
ACC004397,Data Steward C,In Review
ACC004398,Data Steward B,Resolved
ACC004399,Data Steward C,Open
ACC004400,Data Steward A,Resolved
ACC004401,Data Steward A,Resolved
ACC004402,Data Steward C,Open
ACC004403,Data Steward C,Resolved
ACC004404,Data Steward A,Open
ACC004405,Data Steward A,In Review
ACC004406,Data Steward C,Resolved
ACC004407,Data Steward A,Resolved
ACC004408,Data Steward B,Resolved
ACC004409,Data Steward C,Open
ACC004410,Data Steward A,Open
ACC004411,Data Steward A,Open
ACC004412,Data Steward C,In Review
ACC004413,Data Steward B,In Review
ACC004414,Data Steward B,Resolved
ACC004415,Data Steward A,In Review
ACC004416,Data Steward A,In Review
ACC004417,Data Steward C,Resolved
ACC004418,Data Steward B,In Review
ACC004419,Data Steward C,Resolved
ACC004420,Data Steward B,In Review
ACC004421,Data Steward A,Resolved
ACC004422,Data Steward A,In Review
ACC004423,Data Steward C,In Review
ACC004424,Data Steward B,Open
ACC004425,Data Steward C,Open
ACC004426,Data Steward C,Open
ACC004427,Data Steward C,Open
ACC004428,Data Steward A,In Review
ACC004429,Data Steward C,Resolved
ACC004430,Data Steward B,Resolved
ACC004431,Data Steward C,Resolved
ACC004432,Data Steward C,Open
ACC004433,Data Steward B,Open
ACC004434,Data Steward B,Resolved
ACC004435,Data Steward B,In Review
ACC004436,Data Steward B,In Review
ACC004437,Data Steward A,In Review
ACC004438,Data Steward C,Open
ACC004439,Data Steward B,Open
ACC004440,Data Steward A,Open
ACC004441,Data Steward A,In Review
ACC004442,Data Steward A,Open
ACC004443,Data Steward B,Open
ACC004444,Data Steward C,Resolved
ACC004445,Data Steward B,Resolved
ACC004446,Data Steward C,Resolved
ACC004447,Data Steward C,Open
ACC004448,Data Steward B,Resolved
ACC004449,Data Steward A,Open
ACC004450,Data Steward A,Resolved
ACC004451,Data Steward A,Resolved
ACC004452,Data Steward B,Resolved
ACC004453,Data Steward C,Open
ACC004454,Data Steward B,Open
ACC004455,Data Steward B,Resolved
ACC004456,Data Steward A,Resolved
ACC004457,Data Steward C,Resolved
ACC004458,Data Steward A,In Review
ACC004459,Data Steward C,In Review
ACC004460,Data Steward A,In Review
ACC004461,Data Steward B,Resolved
ACC004462,Data Steward B,In Review
ACC004463,Data Steward B,Open
ACC004464,Data Steward C,In Review
ACC004465,Data Steward C,In Review
ACC004466,Data Steward C,In Review
ACC004467,Data Steward C,Resolved
ACC004468,Data Steward B,Open
ACC004469,Data Steward A,Resolved
ACC004470,Data Steward C,In Review
ACC004471,Data Steward C,Resolved
ACC004472,Data Steward B,In Review
ACC004473,Data Steward A,In Review
ACC004474,Data Steward C,In Review
ACC004475,Data Steward C,Resolved
ACC004476,Data Steward B,Open
ACC004477,Data Steward A,In Review
ACC004478,Data Steward C,In Review
ACC004479,Data Steward C,Resolved
ACC004480,Data Steward C,In Review
ACC004481,Data Steward A,Open
ACC004482,Data Steward C,Open
ACC004483,Data Steward A,Open
ACC004484,Data Steward A,Resolved
ACC004485,Data Steward A,Open
ACC004486,Data Steward B,Resolved
ACC004487,Data Steward C,Resolved
ACC004488,Data Steward B,Open
ACC004489,Data Steward A,Resolved
ACC004490,Data Steward A,Open
ACC004491,Data Steward A,Resolved
ACC004492,Data Steward B,Resolved
ACC004493,Data Steward C,In Review
ACC004494,Data Steward A,In Review
ACC004495,Data Steward A,Resolved
ACC004496,Data Steward A,In Review
ACC004497,Data Steward C,Resolved
ACC004498,Data Steward C,Resolved
ACC004499,Data Steward A,In Review
ACC004500,Data Steward A,Open
ACC004501,Data Steward B,In Review
ACC004502,Data Steward C,Resolved
ACC004503,Data Steward B,Open
ACC004504,Data Steward B,Open
ACC004505,Data Steward C,Open
ACC004506,Data Steward A,Open
ACC004507,Data Steward C,Open
ACC004508,Data Steward C,Resolved
ACC004509,Data Steward C,In Review
ACC004510,Data Steward C,In Review
ACC004511,Data Steward C,Open
ACC004512,Data Steward B,Resolved
ACC004513,Data Steward B,In Review
ACC004514,Data Steward C,Resolved
ACC004515,Data Steward A,Open
ACC004516,Data Steward B,Open
ACC004517,Data Steward A,Resolved
ACC004518,Data Steward C,Resolved
ACC004519,Data Steward C,In Review
ACC004520,Data Steward A,Resolved
ACC004521,Data Steward A,In Review
ACC004522,Data Steward B,Open
ACC004523,Data Steward C,Resolved
ACC004524,Data Steward A,Resolved
ACC004525,Data Steward A,Open
ACC004526,Data Steward B,In Review
ACC004527,Data Steward C,In Review
ACC004528,Data Steward B,Resolved
ACC004529,Data Steward A,In Review
ACC004530,Data Steward B,Open
ACC004531,Data Steward C,Open
ACC004532,Data Steward B,Open
ACC004533,Data Steward A,In Review
ACC004534,Data Steward B,In Review
ACC004535,Data Steward C,Resolved
ACC004536,Data Steward A,In Review
ACC004537,Data Steward A,In Review
ACC004538,Data Steward B,In Review
ACC004539,Data Steward C,In Review
ACC004540,Data Steward B,Resolved
ACC004541,Data Steward C,In Review
ACC004542,Data Steward A,Open
ACC004543,Data Steward A,Open
ACC004544,Data Steward B,Resolved
ACC004545,Data Steward A,In Review
ACC004546,Data Steward A,Resolved
ACC004547,Data Steward C,In Review
ACC004548,Data Steward B,Resolved
ACC004549,Data Steward B,Resolved
ACC004550,Data Steward A,Open
ACC004551,Data Steward B,Open
ACC004552,Data Steward A,Resolved
ACC004553,Data Steward C,In Review
ACC004554,Data Steward C,Resolved
ACC004555,Data Steward C,In Review
ACC004556,Data Steward B,Open
ACC004557,Data Steward B,In Review
ACC004558,Data Steward C,Open
ACC004559,Data Steward C,Resolved
ACC004560,Data Steward C,Resolved
ACC004561,Data Steward A,Open
ACC004562,Data Steward A,Resolved
ACC004563,Data Steward A,In Review
ACC004564,Data Steward C,Resolved
ACC004565,Data Steward C,Resolved
ACC004566,Data Steward A,Open
ACC004567,Data Steward B,In Review
ACC004568,Data Steward B,Resolved
ACC004569,Data Steward B,In Review
ACC004570,Data Steward B,In Review
ACC004571,Data Steward B,In Review
ACC004572,Data Steward A,In Review
ACC004573,Data Steward A,Open
ACC004574,Data Steward A,In Review
ACC004575,Data Steward A,Open
ACC004576,Data Steward B,In Review
ACC004577,Data Steward A,Resolved
ACC004578,Data Steward B,Resolved
ACC004579,Data Steward C,Open
ACC004580,Data Steward C,Open
ACC004581,Data Steward B,In Review
ACC004582,Data Steward B,Resolved
ACC004583,Data Steward B,In Review
ACC004584,Data Steward C,Resolved
ACC004585,Data Steward B,In Review
ACC004586,Data Steward B,Open
ACC004587,Data Steward A,Open
ACC004588,Data Steward A,Resolved
ACC004589,Data Steward C,Resolved
ACC004590,Data Steward A,In Review
ACC004591,Data Steward C,In Review
ACC004592,Data Steward C,Open
ACC004593,Data Steward A,In Review
ACC004594,Data Steward C,Resolved
ACC004595,Data Steward A,Resolved
ACC004596,Data Steward A,Open
ACC004597,Data Steward C,In Review
ACC004598,Data Steward A,Resolved
ACC004599,Data Steward B,In Review
ACC004600,Data Steward A,Resolved
ACC004601,Data Steward B,Open
ACC004602,Data Steward C,Open
ACC004603,Data Steward B,Resolved
ACC004604,Data Steward B,Open
ACC004605,Data Steward C,In Review
ACC004606,Data Steward C,Resolved
ACC004607,Data Steward A,Open
ACC004608,Data Steward B,In Review
ACC004609,Data Steward A,In Review
ACC004610,Data Steward A,Open
ACC004611,Data Steward A,Open
ACC004612,Data Steward C,Open
ACC004613,Data Steward B,In Review
ACC004614,Data Steward C,In Review
ACC004615,Data Steward A,Open
ACC004616,Data Steward B,Open
ACC004617,Data Steward B,Resolved
ACC004618,Data Steward B,Open
ACC004619,Data Steward C,Open
ACC004620,Data Steward C,In Review
ACC004621,Data Steward A,Resolved
ACC004622,Data Steward C,In Review
ACC004623,Data Steward A,Open
ACC004624,Data Steward C,Open
ACC004625,Data Steward A,In Review
ACC004626,Data Steward B,Open
ACC004627,Data Steward C,Open
ACC004628,Data Steward B,In Review
ACC004629,Data Steward B,Open
ACC004630,Data Steward C,Open
ACC004631,Data Steward B,Open
ACC004632,Data Steward C,In Review
ACC004633,Data Steward B,In Review
ACC004634,Data Steward A,Open
ACC004635,Data Steward B,Open
ACC004636,Data Steward C,Open
ACC004637,Data Steward C,In Review
ACC004638,Data Steward C,In Review
ACC004639,Data Steward C,Open
ACC004640,Data Steward A,Resolved
ACC004641,Data Steward A,Open
ACC004642,Data Steward B,Open
ACC004643,Data Steward B,Resolved
ACC004644,Data Steward C,Resolved
ACC004645,Data Steward C,In Review
ACC004646,Data Steward A,Resolved
ACC004647,Data Steward A,In Review
ACC004648,Data Steward C,In Review
ACC004649,Data Steward C,In Review
ACC004650,Data Steward C,Resolved
ACC004651,Data Steward B,In Review
ACC004652,Data Steward A,In Review
ACC004653,Data Steward B,In Review
ACC004654,Data Steward C,Open
ACC004655,Data Steward B,In Review
ACC004656,Data Steward C,In Review
ACC004657,Data Steward B,Open
ACC004658,Data Steward A,Open
ACC004659,Data Steward B,Open
ACC004660,Data Steward C,In Review
ACC004661,Data Steward B,Resolved
ACC004662,Data Steward A,Open
ACC004663,Data Steward B,Resolved
ACC004664,Data Steward B,In Review
ACC004665,Data Steward A,Resolved
ACC004666,Data Steward A,Open
ACC004667,Data Steward B,In Review
ACC004668,Data Steward B,Resolved
ACC004669,Data Steward A,Resolved
ACC004670,Data Steward B,In Review
ACC004671,Data Steward A,Open
ACC004672,Data Steward A,In Review
ACC004673,Data Steward C,In Review
ACC004674,Data Steward B,In Review
ACC004675,Data Steward C,Open
ACC004676,Data Steward A,Resolved
ACC004677,Data Steward C,Resolved
ACC004678,Data Steward C,In Review
ACC004679,Data Steward C,Resolved
ACC004680,Data Steward C,Resolved
ACC004681,Data Steward A,Open
ACC004682,Data Steward C,Open
ACC004683,Data Steward A,Resolved
ACC004684,Data Steward A,Open
ACC004685,Data Steward A,Open
ACC004686,Data Steward A,Open
ACC004687,Data Steward C,In Review
ACC004688,Data Steward C,In Review
ACC004689,Data Steward B,Open
ACC004690,Data Steward C,In Review
ACC004691,Data Steward C,Resolved
ACC004692,Data Steward C,Open
ACC004693,Data Steward A,Open
ACC004694,Data Steward C,In Review
ACC004695,Data Steward A,Open
ACC004696,Data Steward B,Resolved
ACC004697,Data Steward C,Open
ACC004698,Data Steward A,Open
ACC004699,Data Steward A,Open
ACC004700,Data Steward C,Resolved
ACC004701,Data Steward B,Open
ACC004702,Data Steward C,In Review
ACC004703,Data Steward A,Resolved
ACC004704,Data Steward A,Resolved
ACC004705,Data Steward A,Open
ACC004706,Data Steward B,Resolved
ACC004707,Data Steward C,Open
ACC004708,Data Steward C,In Review
ACC004709,Data Steward C,In Review
ACC004710,Data Steward C,Open
ACC004711,Data Steward B,Resolved
ACC004712,Data Steward C,Open
ACC004713,Data Steward A,Resolved
ACC004714,Data Steward A,Resolved
ACC004715,Data Steward B,Resolved
ACC004716,Data Steward C,In Review
ACC004717,Data Steward C,In Review
ACC004718,Data Steward A,Resolved
ACC004719,Data Steward B,Resolved
ACC004720,Data Steward B,Resolved
ACC004721,Data Steward B,Open
ACC004722,Data Steward B,In Review
ACC004723,Data Steward A,In Review
ACC004724,Data Steward A,Open
ACC004725,Data Steward B,In Review
ACC004726,Data Steward A,Open
ACC004727,Data Steward B,Open
ACC004728,Data Steward B,Open
ACC004729,Data Steward C,In Review
ACC004730,Data Steward A,Open
ACC004731,Data Steward B,In Review
ACC004732,Data Steward B,Resolved
ACC004733,Data Steward C,Resolved
ACC004734,Data Steward A,Resolved
ACC004735,Data Steward A,In Review
ACC004736,Data Steward A,Open
ACC004737,Data Steward A,Open
ACC004738,Data Steward A,In Review
ACC004739,Data Steward C,Resolved
ACC004740,Data Steward A,Resolved
ACC004741,Data Steward B,Open
ACC004742,Data Steward B,In Review
ACC004743,Data Steward C,Open
ACC004744,Data Steward A,In Review
ACC004745,Data Steward A,In Review
ACC004746,Data Steward B,Resolved
ACC004747,Data Steward B,Open
ACC004748,Data Steward A,Resolved
ACC004749,Data Steward A,In Review
ACC004750,Data Steward C,Resolved
ACC004751,Data Steward B,In Review
ACC004752,Data Steward B,Open
ACC004753,Data Steward C,In Review
ACC004754,Data Steward A,In Review
ACC004755,Data Steward B,Resolved
ACC004756,Data Steward A,Open
ACC004757,Data Steward A,In Review
ACC004758,Data Steward C,In Review
ACC004759,Data Steward C,In Review
ACC004760,Data Steward A,Open
ACC004761,Data Steward A,In Review
ACC004762,Data Steward B,In Review
ACC004763,Data Steward B,Open
ACC004764,Data Steward B,Resolved
ACC004765,Data Steward C,Resolved
ACC004766,Data Steward C,Resolved
ACC004767,Data Steward C,In Review
ACC004768,Data Steward A,Resolved
ACC004769,Data Steward A,Open
ACC004770,Data Steward B,Resolved
ACC004771,Data Steward B,Open
ACC004772,Data Steward C,Resolved
ACC004773,Data Steward B,Resolved
ACC004774,Data Steward B,In Review
ACC004775,Data Steward C,Resolved
ACC004776,Data Steward A,In Review
ACC004777,Data Steward C,Resolved
ACC004778,Data Steward B,Resolved
ACC004779,Data Steward C,Resolved
ACC004780,Data Steward B,Resolved
ACC004781,Data Steward B,In Review
ACC004782,Data Steward B,In Review
ACC004783,Data Steward A,In Review
ACC004784,Data Steward A,Resolved
ACC004785,Data Steward C,Resolved
ACC004786,Data Steward C,Open
ACC004787,Data Steward C,In Review
ACC004788,Data Steward C,In Review
ACC004789,Data Steward B,Open
ACC004790,Data Steward C,Resolved
ACC004791,Data Steward A,Open
ACC004792,Data Steward C,Open
ACC004793,Data Steward B,In Review
ACC004794,Data Steward A,Resolved
ACC004795,Data Steward C,Open
ACC004796,Data Steward A,In Review
ACC004797,Data Steward A,In Review
ACC004798,Data Steward C,Resolved
ACC004799,Data Steward B,Resolved
ACC004800,Data Steward C,In Review
ACC004801,Data Steward C,In Review
ACC004802,Data Steward B,Open
ACC004803,Data Steward A,Resolved
ACC004804,Data Steward A,In Review
ACC004805,Data Steward C,Open
ACC004806,Data Steward A,Open
ACC004807,Data Steward B,Resolved
ACC004808,Data Steward A,Open
ACC004809,Data Steward A,In Review
ACC004810,Data Steward C,Resolved
ACC004811,Data Steward C,In Review
ACC004812,Data Steward C,Resolved
ACC004813,Data Steward A,In Review
ACC004814,Data Steward B,Open
ACC004815,Data Steward B,Open
ACC004816,Data Steward B,Resolved
ACC004817,Data Steward B,Resolved
ACC004818,Data Steward B,Resolved
ACC004819,Data Steward C,Resolved
ACC004820,Data Steward C,In Review
ACC004821,Data Steward A,Open
ACC004822,Data Steward C,In Review
ACC004823,Data Steward B,In Review
ACC004824,Data Steward B,Resolved
ACC004825,Data Steward B,In Review
ACC004826,Data Steward B,Open
ACC004827,Data Steward B,In Review
ACC004828,Data Steward A,Resolved
ACC004829,Data Steward C,Open
ACC004830,Data Steward B,Resolved
ACC004831,Data Steward A,Open
ACC004832,Data Steward B,In Review
ACC004833,Data Steward B,In Review
ACC004834,Data Steward C,Open
ACC004835,Data Steward B,In Review
ACC004836,Data Steward A,Resolved
ACC004837,Data Steward B,In Review
ACC004838,Data Steward A,In Review
ACC004839,Data Steward C,Resolved
ACC004840,Data Steward A,Resolved
ACC004841,Data Steward A,Open
ACC004842,Data Steward C,In Review
ACC004843,Data Steward A,In Review
ACC004844,Data Steward B,Open
ACC004845,Data Steward C,Open
ACC004846,Data Steward A,In Review
ACC004847,Data Steward A,Resolved
ACC004848,Data Steward B,In Review
ACC004849,Data Steward A,Open
ACC004850,Data Steward B,In Review
ACC004851,Data Steward B,Open
ACC004852,Data Steward B,In Review
ACC004853,Data Steward B,Resolved
ACC004854,Data Steward C,Resolved
ACC004855,Data Steward A,Resolved
ACC004856,Data Steward C,Open
ACC004857,Data Steward C,In Review
ACC004858,Data Steward B,Resolved
ACC004859,Data Steward C,Resolved
ACC004860,Data Steward B,In Review
ACC004861,Data Steward C,Open
ACC004862,Data Steward B,In Review
ACC004863,Data Steward C,In Review
ACC004864,Data Steward A,In Review
ACC004865,Data Steward A,Resolved
ACC004866,Data Steward B,In Review
ACC004867,Data Steward B,Open
ACC004868,Data Steward B,In Review
ACC004869,Data Steward C,Resolved
ACC004870,Data Steward A,Open
ACC004871,Data Steward B,Open
ACC004872,Data Steward A,Open
ACC004873,Data Steward B,Open
ACC004874,Data Steward A,Resolved
ACC004875,Data Steward C,Open
ACC004876,Data Steward A,In Review
ACC004877,Data Steward B,In Review
ACC004878,Data Steward C,Open
ACC004879,Data Steward A,In Review
ACC004880,Data Steward A,In Review
ACC004881,Data Steward C,Resolved
ACC004882,Data Steward A,Resolved
ACC004883,Data Steward B,Resolved
ACC004884,Data Steward C,In Review
ACC004885,Data Steward B,Resolved
ACC004886,Data Steward C,Resolved
ACC004887,Data Steward B,In Review
ACC004888,Data Steward B,Open
ACC004889,Data Steward C,Open
ACC004890,Data Steward A,Resolved
ACC004891,Data Steward A,Resolved
ACC004892,Data Steward C,In Review
ACC004893,Data Steward C,In Review
ACC004894,Data Steward C,Resolved
ACC004895,Data Steward B,In Review
ACC004896,Data Steward B,In Review
ACC004897,Data Steward B,Resolved
ACC004898,Data Steward A,In Review
ACC004899,Data Steward B,In Review
ACC004900,Data Steward C,Open
ACC004901,Data Steward A,Open
ACC004902,Data Steward B,In Review
ACC004903,Data Steward B,In Review
ACC004904,Data Steward B,Resolved
ACC004905,Data Steward B,In Review
ACC004906,Data Steward C,Resolved
ACC004907,Data Steward B,Open
ACC004908,Data Steward C,Open
ACC004909,Data Steward A,Open
ACC004910,Data Steward B,Resolved
ACC004911,Data Steward B,Resolved
ACC004912,Data Steward A,Resolved
ACC004913,Data Steward B,Resolved
ACC004914,Data Steward A,Resolved
ACC004915,Data Steward A,In Review
ACC004916,Data Steward B,Resolved
ACC004917,Data Steward B,In Review
ACC004918,Data Steward B,Open
ACC004919,Data Steward A,Resolved
ACC004920,Data Steward B,Open
ACC004921,Data Steward B,Resolved
ACC004922,Data Steward C,Resolved
ACC004923,Data Steward B,In Review
ACC004924,Data Steward B,Open
ACC004925,Data Steward B,In Review
ACC004926,Data Steward A,Resolved
ACC004927,Data Steward A,Resolved
ACC004928,Data Steward C,Resolved
ACC004929,Data Steward C,In Review
ACC004930,Data Steward A,Open
ACC004931,Data Steward B,Open
ACC004932,Data Steward A,Resolved
ACC004933,Data Steward B,In Review
ACC004934,Data Steward C,In Review
ACC004935,Data Steward C,Resolved
ACC004936,Data Steward B,Resolved
ACC004937,Data Steward C,In Review
ACC004938,Data Steward B,Resolved
ACC004939,Data Steward C,Resolved
ACC004940,Data Steward B,In Review
ACC004941,Data Steward B,Resolved
ACC004942,Data Steward A,Open
ACC004943,Data Steward B,Open
ACC004944,Data Steward B,Resolved
ACC004945,Data Steward C,Resolved
ACC004946,Data Steward A,In Review
ACC004947,Data Steward C,In Review
ACC004948,Data Steward C,In Review
ACC004949,Data Steward B,In Review
ACC004950,Data Steward B,In Review
ACC004951,Data Steward C,Open
ACC004952,Data Steward A,Resolved
ACC004953,Data Steward C,Resolved
ACC004954,Data Steward A,Open
ACC004955,Data Steward A,Open
ACC004956,Data Steward B,Resolved
ACC004957,Data Steward C,In Review
ACC004958,Data Steward B,Open
ACC004959,Data Steward A,Open
ACC004960,Data Steward C,In Review
ACC004961,Data Steward A,Open
ACC004962,Data Steward B,Resolved
ACC004963,Data Steward B,Open
ACC004964,Data Steward A,Open
ACC004965,Data Steward A,Resolved
ACC004966,Data Steward A,In Review
ACC004967,Data Steward C,Resolved
ACC004968,Data Steward A,Open
ACC004969,Data Steward C,Open
ACC004970,Data Steward A,Open
ACC004971,Data Steward C,In Review
ACC004972,Data Steward A,In Review
ACC004973,Data Steward A,Resolved
ACC004974,Data Steward A,Open
ACC004975,Data Steward C,Open
ACC004976,Data Steward B,In Review
ACC004977,Data Steward B,In Review
ACC004978,Data Steward A,Resolved
ACC004979,Data Steward B,Resolved
ACC004980,Data Steward B,In Review
ACC004981,Data Steward C,In Review
ACC004982,Data Steward B,Open
ACC004983,Data Steward A,Open
ACC004984,Data Steward B,Open
ACC004985,Data Steward C,Resolved
ACC004986,Data Steward C,In Review
ACC004987,Data Steward C,Resolved
ACC004988,Data Steward B,Open
ACC004989,Data Steward A,In Review
ACC004990,Data Steward A,Resolved
ACC004991,Data Steward B,In Review
ACC004992,Data Steward B,Open
ACC004993,Data Steward C,Open
ACC004994,Data Steward C,In Review
ACC004995,Data Steward C,Open
ACC004996,Data Steward C,Open
ACC004997,Data Steward C,Resolved
ACC004998,Data Steward B,Resolved
ACC004999,Data Steward A,In Review
ACC005000,Data Steward C,Open
ACC005001,Data Steward C,Open
ACC005002,Data Steward B,In Review
ACC005003,Data Steward C,Open
ACC005004,Data Steward A,In Review
ACC005005,Data Steward B,Open
ACC005006,Data Steward A,Resolved
ACC005007,Data Steward C,In Review
ACC005008,Data Steward A,In Review
ACC005009,Data Steward C,Resolved
ACC005010,Data Steward B,Open
ACC005011,Data Steward B,In Review
ACC005012,Data Steward A,In Review
ACC005013,Data Steward B,Resolved
ACC005014,Data Steward B,Resolved
ACC005015,Data Steward B,Open
ACC005016,Data Steward B,Resolved
ACC005017,Data Steward A,In Review
ACC005018,Data Steward A,In Review
ACC005019,Data Steward B,In Review
ACC005020,Data Steward A,In Review
ACC005021,Data Steward B,In Review
ACC005022,Data Steward B,Resolved
ACC005023,Data Steward A,In Review
ACC005024,Data Steward A,In Review
ACC005025,Data Steward A,Open
ACC005026,Data Steward C,Open
ACC005027,Data Steward C,Resolved
ACC005028,Data Steward B,In Review
ACC005029,Data Steward A,Resolved
ACC005030,Data Steward B,Resolved
ACC005031,Data Steward B,In Review
ACC005032,Data Steward C,Open
ACC005033,Data Steward B,Open
ACC005034,Data Steward C,Resolved
ACC005035,Data Steward B,In Review
ACC005036,Data Steward A,In Review
ACC005037,Data Steward A,In Review
ACC005038,Data Steward A,Resolved
ACC005039,Data Steward B,Resolved
ACC005040,Data Steward C,Resolved
ACC005041,Data Steward B,In Review
ACC005042,Data Steward C,Resolved
ACC005043,Data Steward A,Resolved
ACC005044,Data Steward A,Open
ACC005045,Data Steward A,Open
ACC005046,Data Steward B,In Review
ACC005047,Data Steward B,In Review
ACC005048,Data Steward A,Resolved
ACC005049,Data Steward A,In Review
ACC005050,Data Steward C,In Review
ACC005051,Data Steward B,Open
ACC005052,Data Steward C,Resolved
ACC005053,Data Steward A,In Review
ACC005054,Data Steward A,Resolved
ACC005055,Data Steward B,In Review
ACC005056,Data Steward A,Resolved
ACC005057,Data Steward B,Resolved
ACC005058,Data Steward B,In Review
ACC005059,Data Steward C,In Review
ACC005060,Data Steward A,In Review
ACC005061,Data Steward C,In Review
ACC005062,Data Steward C,Resolved
ACC005063,Data Steward C,In Review
ACC005064,Data Steward A,In Review
ACC005065,Data Steward C,In Review
ACC005066,Data Steward A,Open
ACC005067,Data Steward A,Open
ACC005068,Data Steward C,In Review
ACC005069,Data Steward C,Open
ACC005070,Data Steward C,Resolved
ACC005071,Data Steward B,Open
ACC005072,Data Steward B,Resolved
ACC005073,Data Steward B,Resolved
ACC005074,Data Steward B,Open
ACC005075,Data Steward A,In Review
ACC005076,Data Steward A,Resolved
ACC005077,Data Steward A,Resolved
ACC005078,Data Steward B,Resolved
ACC005079,Data Steward B,Resolved
ACC005080,Data Steward B,Open
ACC005081,Data Steward B,Resolved
ACC005082,Data Steward A,Resolved
ACC005083,Data Steward C,Open
ACC005084,Data Steward B,In Review
ACC005085,Data Steward A,Resolved
ACC005086,Data Steward C,In Review
ACC005087,Data Steward A,Open
ACC005088,Data Steward B,Resolved
ACC005089,Data Steward C,Open
ACC005090,Data Steward B,In Review
ACC005091,Data Steward C,Resolved
ACC005092,Data Steward A,In Review
ACC005093,Data Steward B,Open
ACC005094,Data Steward C,Resolved
ACC005095,Data Steward A,Open
ACC005096,Data Steward A,Open
ACC005097,Data Steward B,Resolved
ACC005098,Data Steward B,Open
ACC005099,Data Steward C,Resolved
ACC005100,Data Steward C,Resolved
ACC005101,Data Steward B,Resolved
