lead_id,lead_name,source,status,duplicate_count,absorbed_ids
LEA007941,Lead 7940,Web,New,0,
LEA007942,Lead 7941,Event,New,0,
LEA007943,Lead 7942,Event,Qualified,0,
LEA007944,Lead 7943,LinkedIn,Working,0,
LEA007945,Lead 7944,Web,Working,0,
LEA007946,Lead 7945,Web,New,0,
LEA007947,Lead 7946,Referral,Working,0,
LEA007948,Lead 7947,Referral,Working,0,
LEA007949,Lead 7948,Web,Converted,0,
LEA007950,Lead 7949,LinkedIn,Qualified,0,
LEA007951,Lead 7950,Web,New,0,
LEA007952,Lead 7951,Event,Qualified,0,
LEA007953,Lead 7952,LinkedIn,Converted,0,
LEA007954,Lead 7953,Event,Converted,0,
LEA007955,Lead 7954,Referral,New,0,
LEA007956,Lead 7955,Web,Qualified,0,
LEA007957,Lead 7956,Web,Working,0,
LEA007958,Lead 7957,LinkedIn,New,0,
LEA007959,Lead 7958,Referral,Working,0,
LEA007960,Lead 7959,Referral,New,0,
LEA007961,Lead 7960,Web,New,0,
LEA007962,Lead 7961,Web,Qualified,0,
LEA007963,Lead 7962,Referral,Working,0,
LEA007964,Lead 7963,Web,New,0,
LEA007965,Lead 7964,LinkedIn,Working,0,
LEA007966,Lead 7965,Referral,Working,0,
LEA007967,Lead 7966,LinkedIn,Working,0,
LEA007968,Lead 7967,Referral,New,0,
LEA007969,Lead 7968,Event,Converted,0,
LEA007970,Lead 7969,LinkedIn,Converted,0,
LEA007971,Lead 7970,Event,Qualified,0,
LEA007972,Lead 7971,Referral,Working,0,
LEA007973,Lead 7972,Web,Converted,0,
LEA007974,Lead 7973,Event,Working,0,
LEA007975,Lead 7974,Referral,Converted,0,
LEA007976,Lead 7975,Web,New,0,
LEA007977,Lead 7976,Event,New,0,
LEA007978,Lead 7977,Event,Qualified,0,
LEA007979,Lead 7978,LinkedIn,Converted,0,
LEA007980,Lead 7979,Referral,Working,0,
LEA007981,Lead 7980,Web,Working,0,
LEA007982,Lead 7981,Referral,Working,0,
LEA007983,Lead 7982,Referral,Working,0,
LEA007984,Lead 7983,Web,Qualified,0,
LEA007985,Lead 7984,Event,Qualified,0,
LEA007986,Lead 7985,Referral,Qualified,0,
LEA007987,Lead 7986,Event,Working,0,
LEA007988,Lead 7987,Web,Qualified,0,
LEA007989,Lead 7988,Event,Qualified,0,
LEA007990,Lead 7989,Referral,Converted,0,
LEA007991,Lead 7990,Event,Converted,0,
LEA007992,Lead 7991,Referral,Converted,0,
LEA007993,Lead 7992,Event,Qualified,0,
LEA007994,Lead 7993,Referral,Working,0,
LEA007995,Lead 7994,LinkedIn,New,0,
LEA007996,Lead 7995,Event,Converted,0,
LEA007997,Lead 7996,Event,Converted,0,
LEA007998,Lead 7997,Web,Working,0,
LEA007999,Lead 7998,Event,Qualified,0,
LEA008000,Lead 7999,LinkedIn,Working,0,
LEA008001,Lead 8000,Web,Qualified,0,
LEA008002,Lead 8001,Web,Qualified,0,
LEA008003,Lead 8002,Referral,Qualified,0,
LEA008004,Lead 8003,Event,Converted,0,
LEA008005,Lead 8004,Referral,Converted,0,
LEA008006,Lead 8005,Web,Converted,0,
LEA008007,Lead 8006,Referral,Qualified,0,
LEA008008,Lead 8007,Referral,Converted,0,
LEA008009,Lead 8008,LinkedIn,Qualified,0,
LEA008010,Lead 8009,Web,Qualified,0,
LEA008011,Lead 8010,Referral,Converted,0,
LEA008012,Lead 8011,Event,New,0,
LEA008013,Lead 8012,Referral,New,0,
LEA008014,Lead 8013,Referral,Working,0,
LEA008015,Lead 8014,LinkedIn,New,0,
LEA008016,Lead 8015,Referral,Converted,0,
LEA008017,Lead 8016,Web,Working,0,
LEA008018,Lead 8017,LinkedIn,New,0,
LEA008019,Lead 8018,Referral,Qualified,0,
LEA008020,Lead 8019,LinkedIn,Qualified,0,
LEA008021,Lead 8020,Event,Qualified,0,
LEA008022,Lead 8021,Web,Converted,0,
LEA008023,Lead 8022,LinkedIn,Converted,0,
LEA008024,Lead 8023,LinkedIn,Qualified,0,
LEA008025,Lead 8024,Referral,New,0,
LEA008026,Lead 8025,LinkedIn,Qualified,0,
LEA008027,Lead 8026,Web,New,0,
LEA008028,Lead 8027,Web,Working,0,
LEA008029,Lead 8028,Web,Converted,0,
LEA008030,Lead 8029,LinkedIn,New,0,
LEA008031,Lead 8030,Referral,Converted,0,
LEA008032,Lead 8031,LinkedIn,New,0,
LEA008033,Lead 8032,Web,Converted,0,
LEA008034,Lead 8033,Web,Qualified,0,
LEA008035,Lead 8034,LinkedIn,Converted,0,
LEA008036,Lead 8035,LinkedIn,New,0,
LEA008037,Lead 8036,Event,New,0,
LEA008038,Lead 8037,Referral,Qualified,0,
LEA008039,Lead 8038,LinkedIn,New,0,
LEA008040,Lead 8039,Event,Qualified,0,
LEA008041,Lead 8040,Web,Working,0,
LEA008042,Lead 8041,Referral,Converted,0,
LEA008043,Lead 8042,Referral,Converted,0,
LEA008044,Lead 8043,Web,Working,0,
LEA008045,Lead 8044,Referral,Qualified,0,
LEA008046,Lead 8045,LinkedIn,Qualified,0,
LEA008047,Lead 8046,Referral,New,0,
LEA008048,Lead 8047,Web,Working,0,
LEA008049,Lead 8048,Web,Working,0,
LEA008050,Lead 8049,Referral,New,0,
LEA008051,Lead 8050,Web,Working,0,
LEA008052,Lead 8051,Web,Working,0,
LEA008053,Lead 8052,Event,Converted,0,
LEA008054,Lead 8053,LinkedIn,Working,0,
LEA008055,Lead 8054,Referral,Qualified,0,
LEA008056,Lead 8055,LinkedIn,New,0,
LEA008057,Lead 8056,LinkedIn,New,0,
LEA008058,Lead 8057,Event,New,0,
LEA008059,Lead 8058,Web,Converted,0,
LEA008060,Lead 8059,LinkedIn,Converted,0,
LEA008061,Lead 8060,Event,Converted,0,
LEA008062,Lead 8061,LinkedIn,Working,0,
LEA008063,Lead 8062,Web,Converted,0,
LEA008064,Lead 8063,LinkedIn,Working,0,
LEA008065,Lead 8064,Web,Converted,0,
LEA008066,Lead 8065,Referral,Working,0,
LEA008067,Lead 8066,LinkedIn,New,0,
LEA008068,Lead 8067,Referral,Qualified,0,
LEA008069,Lead 8068,Event,New,0,
LEA008070,Lead 8069,Event,Converted,0,
LEA008071,Lead 8070,LinkedIn,Qualified,0,
LEA008072,Lead 8071,LinkedIn,Qualified,0,
LEA008073,Lead 8072,LinkedIn,New,0,
LEA008074,Lead 8073,Referral,Converted,0,
LEA008075,Lead 8074,Referral,Converted,0,
LEA008076,Lead 8075,Event,Converted,0,
LEA008077,Lead 8076,Web,Qualified,0,
LEA008078,Lead 8077,Event,Converted,0,
LEA008079,Lead 8078,Web,Working,0,
LEA008080,Lead 8079,Event,New,0,
LEA008081,Lead 8080,Event,New,0,
LEA008082,Lead 8081,Event,Qualified,0,
LEA008083,Lead 8082,Event,New,0,
LEA008084,Lead 8083,Referral,Converted,0,
LEA008085,Lead 8084,Web,Converted,0,
LEA008086,Lead 8085,Referral,Working,0,
LEA008087,Lead 8086,Web,Qualified,0,
LEA008088,Lead 8087,Referral,Working,0,
LEA008089,Lead 8088,Web,New,0,
LEA008090,Lead 8089,LinkedIn,Converted,0,
LEA008091,Lead 8090,Event,Working,0,
LEA008092,Lead 8091,LinkedIn,New,0,
LEA008093,Lead 8092,LinkedIn,Working,0,
LEA008094,Lead 8093,LinkedIn,Converted,0,
LEA008095,Lead 8094,Referral,New,0,
LEA008096,Lead 8095,Web,Converted,0,
LEA008097,Lead 8096,Web,Working,0,
LEA008098,Lead 8097,LinkedIn,Working,0,
LEA008099,Lead 8098,Web,Converted,0,
LEA008100,Lead 8099,Event,Qualified,0,
LEA008101,Lead 8100,LinkedIn,Converted,0,
LEA008102,Lead 8101,Web,New,0,
LEA008103,Lead 8102,Web,New,0,
LEA008104,Lead 8103,Event,Working,0,
LEA008105,Lead 8104,Web,Working,0,
LEA008106,Lead 8105,Web,New,0,
LEA008107,Lead 8106,Referral,Qualified,0,
LEA008108,Lead 8107,Event,New,0,
LEA008109,Lead 8108,LinkedIn,New,0,
LEA008110,Lead 8109,Referral,Working,0,
LEA008111,Lead 8110,Web,New,0,
LEA008112,Lead 8111,Web,Converted,0,
LEA008113,Lead 8112,Web,Qualified,0,
LEA008114,Lead 8113,LinkedIn,New,0,
LEA008115,Lead 8114,Event,Converted,0,
LEA008116,Lead 8115,Event,New,0,
LEA008117,Lead 8116,Web,Working,0,
LEA008118,Lead 8117,Event,Qualified,0,
LEA008119,Lead 8118,Event,New,0,
LEA008120,Lead 8119,Event,New,0,
LEA008121,Lead 8120,Referral,Working,0,
LEA008122,Lead 8121,Event,New,0,
LEA008123,Lead 8122,Referral,Converted,0,
LEA008124,Lead 8123,Referral,Qualified,0,
LEA008125,Lead 8124,LinkedIn,Converted,0,
LEA008126,Lead 8125,LinkedIn,Qualified,0,
LEA008127,Lead 8126,LinkedIn,New,0,
LEA008128,Lead 8127,LinkedIn,Working,0,
LEA008129,Lead 8128,LinkedIn,New,0,
LEA008130,Lead 8129,Web,Qualified,0,
LEA008131,Lead 8130,LinkedIn,Qualified,0,
LEA008132,Lead 8131,Referral,New,0,
LEA008133,Lead 8132,Event,Working,0,
LEA008134,Lead 8133,Referral,Converted,0,
LEA008135,Lead 8134,LinkedIn,Converted,0,
LEA008136,Lead 8135,Web,New,0,
LEA008137,Lead 8136,Referral,New,0,
LEA008138,Lead 8137,Referral,Working,0,
LEA008139,Lead 8138,Event,Converted,0,
LEA008140,Lead 8139,Event,Qualified,0,
LEA008141,Lead 8140,Referral,Working,0,
LEA008142,Lead 8141,Referral,Working,0,
LEA008143,Lead 8142,Web,Converted,0,
LEA008144,Lead 8143,Event,New,0,
LEA008145,Lead 8144,Web,New,0,
LEA008146,Lead 8145,Referral,New,0,
LEA008147,Lead 8146,Event,Converted,0,
LEA008148,Lead 8147,Referral,Working,0,
LEA008149,Lead 8148,Web,Working,0,
LEA008150,Lead 8149,LinkedIn,Qualified,0,
LEA008151,Lead 8150,Event,Working,0,
LEA008152,Lead 8151,Web,Working,0,
LEA008153,Lead 8152,Event,Qualified,0,
LEA008154,Lead 8153,LinkedIn,Working,0,
LEA008155,Lead 8154,Event,Working,0,
LEA008156,Lead 8155,Web,Converted,0,
LEA008157,Lead 8156,Event,New,0,
LEA008158,Lead 8157,Event,Converted,0,
LEA008159,Lead 8158,Event,Working,0,
LEA008160,Lead 8159,Web,Working,0,
LEA008161,Lead 8160,Event,New,0,
LEA008162,Lead 8161,Event,Qualified,0,
LEA008163,Lead 8162,Referral,Working,0,
LEA008164,Lead 8163,Referral,Working,0,
LEA008165,Lead 8164,LinkedIn,Converted,0,
LEA008166,Lead 8165,Web,Working,0,
LEA008167,Lead 8166,Web,New,0,
LEA008168,Lead 8167,Web,Qualified,0,
LEA008169,Lead 8168,Event,Converted,0,
LEA008170,Lead 8169,Web,Qualified,0,
LEA008171,Lead 8170,LinkedIn,Qualified,0,
LEA008172,Lead 8171,Web,New,0,
LEA008173,Lead 8172,Event,Working,0,
LEA008174,Lead 8173,Web,Working,0,
LEA008175,Lead 8174,Web,Qualified,0,
LEA008176,Lead 8175,Web,New,0,
LEA008177,Lead 8176,Event,New,0,
LEA008178,Lead 8177,Event,Converted,0,
LEA008179,Lead 8178,LinkedIn,Working,0,
LEA008180,Lead 8179,Web,Qualified,0,
LEA008181,Lead 8180,Web,New,0,
LEA008182,Lead 8181,Event,Working,0,
LEA008183,Lead 8182,Referral,Working,0,
LEA008184,Lead 8183,Referral,New,0,
LEA008185,Lead 8184,LinkedIn,Working,0,
LEA008186,Lead 8185,LinkedIn,Qualified,0,
LEA008187,Lead 8186,LinkedIn,New,0,
LEA008188,Lead 8187,Web,Qualified,0,
LEA008189,Lead 8188,Referral,Converted,0,
LEA008190,Lead 8189,LinkedIn,Working,0,
LEA008191,Lead 8190,Event,New,0,
LEA008192,Lead 8191,Referral,Converted,0,
LEA008193,Lead 8192,Web,Qualified,0,
LEA008194,Lead 8193,Event,Qualified,0,
LEA008195,Lead 8194,LinkedIn,Working,0,
LEA008196,Lead 8195,Referral,Converted,0,
LEA008197,Lead 8196,Referral,Working,0,
LEA008198,Lead 8197,Web,Working,0,
LEA008199,Lead 8198,Event,Qualified,0,
LEA008200,Lead 8199,Referral,Converted,0,
LEA008201,Lead 8200,Event,Qualified,0,
LEA008202,Lead 8201,Referral,Converted,0,
LEA008203,Lead 8202,Web,New,0,
LEA008204,Lead 8203,Web,New,0,
LEA008205,Lead 8204,LinkedIn,New,0,
LEA008206,Lead 8205,LinkedIn,Converted,0,
LEA008207,Lead 8206,Web,Converted,0,
LEA008208,Lead 8207,Event,Working,0,
LEA008209,Lead 8208,Referral,Qualified,0,
LEA008210,Lead 8209,Web,Qualified,0,
LEA008211,Lead 8210,Referral,Qualified,0,
LEA008212,Lead 8211,LinkedIn,New,0,
LEA008213,Lead 8212,Web,New,0,
LEA008214,Lead 8213,Referral,Working,0,
LEA008215,Lead 8214,LinkedIn,Converted,0,
LEA008216,Lead 8215,LinkedIn,Working,0,
LEA008217,Lead 8216,Web,Working,0,
LEA008218,Lead 8217,Referral,Qualified,0,
LEA008219,Lead 8218,Referral,Qualified,0,
LEA008220,Lead 8219,Referral,Converted,0,
LEA008221,Lead 8220,Referral,Qualified,0,
LEA008222,Lead 8221,Referral,Converted,0,
LEA008223,Lead 8222,Web,Working,0,
LEA008224,Lead 8223,LinkedIn,Qualified,0,
LEA008225,Lead 8224,LinkedIn,Qualified,0,
LEA008226,Lead 8225,Web,New,0,
LEA008227,Lead 8226,Web,New,0,
LEA008228,Lead 8227,Event,New,0,
LEA008229,Lead 8228,LinkedIn,Converted,0,
LEA008230,Lead 8229,Web,Qualified,0,
LEA008231,Lead 8230,Referral,New,0,
LEA008232,Lead 8231,LinkedIn,Qualified,0,
LEA008233,Lead 8232,Web,Converted,0,
LEA008234,Lead 8233,Web,Working,0,
LEA008235,Lead 8234,LinkedIn,New,0,
LEA008236,Lead 8235,Web,Converted,0,
LEA008237,Lead 8236,Event,New,0,
LEA008238,Lead 8237,Event,Qualified,0,
LEA008239,Lead 8238,Referral,Converted,0,
LEA008240,Lead 8239,LinkedIn,Qualified,0,
LEA008241,Lead 8240,Referral,Working,0,
LEA008242,Lead 8241,Web,New,0,
LEA008243,Lead 8242,LinkedIn,Qualified,0,
LEA008244,Lead 8243,Referral,New,0,
LEA008245,Lead 8244,Web,Working,0,
LEA008246,Lead 8245,LinkedIn,Converted,0,
LEA008247,Lead 8246,Referral,Converted,0,
LEA008248,Lead 8247,Event,New,0,
LEA008249,Lead 8248,Referral,Converted,0,
LEA008250,Lead 8249,Event,New,0,
LEA008251,Lead 8250,LinkedIn,Working,0,
LEA008252,Lead 8251,Web,Working,0,
LEA008253,Lead 8252,LinkedIn,New,0,
LEA008254,Lead 8253,LinkedIn,Working,0,
LEA008255,Lead 8254,Event,Qualified,0,
LEA008256,Lead 8255,LinkedIn,Working,0,
LEA008257,Lead 8256,Event,Converted,0,
LEA008258,Lead 8257,Referral,Qualified,0,
LEA008259,Lead 8258,Referral,Qualified,0,
LEA008260,Lead 8259,LinkedIn,Qualified,0,
LEA008261,Lead 8260,Web,Qualified,0,
LEA008262,Lead 8261,Event,Converted,0,
LEA008263,Lead 8262,Event,Working,0,
LEA008264,Lead 8263,LinkedIn,New,0,
LEA008265,Lead 8264,Referral,New,0,
LEA008266,Lead 8265,LinkedIn,Working,0,
LEA008267,Lead 8266,LinkedIn,New,0,
LEA008268,Lead 8267,Web,Qualified,0,
LEA008269,Lead 8268,Web,Qualified,0,
LEA008270,Lead 8269,Event,Converted,0,
LEA008271,Lead 8270,LinkedIn,Working,0,
LEA008272,Lead 8271,Event,Converted,0,
LEA008273,Lead 8272,Event,New,0,
LEA008274,Lead 8273,Referral,Converted,0,
LEA008275,Lead 8274,Event,Working,0,
LEA008276,Lead 8275,LinkedIn,Qualified,0,
LEA008277,Lead 8276,Web,Working,0,
LEA008278,Lead 8277,Event,Working,0,
LEA008279,Lead 8278,Event,Converted,0,
LEA008280,Lead 8279,Web,New,0,
LEA008281,Lead 8280,LinkedIn,Working,0,
LEA008282,Lead 8281,Web,Qualified,0,
LEA008283,Lead 8282,Web,Working,0,
LEA008284,Lead 8283,Referral,New,0,
LEA008285,Lead 8284,Web,Qualified,0,
LEA008286,Lead 8285,Referral,New,0,
LEA008287,Lead 8286,Event,Qualified,0,
LEA008288,Lead 8287,LinkedIn,Working,0,
LEA008289,Lead 8288,LinkedIn,Qualified,0,
LEA008290,Lead 8289,Referral,Qualified,0,
LEA008291,Lead 8290,Referral,Converted,0,
LEA008292,Lead 8291,Event,Qualified,0,
LEA008293,Lead 8292,Event,Working,0,
LEA008294,Lead 8293,Event,Converted,0,
LEA008295,Lead 8294,Event,Working,0,
LEA008296,Lead 8295,Referral,Converted,0,
LEA008297,Lead 8296,Web,Converted,0,
LEA008298,Lead 8297,Event,New,0,
LEA008299,Lead 8298,Web,Qualified,0,
LEA008300,Lead 8299,Event,Converted,0,
LEA008301,Lead 8300,LinkedIn,Converted,0,
LEA008302,Lead 8301,Referral,Converted,0,
LEA008303,Lead 8302,Referral,Converted,0,
LEA008304,Lead 8303,LinkedIn,Qualified,0,
LEA008305,Lead 8304,Referral,Working,0,
LEA008306,Lead 8305,Referral,New,0,
LEA008307,Lead 8306,Web,Working,0,
LEA008308,Lead 8307,Referral,New,0,
LEA008309,Lead 8308,Event,Qualified,0,
LEA008310,Lead 8309,Web,Converted,0,
LEA008311,Lead 8310,Event,Converted,0,
LEA008312,Lead 8311,Referral,Converted,0,
LEA008313,Lead 8312,Event,Working,0,
LEA008314,Lead 8313,Web,New,0,
LEA008315,Lead 8314,Web,Qualified,0,
LEA008316,Lead 8315,Web,Converted,0,
LEA008317,Lead 8316,LinkedIn,Working,0,
LEA008318,Lead 8317,Event,Qualified,0,
LEA008319,Lead 8318,LinkedIn,Converted,0,
LEA008320,Lead 8319,LinkedIn,Working,0,
LEA008321,Lead 8320,Web,New,0,
LEA008322,Lead 8321,Web,Working,0,
LEA008323,Lead 8322,Event,Converted,0,
LEA008324,Lead 8323,Referral,New,0,
LEA008325,Lead 8324,LinkedIn,New,0,
LEA008326,Lead 8325,Referral,Working,0,
LEA008327,Lead 8326,Referral,Converted,0,
LEA008328,Lead 8327,Event,Working,0,
LEA008329,Lead 8328,LinkedIn,Qualified,0,
LEA008330,Lead 8329,Event,Converted,0,
LEA008331,Lead 8330,Event,Converted,0,
LEA008332,Lead 8331,Web,Working,0,
LEA008333,Lead 8332,Event,New,0,
LEA008334,Lead 8333,LinkedIn,Working,0,
LEA008335,Lead 8334,LinkedIn,Qualified,0,
LEA008336,Lead 8335,Event,Qualified,0,
LEA008337,Lead 8336,Event,Working,0,
LEA008338,Lead 8337,Event,New,0,
LEA008339,Lead 8338,Referral,New,0,
LEA008340,Lead 8339,LinkedIn,Qualified,0,
LEA008341,Lead 8340,LinkedIn,Qualified,0,
LEA008342,Lead 8341,LinkedIn,Working,0,
LEA008343,Lead 8342,Web,New,0,
LEA008344,Lead 8343,LinkedIn,Converted,0,
LEA008345,Lead 8344,Event,Converted,0,
LEA008346,Lead 8345,Web,Qualified,0,
LEA008347,Lead 8346,Web,New,0,
LEA008348,Lead 8347,LinkedIn,Working,0,
LEA008349,Lead 8348,LinkedIn,Working,0,
LEA008350,Lead 8349,Referral,Qualified,0,
LEA008351,Lead 8350,Web,Working,0,
LEA008352,Lead 8351,LinkedIn,Converted,0,
LEA008353,Lead 8352,LinkedIn,New,0,
LEA008354,Lead 8353,LinkedIn,Working,0,
LEA008355,Lead 8354,Event,Working,0,
LEA008356,Lead 8355,Event,Converted,0,
LEA008357,Lead 8356,Referral,Converted,0,
LEA008358,Lead 8357,Referral,New,0,
LEA008359,Lead 8358,Web,New,0,
LEA008360,Lead 8359,Web,Working,0,
LEA008361,Lead 8360,Event,Working,0,
LEA008362,Lead 8361,LinkedIn,New,0,
LEA008363,Lead 8362,LinkedIn,Working,0,
LEA008364,Lead 8363,Event,Qualified,0,
LEA008365,Lead 8364,Referral,New,0,
LEA008366,Lead 8365,Web,Converted,0,
LEA008367,Lead 8366,Referral,Working,0,
LEA008368,Lead 8367,Web,New,0,
LEA008369,Lead 8368,LinkedIn,Working,0,
LEA008370,Lead 8369,Web,New,0,
LEA008371,Lead 8370,Referral,Working,0,
LEA008372,Lead 8371,LinkedIn,New,0,
LEA008373,Lead 8372,Event,New,0,
LEA008374,Lead 8373,LinkedIn,New,0,
LEA008375,Lead 8374,Event,Converted,0,
LEA008376,Lead 8375,LinkedIn,Qualified,0,
LEA008377,Lead 8376,LinkedIn,Qualified,0,
LEA008378,Lead 8377,Event,Qualified,0,
LEA008379,Lead 8378,Web,Qualified,0,
LEA008380,Lead 8379,Referral,Working,0,
LEA008381,Lead 8380,Web,Working,0,
LEA008382,Lead 8381,Web,Converted,0,
LEA008383,Lead 8382,Referral,Qualified,0,
LEA008384,Lead 8383,Referral,New,0,
LEA008385,Lead 8384,LinkedIn,Converted,0,
LEA008386,Lead 8385,Event,Working,0,
LEA008387,Lead 8386,Referral,Converted,0,
LEA008388,Lead 8387,Web,Working,0,
LEA008389,Lead 8388,Web,New,0,
LEA008390,Lead 8389,LinkedIn,Converted,0,
LEA008391,Lead 8390,Web,Converted,0,
LEA008392,Lead 8391,Event,Converted,0,
LEA008393,Lead 8392,Event,Qualified,0,
LEA008394,Lead 8393,Web,New,0,
LEA008395,Lead 8394,Web,Qualified,0,
LEA008396,Lead 8395,LinkedIn,Qualified,0,
LEA008397,Lead 8396,LinkedIn,Working,0,
LEA008398,Lead 8397,Event,New,0,
LEA008399,Lead 8398,LinkedIn,Converted,0,
LEA008400,Lead 8399,Event,Working,0,
LEA008401,Lead 8400,Referral,Working,0,
LEA008402,Lead 8401,Event,New,0,
LEA008403,Lead 8402,Web,Working,0,
LEA008404,Lead 8403,LinkedIn,New,0,
LEA008405,Lead 8404,Web,Converted,0,
LEA008406,Lead 8405,Web,Working,0,
LEA008407,Lead 8406,Referral,Qualified,0,
LEA008408,Lead 8407,Referral,Working,0,
LEA008409,Lead 8408,Referral,Converted,0,
LEA008410,Lead 8409,LinkedIn,New,0,
LEA008411,Lead 8410,Web,New,0,
LEA008412,Lead 8411,Event,New,0,
LEA008413,Lead 8412,Web,Qualified,0,
LEA008414,Lead 8413,Referral,Working,0,
LEA008415,Lead 8414,Referral,New,0,
LEA008416,Lead 8415,Event,Qualified,0,
LEA008417,Lead 8416,Web,New,0,
LEA008418,Lead 8417,LinkedIn,Working,0,
LEA008419,Lead 8418,Event,Qualified,0,
LEA008420,Lead 8419,LinkedIn,Qualified,0,
LEA008421,Lead 8420,LinkedIn,Converted,0,
LEA008422,Lead 8421,Referral,Working,0,
LEA008423,Lead 8422,Referral,Converted,0,
LEA008424,Lead 8423,Referral,Qualified,0,
LEA008425,Lead 8424,Referral,Converted,0,
LEA008426,Lead 8425,LinkedIn,Working,0,
LEA008427,Lead 8426,Event,Working,0,
LEA008428,Lead 8427,Referral,Converted,0,
LEA008429,Lead 8428,Event,Qualified,0,
LEA008430,Lead 8429,Event,Converted,0,
LEA008431,Lead 8430,Web,New,0,
LEA008432,Lead 8431,Referral,New,0,
LEA008433,Lead 8432,LinkedIn,Converted,0,
LEA008434,Lead 8433,Web,Working,0,
LEA008435,Lead 8434,Event,Working,0,
LEA008436,Lead 8435,Web,New,0,
LEA008437,Lead 8436,Web,New,0,
LEA008438,Lead 8437,Referral,Qualified,0,
LEA008439,Lead 8438,LinkedIn,Working,0,
LEA008440,Lead 8439,Event,New,0,
LEA008441,Lead 8440,Event,Qualified,0,
LEA008442,Lead 8441,LinkedIn,Converted,0,
LEA008443,Lead 8442,Referral,Converted,0,
LEA008444,Lead 8443,LinkedIn,Working,0,
LEA008445,Lead 8444,Event,Converted,0,
LEA008446,Lead 8445,Referral,Converted,0,
LEA008447,Lead 8446,Web,New,0,
LEA008448,Lead 8447,LinkedIn,Qualified,0,
LEA008449,Lead 8448,LinkedIn,Qualified,0,
LEA008450,Lead 8449,Event,Converted,0,
LEA008451,Lead 8450,Web,New,0,
LEA008452,Lead 8451,Referral,Qualified,0,
LEA008453,Lead 8452,LinkedIn,New,0,
LEA008454,Lead 8453,Event,New,0,
LEA008455,Lead 8454,Referral,Working,0,
LEA008456,Lead 8455,Event,Working,0,
LEA008457,Lead 8456,Web,Qualified,0,
LEA008458,Lead 8457,Referral,Working,0,
LEA008459,Lead 8458,Referral,Qualified,0,
LEA008460,Lead 8459,Web,New,0,
LEA008461,Lead 8460,Web,Converted,0,
LEA008462,Lead 8461,Web,Working,0,
LEA008463,Lead 8462,Web,Working,0,
LEA008464,Lead 8463,Referral,Converted,0,
LEA008465,Lead 8464,Referral,Working,0,
LEA008466,Lead 8465,LinkedIn,Qualified,0,
LEA008467,Lead 8466,LinkedIn,Qualified,0,
LEA008468,Lead 8467,Web,Working,0,
LEA008469,Lead 8468,LinkedIn,New,0,
LEA008470,Lead 8469,Event,New,0,
LEA008471,Lead 8470,Referral,Converted,0,
LEA008472,Lead 8471,Referral,Qualified,0,
LEA008473,Lead 8472,Referral,New,0,
LEA008474,Lead 8473,Referral,Working,0,
LEA008475,Lead 8474,Event,Working,0,
LEA008476,Lead 8475,Web,Working,0,
LEA008477,Lead 8476,LinkedIn,New,0,
LEA008478,Lead 8477,LinkedIn,Qualified,0,
LEA008479,Lead 8478,LinkedIn,Converted,0,
LEA008480,Lead 8479,Web,Qualified,0,
LEA008481,Lead 8480,Referral,Converted,0,
LEA008482,Lead 8481,Referral,Qualified,0,
LEA008483,Lead 8482,LinkedIn,Converted,0,
LEA008484,Lead 8483,Web,Working,0,
LEA008485,Lead 8484,Event,New,0,
LEA008486,Lead 8485,Event,Converted,0,
LEA008487,Lead 8486,Event,Working,0,
LEA008488,Lead 8487,Event,Qualified,0,
LEA008489,Lead 8488,Event,Qualified,0,
LEA008490,Lead 8489,Web,New,0,
LEA008491,Lead 8490,Referral,Working,0,
LEA008492,Lead 8491,Web,Working,0,
LEA008493,Lead 8492,Referral,Qualified,0,
LEA008494,Lead 8493,Web,Converted,0,
LEA008495,Lead 8494,LinkedIn,New,0,
LEA008496,Lead 8495,Referral,Working,0,
LEA008497,Lead 8496,Referral,Converted,0,
LEA008498,Lead 8497,Web,Qualified,0,
LEA008499,Lead 8498,Referral,Working,0,
LEA008500,Lead 8499,Event,New,0,
LEA008501,Lead 8500,LinkedIn,New,0,
LEA008502,Lead 8501,LinkedIn,Working,0,
LEA008503,Lead 8502,Event,Working,0,
LEA008504,Lead 8503,Referral,Converted,0,
LEA008505,Lead 8504,Referral,New,0,
LEA008506,Lead 8505,Event,Qualified,0,
LEA008507,Lead 8506,Referral,Qualified,0,
LEA008508,Lead 8507,LinkedIn,Converted,0,
LEA008509,Lead 8508,Event,Converted,0,
LEA008510,Lead 8509,Event,Working,0,
LEA008511,Lead 8510,Referral,Qualified,0,
LEA008512,Lead 8511,Web,Qualified,0,
LEA008513,Lead 8512,Web,Working,0,
LEA008514,Lead 8513,Web,Qualified,0,
LEA008515,Lead 8514,Referral,Qualified,0,
LEA008516,Lead 8515,LinkedIn,Converted,0,
LEA008517,Lead 8516,Event,Working,0,
LEA008518,Lead 8517,Web,New,0,
LEA008519,Lead 8518,LinkedIn,Working,0,
LEA008520,Lead 8519,Referral,Converted,0,
LEA008521,Lead 8520,Event,Working,0,
LEA008522,Lead 8521,LinkedIn,Converted,0,
LEA008523,Lead 8522,Referral,Qualified,0,
LEA008524,Lead 8523,Web,Converted,0,
LEA008525,Lead 8524,LinkedIn,New,0,
LEA008526,Lead 8525,Web,Converted,0,
LEA008527,Lead 8526,Event,Qualified,0,
LEA008528,Lead 8527,Event,Qualified,0,
LEA008529,Lead 8528,Referral,Working,0,
