contact_id,entity_type,completeness_score,validity_score,consistency_score,uniqueness_score,freshness_score,record_quality_score,quality_grade,issue_count,high_severity_issues,module6_golden_record_eligible
CON012693,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012694,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012696,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012697,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012698,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012699,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012700,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012701,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012702,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012703,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012704,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012705,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012706,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012707,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012708,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012709,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012710,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012711,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012712,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012713,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012714,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012715,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012716,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012717,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012718,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012719,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012720,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012721,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012722,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012723,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012724,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012727,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012728,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012729,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012730,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012731,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012732,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012733,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012734,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012735,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012736,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012737,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012738,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012739,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012740,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012741,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012742,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012743,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012744,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012745,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012746,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012747,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012748,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012749,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012750,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012752,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012753,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012754,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012755,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012756,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012757,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012758,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012760,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012761,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012762,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012763,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012764,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012765,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012766,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012767,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012769,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012770,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012771,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012772,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012773,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012774,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012775,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012776,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012777,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012780,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012781,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012782,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012783,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012784,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012785,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012787,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012788,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012789,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012790,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012791,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012792,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012793,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012796,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012797,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012798,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012799,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012800,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012801,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012802,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012803,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012804,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012805,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012806,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012807,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012808,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012809,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012810,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012811,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012813,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012814,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012815,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012816,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012817,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012818,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012819,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012820,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012821,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012823,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012824,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012825,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012826,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012827,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012828,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012829,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012830,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012831,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012834,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012835,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012836,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012837,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012838,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012839,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012840,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012842,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012844,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012845,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012846,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012847,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012848,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012849,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012850,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012851,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012852,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012853,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012854,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012855,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012856,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012857,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012858,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012859,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012860,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012861,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012862,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012863,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012864,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012865,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012866,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012867,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012868,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012869,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012870,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012871,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012872,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012873,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012874,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012875,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012876,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012877,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012878,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012879,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012880,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012881,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012882,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012884,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012885,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012886,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012887,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012888,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012889,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012890,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012892,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012893,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012894,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012895,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012896,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012897,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012898,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012900,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012901,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012902,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012903,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012904,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012905,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012906,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012907,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012908,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012909,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012911,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012912,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012913,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012914,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012915,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012916,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012917,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012918,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012919,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012920,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012921,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012922,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012923,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012925,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012926,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012927,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012928,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012929,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012930,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012931,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012932,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012933,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012934,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012935,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012936,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012937,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012938,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012939,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012940,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012941,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012942,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012943,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012944,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012945,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012946,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012947,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012948,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012949,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012950,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012951,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012952,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012954,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012955,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012956,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012957,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012958,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012961,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012962,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012963,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012964,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012965,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012966,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012967,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012968,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012969,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012970,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012971,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012972,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012973,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012974,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012975,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012976,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012978,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012979,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012980,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012981,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012982,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012983,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012985,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012986,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012987,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012988,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012989,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012990,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012991,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012992,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012993,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012994,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012995,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012996,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012997,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON012998,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON012999,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013000,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013001,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013002,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013004,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013005,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013006,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013007,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013008,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013010,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013012,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013013,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013014,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013016,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013017,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013018,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013019,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013022,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013023,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013024,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013025,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013026,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013027,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013030,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013031,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013032,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013033,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013034,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013035,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013037,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013038,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013039,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013040,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013041,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON013042,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013043,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON013044,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
