account_id,account_name,industry,country,annual_revenue,employee_count,std_flag
ACC004480,Company 4480,Manufacturing,USA,171635705,22645,OK
ACC004481,Company 4481,Finance,USA,410172301,14840,OK
ACC004482,Company 4482,Technology,Germany,207407066,42817,OK
ACC004483,Company 4483,Manufacturing,USA,136774703,34889,OK
ACC004484,Company 4484,Manufacturing,India,320969863,48657,OK
ACC004485,Company 4485,Retail,Australia,264458494,35678,OK
ACC004486,Company 4486,Technology,Germany,83089721,24757,OK
ACC004487,Company 4487,Manufacturing,India,272183088,29538,OK
ACC004488,Company 4488,Manufacturing,Australia,52456419,3782,OK
ACC004489,Company 4489,Healthcare,Australia,268183506,20472,OK
ACC004490,Company 4490,Retail,USA,484768298,33466,OK
ACC004491,Company 4491,Healthcare,USA,162628927,47203,OK
ACC004492,Company 4492,Healthcare,Australia,192075060,26684,OK
ACC004493,Company 4493,Finance,United Kingdom,125177381,39608,OK
ACC004494,Company 4494,Retail,USA,145881912,1274,OK
ACC004495,Company 4495,Retail,Australia,350874121,30370,OK
ACC004496,Company 4496,Manufacturing,USA,211783717,14900,OK
ACC004497,Company 4497,Technology,USA,436010873,23929,OK
ACC004498,Company 4498,Technology,United Kingdom,390520330,36603,OK
ACC004499,Company 4499,Retail,Germany,483093673,49045,OK
ACC004500,Company 4500,Manufacturing,USA,361329844,16577,OK
ACC004501,Company 4501,Finance,USA,67884016,33270,OK
ACC004502,Company 4502,Technology,Germany,36831892,7242,OK
ACC004503,Company 4503,Finance,United Kingdom,499652280,42479,OK
ACC004504,Company 4504,Retail,Australia,461835694,46729,OK
ACC004505,Company 4505,Technology,Australia,452464204,15570,OK
ACC004506,Company 4506,Finance,India,259816983,1826,OK
ACC004507,Company 4507,Manufacturing,USA,259046793,22025,OK
ACC004508,Company 4508,Finance,Australia,154052499,24803,OK
ACC004509,Company 4509,Manufacturing,Germany,187302731,24918,OK
ACC004510,Company 4510,Retail,Australia,340974483,36397,OK
ACC004511,Company 4511,Retail,Germany,239813050,40318,OK
ACC004512,Company 4512,Finance,USA,73135480,11136,OK
ACC004513,Company 4513,Finance,USA,249556659,42622,OK
ACC004514,Company 4514,Finance,USA,14922167,5687,OK
ACC004515,Company 4515,Manufacturing,USA,111056537,39610,OK
ACC004516,Company 4516,Finance,USA,330174802,49607,OK
ACC004517,Company 4517,Retail,USA,10240040,22986,OK
ACC004518,Company 4518,Finance,USA,158911606,27657,OK
ACC004519,Company 4519,Finance,USA,197664170,45794,OK
ACC004520,Company 4520,Retail,Australia,65051410,19978,OK
ACC004521,Company 4521,Finance,Australia,469999919,42766,OK
ACC004522,Company 4522,Manufacturing,Germany,2900277,13344,OK
ACC004523,Company 4523,Healthcare,USA,405832655,13845,OK
ACC004524,Company 4524,Retail,Australia,265697689,32219,OK
ACC004525,Company 4525,Manufacturing,USA,38304120,43182,OK
ACC004526,Company 4526,Manufacturing,USA,269227795,22012,OK
ACC004527,Company 4527,Healthcare,Germany,292808531,38766,OK
ACC004528,Company 4528,Finance,United Kingdom,205590951,34108,OK
ACC004529,Company 4529,Retail,USA,53941757,17028,OK
ACC004530,Company 4530,Technology,Germany,272380615,7660,OK
ACC004531,Company 4531,Manufacturing,United Kingdom,296808737,21208,OK
ACC004532,Company 4532,Technology,USA,357667864,28860,OK
ACC004533,Company 4533,Retail,Australia,122062366,34803,OK
ACC004534,Company 4534,Manufacturing,Australia,213681751,48883,OK
ACC004535,Company 4535,Manufacturing,Australia,482355542,41237,OK
ACC004536,Company 4536,Retail,United Kingdom,453071453,15031,OK
ACC004537,Company 4537,Retail,United Kingdom,138127871,26368,OK
ACC004538,Company 4538,Finance,Australia,486595829,25379,OK
ACC004539,Company 4539,Finance,India,369033007,44610,OK
ACC004540,Company 4540,Healthcare,USA,175382691,48415,OK
ACC004541,Company 4541,Manufacturing,USA,219631887,28986,OK
ACC004542,Company 4542,Manufacturing,India,353216747,41680,OK
ACC004543,Company 4543,Healthcare,USA,76553145,35299,OK
ACC004544,Company 4544,Manufacturing,USA,198707241,44282,OK
ACC004545,Company 4545,Manufacturing,United Kingdom,346676925,17449,OK
ACC004546,Company 4546,Technology,United Kingdom,330977840,39491,OK
ACC004547,Company 4547,Manufacturing,Germany,6875604,12510,OK
ACC004548,Company 4548,Retail,USA,105883778,14323,OK
ACC004549,Company 4549,Finance,Australia,66542432,31526,OK
ACC004550,Company 4550,Technology,Germany,399423855,36148,OK
ACC004551,Company 4551,Healthcare,Australia,166448984,8044,OK
ACC004552,Company 4552,Technology,Germany,49389614,35556,OK
ACC004553,Company 4553,Manufacturing,Germany,227574639,7941,OK
ACC004554,Company 4554,Manufacturing,United Kingdom,53623118,27327,OK
ACC004555,Company 4555,Retail,USA,480679009,6946,OK
ACC004556,Company 4556,Manufacturing,United Kingdom,290420532,43397,OK
ACC004557,Company 4557,Retail,Australia,217221469,14571,OK
ACC004558,Company 4558,Retail,United Kingdom,55614489,38301,OK
ACC004559,Company 4559,Finance,India,122283452,5221,OK
ACC004560,Company 4560,Finance,Australia,90440435,20145,OK
ACC004561,Company 4561,Finance,United Kingdom,256130850,34323,OK
ACC004562,Company 4562,Manufacturing,Australia,358307334,15253,OK
ACC004563,Company 4563,Finance,United Kingdom,263587604,15038,OK
ACC004564,Company 4564,Retail,Germany,432559585,7772,OK
ACC004565,Company 4565,Technology,USA,26672607,10376,OK
ACC004566,Company 4566,Finance,Australia,366370402,13390,OK
ACC004567,Company 4567,Technology,USA,381666882,14042,OK
ACC004568,Company 4568,Manufacturing,India,107394666,32331,OK
ACC004569,Company 4569,Healthcare,Germany,407308888,10665,OK
ACC004570,Company 4570,Retail,United Kingdom,436003386,33016,OK
ACC004571,Company 4571,Technology,United Kingdom,377153376,16314,OK
ACC004572,Company 4572,Healthcare,USA,64378958,27846,OK
ACC004573,Company 4573,Manufacturing,USA,65498339,19160,OK
ACC004574,Company 4574,Technology,India,78806712,36524,OK
ACC004575,Company 4575,Healthcare,United Kingdom,447161549,23999,OK
ACC004576,Company 4576,Healthcare,Australia,47708583,40707,OK
ACC004577,Company 4577,Finance,Australia,447374278,24904,OK
ACC004578,Company 4578,Manufacturing,United Kingdom,385704085,25601,OK
ACC004579,Company 4579,Finance,USA,212703322,2739,OK
ACC004580,Company 4580,Retail,India,131014496,27585,OK
ACC004581,Company 4581,Retail,United Kingdom,345390244,6097,OK
ACC004582,Company 4582,Healthcare,USA,138617464,29214,OK
ACC004583,Company 4583,Finance,USA,192851585,17570,OK
ACC004584,Company 4584,Retail,Australia,66104064,14677,OK
ACC004585,Company 4585,Retail,USA,240820503,22048,OK
ACC004586,Company 4586,Finance,USA,314938550,20666,OK
ACC004587,Company 4587,Healthcare,India,140148217,8540,OK
ACC004588,Company 4588,Finance,USA,306349092,33107,OK
ACC004589,Company 4589,Healthcare,India,345713865,36118,OK
ACC004590,Company 4590,Manufacturing,USA,257359280,15325,OK
ACC004591,Company 4591,Technology,United Kingdom,133341690,4918,OK
ACC004592,Company 4592,Technology,USA,197147237,42873,OK
ACC004593,Company 4593,Healthcare,United Kingdom,130707779,6021,OK
ACC004594,Company 4594,Technology,Australia,330711236,47851,OK
ACC004595,Company 4595,Technology,USA,443272552,3783,OK
ACC004596,Company 4596,Manufacturing,USA,285117366,11295,OK
ACC004597,Company 4597,Finance,Australia,140182762,1264,OK
ACC004598,Company 4598,Healthcare,India,228269477,34069,OK
ACC004599,Company 4599,Manufacturing,India,471599572,37388,OK
ACC004600,Company 4600,Manufacturing,USA,196052119,26556,OK
ACC004601,Company 4601,Technology,Australia,239573574,35821,OK
ACC004602,Company 4602,Manufacturing,India,453934022,46240,OK
ACC004603,Company 4603,Manufacturing,USA,127629731,27040,OK
ACC004604,Company 4604,Finance,Germany,334076982,10118,OK
ACC004605,Company 4605,Technology,USA,40110665,290,OK
ACC004606,Company 4606,Retail,United Kingdom,333421621,45418,OK
ACC004607,Company 4607,Technology,United Kingdom,397528578,44558,OK
ACC004608,Company 4608,Finance,United Kingdom,300167792,18674,OK
ACC004609,Company 4609,Manufacturing,USA,308197457,36860,OK
ACC004610,Company 4610,Technology,USA,3692139,20918,OK
ACC004611,Company 4611,Manufacturing,United Kingdom,256099155,37044,OK
ACC004612,Company 4612,Technology,Australia,177454875,31961,OK
ACC004613,Company 4613,Technology,United Kingdom,401326242,37017,OK
ACC004614,Company 4614,Finance,United Kingdom,23552757,2821,OK
ACC004615,Company 4615,Manufacturing,USA,474808961,13650,OK
ACC004616,Company 4616,Retail,USA,393796263,17114,OK
ACC004617,Company 4617,Finance,USA,368957391,11108,OK
ACC004618,Company 4618,Finance,United Kingdom,284074283,42601,OK
ACC004619,Company 4619,Finance,USA,479055464,11298,OK
ACC004620,Company 4620,Manufacturing,USA,18357725,37712,OK
ACC004621,Company 4621,Technology,USA,276125136,27221,OK
ACC004622,Company 4622,Retail,USA,478783114,46080,OK
ACC004623,Company 4623,Healthcare,USA,364804872,43603,OK
ACC004624,Company 4624,Technology,USA,77427819,20841,OK
ACC004625,Company 4625,Technology,USA,391928427,41676,OK
ACC004626,Company 4626,Healthcare,USA,354424528,38742,OK
ACC004627,Company 4627,Finance,United Kingdom,423739058,21991,OK
ACC004628,Company 4628,Manufacturing,USA,114424810,2506,OK
ACC004629,Company 4629,Retail,USA,117286645,10664,OK
ACC004630,Company 4630,Technology,USA,406711724,36202,OK
ACC004631,Company 4631,Finance,Germany,136256453,7051,OK
ACC004632,Company 4632,Manufacturing,USA,257380658,47312,OK
ACC004633,Company 4633,Manufacturing,USA,283472963,4572,OK
ACC004634,Company 4634,Finance,USA,389348000,42687,OK
ACC004635,Company 4635,Healthcare,Australia,312500647,13389,OK
ACC004636,Company 4636,Retail,Germany,115675353,8592,OK
ACC004637,Company 4637,Technology,United Kingdom,223114398,16853,OK
ACC004638,Company 4638,Healthcare,United Kingdom,243812070,4288,OK
ACC004639,Company 4639,Finance,USA,261208889,6879,OK
ACC004640,Company 4640,Retail,United Kingdom,1425960,19842,OK
ACC004641,Company 4641,Healthcare,Australia,336938394,42566,OK
ACC004642,Company 4642,Retail,USA,6245619,2220,OK
ACC004643,Company 4643,Finance,USA,362231656,41440,OK
ACC004644,Company 4644,Finance,Australia,84989747,35867,OK
ACC004645,Company 4645,Manufacturing,USA,80010722,24782,OK
ACC004646,Company 4646,Manufacturing,USA,29736257,47590,OK
ACC004647,Company 4647,Finance,Germany,235344785,18564,OK
ACC004648,Company 4648,Healthcare,Germany,229415699,41566,OK
ACC004649,Company 4649,Technology,Australia,385744460,17559,OK
ACC004650,Company 4650,Technology,Germany,104615354,49655,OK
ACC004651,Company 4651,Healthcare,Australia,27954442,24111,OK
ACC004652,Company 4652,Technology,United Kingdom,132766016,34713,OK
ACC004653,Company 4653,Retail,USA,295695690,4003,OK
ACC004654,Company 4654,Technology,United Kingdom,126128789,34062,OK
ACC004655,Company 4655,Healthcare,United Kingdom,302099480,32312,OK
ACC004656,Company 4656,Healthcare,Australia,321112857,4160,OK
ACC004657,Company 4657,Healthcare,USA,429279168,43905,OK
ACC004658,Company 4658,Manufacturing,USA,34962991,18829,OK
ACC004659,Company 4659,Healthcare,United Kingdom,289871508,29178,OK
ACC004660,Company 4660,Technology,USA,390154639,8856,OK
ACC004661,Company 4661,Healthcare,United Kingdom,148555543,12521,OK
ACC004662,Company 4662,Retail,USA,463572217,45793,OK
ACC004663,Company 4663,Manufacturing,Germany,430030131,9549,OK
ACC004664,Company 4664,Healthcare,United Kingdom,416746240,18739,OK
ACC004665,Company 4665,Finance,Australia,4060656,18283,OK
ACC004666,Company 4666,Retail,Australia,409629234,47411,OK
ACC004667,Company 4667,Retail,USA,226782718,31589,OK
ACC004668,Company 4668,Finance,Germany,490924182,8944,OK
ACC004669,Company 4669,Technology,United Kingdom,463542821,16515,OK
ACC004670,Company 4670,Retail,Australia,78760539,18954,OK
ACC004671,Company 4671,Retail,USA,144440325,13996,OK
ACC004672,Company 4672,Healthcare,USA,70169262,19630,OK
ACC004673,Company 4673,Technology,Australia,87322396,43675,OK
ACC004674,Company 4674,Healthcare,Germany,420622082,31983,OK
ACC004675,Company 4675,Technology,India,378048773,34433,OK
ACC004676,Company 4676,Technology,United Kingdom,396865150,40717,OK
ACC004677,Company 4677,Technology,Germany,430408102,5220,OK
ACC004678,Company 4678,Technology,USA,420726170,27667,OK
ACC004679,Company 4679,Finance,Germany,227382482,49589,OK
ACC004680,Company 4680,Healthcare,Australia,229215940,48441,OK
ACC004681,Company 4681,Healthcare,USA,333824919,25575,OK
ACC004682,Company 4682,Finance,USA,135478363,45689,OK
ACC004683,Company 4683,Healthcare,Germany,424155058,32456,OK
ACC004684,Company 4684,Technology,United Kingdom,110998471,8991,OK
ACC004685,Company 4685,Technology,Australia,427987820,41421,OK
ACC004686,Company 4686,Manufacturing,India,201569129,44047,OK
ACC004687,Company 4687,Manufacturing,United Kingdom,200113653,25389,OK
ACC004688,Company 4688,Technology,United Kingdom,157813755,49437,OK
ACC004689,Company 4689,Technology,USA,397821676,14791,OK
ACC004690,Company 4690,Finance,India,299112635,1706,OK
ACC004691,Company 4691,Finance,United Kingdom,371774824,43978,OK
ACC004692,Company 4692,Manufacturing,Australia,20606531,42428,OK
ACC004693,Company 4693,Healthcare,United Kingdom,457771554,19137,OK
ACC004694,Company 4694,Retail,USA,133613159,39048,OK
ACC004695,Company 4695,Healthcare,Germany,207920814,40816,OK
ACC004696,Company 4696,Retail,United Kingdom,342013092,8174,OK
ACC004697,Company 4697,Retail,United Kingdom,431422191,34886,OK
ACC004698,Company 4698,Manufacturing,United Kingdom,246201639,5516,OK
ACC004699,Company 4699,Manufacturing,USA,169792086,46907,OK
ACC004700,Company 4700,Finance,USA,287192104,30792,OK
ACC004701,Company 4701,Finance,USA,485279103,41305,OK
ACC004702,Company 4702,Manufacturing,United Kingdom,194984380,558,OK
ACC004703,Company 4703,Healthcare,Germany,212895907,14607,OK
ACC004704,Company 4704,Manufacturing,USA,95368008,13731,OK
ACC004705,Company 4705,Manufacturing,USA,200191999,44165,OK
ACC004706,Company 4706,Manufacturing,United Kingdom,300841751,16352,OK
ACC004707,Company 4707,Finance,USA,37677753,45449,OK
ACC004708,Company 4708,Technology,United Kingdom,317813433,32417,OK
ACC004709,Company 4709,Healthcare,USA,374651107,24482,OK
ACC004710,Company 4710,Retail,USA,453197555,44711,OK
ACC004711,Company 4711,Retail,Australia,469559983,48426,OK
ACC004712,Company 4712,Manufacturing,United Kingdom,371223001,39182,OK
ACC004713,Company 4713,Healthcare,India,246762710,47402,OK
ACC004714,Company 4714,Finance,USA,129919204,30469,OK
ACC004715,Company 4715,Technology,USA,265387106,49830,OK
ACC004716,Company 4716,Finance,USA,304825318,35842,OK
ACC004717,Company 4717,Finance,United Kingdom,124219449,45000,OK
ACC004718,Company 4718,Finance,USA,81803241,40144,OK
ACC004719,Company 4719,Healthcare,India,451492468,31263,OK
ACC004720,Company 4720,Manufacturing,Australia,18249930,30306,OK
ACC004721,Company 4721,Technology,Germany,51142256,7786,OK
ACC004722,Company 4722,Manufacturing,USA,161847106,38720,OK
ACC004723,Company 4723,Healthcare,USA,426048784,37236,OK
ACC004724,Company 4724,Technology,Germany,274041579,25194,OK
ACC004725,Company 4725,Technology,USA,205151841,9591,OK
ACC004726,Company 4726,Finance,USA,408646773,10761,OK
ACC004727,Company 4727,Technology,USA,230080333,2632,OK
ACC004728,Company 4728,Retail,United Kingdom,5721657,41788,OK
ACC004729,Company 4729,Finance,USA,49085576,40664,OK
ACC004730,Company 4730,Finance,USA,439608618,31143,OK
ACC004731,Company 4731,Healthcare,United Kingdom,407970654,31387,OK
ACC004732,Company 4732,Retail,USA,41989141,42796,OK
ACC004733,Company 4733,Technology,USA,260094450,32098,OK
ACC004734,Company 4734,Technology,USA,313660107,14999,OK
ACC004735,Company 4735,Technology,India,161581555,23443,OK
ACC004736,Company 4736,Healthcare,USA,184344076,27146,OK
ACC004737,Company 4737,Retail,USA,246579611,29851,OK
ACC004738,Company 4738,Healthcare,USA,76943190,35155,OK
ACC004739,Company 4739,Manufacturing,USA,388184602,13510,OK
ACC004740,Company 4740,Technology,India,413068104,32074,OK
ACC004741,Company 4741,Finance,Australia,263979304,7253,OK
ACC004742,Company 4742,Manufacturing,USA,429774261,38051,OK
ACC004743,Company 4743,Finance,India,73849146,1900,OK
ACC004744,Company 4744,Retail,United Kingdom,371418968,5018,OK
ACC004745,Company 4745,Technology,USA,171698248,5736,OK
ACC004746,Company 4746,Manufacturing,USA,323628147,31765,OK
ACC004747,Company 4747,Finance,United Kingdom,109094354,45173,OK
ACC004748,Company 4748,Healthcare,USA,17002220,18978,OK
ACC004749,Company 4749,Technology,USA,35909421,41277,OK
ACC004750,Company 4750,Healthcare,Australia,95059887,566,OK
ACC004751,Company 4751,Healthcare,Australia,37468465,1124,OK
ACC004752,Company 4752,Technology,Germany,241938001,35043,OK
ACC004753,Company 4753,Healthcare,Germany,117305650,32871,OK
ACC004754,Company 4754,Retail,Germany,403743671,24429,OK
ACC004755,Company 4755,Healthcare,Germany,84347273,8617,OK
ACC004756,Company 4756,Technology,India,41404666,6612,OK
ACC004757,Company 4757,Manufacturing,USA,219135530,9467,OK
ACC004758,Company 4758,Healthcare,United Kingdom,192575071,23452,OK
ACC004759,Company 4759,Manufacturing,India,313449429,5391,OK
ACC004760,Company 4760,Manufacturing,USA,77113010,20298,OK
ACC004761,Company 4761,Healthcare,USA,188778905,16223,OK
ACC004762,Company 4762,Manufacturing,Germany,470395774,35522,OK
ACC004763,Company 4763,Healthcare,India,208093529,33742,OK
ACC004764,Company 4764,Manufacturing,United Kingdom,480201322,12715,OK
ACC004765,Company 4765,Finance,India,474530256,26610,OK
ACC004766,Company 4766,Finance,Australia,2080182,4777,OK
ACC004767,Company 4767,Retail,USA,273492061,45161,OK
ACC004768,Company 4768,Technology,USA,121133689,17810,OK
ACC004769,Company 4769,Retail,Germany,319967440,46014,OK
ACC004770,Company 4770,Manufacturing,United Kingdom,125771264,45070,OK
ACC004771,Company 4771,Healthcare,India,229219535,42032,OK
ACC004772,Company 4772,Retail,USA,267206780,37847,OK
ACC004773,Company 4773,Technology,USA,294366320,40906,OK
ACC004774,Company 4774,Technology,United Kingdom,326360132,17377,OK
ACC004775,Company 4775,Technology,USA,345784334,13469,OK
ACC004776,Company 4776,Retail,United Kingdom,237464055,20999,OK
ACC004777,Company 4777,Finance,Germany,240844225,7675,OK
ACC004778,Company 4778,Technology,United Kingdom,178723005,38604,OK
ACC004779,Company 4779,Manufacturing,United Kingdom,441598489,21895,OK
ACC004780,Company 4780,Technology,USA,399432313,16380,OK
ACC004781,Company 4781,Manufacturing,USA,137205292,42869,OK
ACC004782,Company 4782,Technology,USA,480008434,22662,OK
ACC004783,Company 4783,Healthcare,United Kingdom,56251311,11687,OK
ACC004784,Company 4784,Technology,Australia,27429988,20436,OK
ACC004785,Company 4785,Healthcare,USA,283906404,29099,OK
ACC004786,Company 4786,Technology,Germany,215558323,11173,OK
ACC004787,Company 4787,Finance,India,297117381,6839,OK
ACC004788,Company 4788,Manufacturing,USA,368508906,30491,OK
ACC004789,Company 4789,Finance,Australia,418626209,24588,OK
ACC004790,Company 4790,Healthcare,USA,83252079,406,OK
ACC004791,Company 4791,Retail,Australia,430585172,33806,OK
ACC004792,Company 4792,Retail,India,449236086,11056,OK
ACC004793,Company 4793,Manufacturing,USA,477431423,40908,OK
ACC004794,Company 4794,Technology,United Kingdom,342331501,43235,OK
ACC004795,Company 4795,Healthcare,Australia,133475886,45138,OK
ACC004796,Company 4796,Retail,Australia,160099279,40897,OK
ACC004797,Company 4797,Retail,United Kingdom,86930676,12,OK
ACC004798,Company 4798,Retail,USA,439769036,49568,OK
ACC004799,Company 4799,Healthcare,USA,461805066,3547,OK
ACC004800,Company 4800,Retail,USA,223897368,23901,OK
ACC004801,Company 4801,Retail,India,53079213,25430,OK
ACC004802,Company 4802,Technology,India,285327981,48181,OK
ACC004803,Company 4803,Healthcare,United Kingdom,345149284,17674,OK
ACC004804,Company 4804,Manufacturing,Australia,422173695,40902,OK
ACC004805,Company 4805,Technology,India,433918937,36045,OK
ACC004806,Company 4806,Finance,Germany,57908031,42219,OK
ACC004807,Company 4807,Retail,India,308857868,27065,OK
ACC004808,Company 4808,Finance,Australia,495774605,3356,OK
ACC004809,Company 4809,Technology,Germany,92265913,8248,OK
ACC004810,Company 4810,Retail,USA,258652950,4521,OK
ACC004811,Company 4811,Technology,Australia,43924963,12448,OK
ACC004812,Company 4812,Technology,Germany,293359765,11260,OK
ACC004813,Company 4813,Finance,India,99457886,44670,OK
ACC004814,Company 4814,Retail,Australia,106273340,35580,OK
ACC004815,Company 4815,Finance,United Kingdom,423006025,38654,OK
ACC004816,Company 4816,Finance,India,479569514,14591,OK
ACC004817,Company 4817,Retail,USA,494455526,47436,OK
ACC004818,Company 4818,Healthcare,United Kingdom,496284277,860,OK
ACC004819,Company 4819,Retail,United Kingdom,72658465,34811,OK
ACC004820,Company 4820,Finance,United Kingdom,261314294,8220,OK
ACC004821,Company 4821,Retail,United Kingdom,353102857,15159,OK
ACC004822,Company 4822,Healthcare,Germany,129615142,42270,OK
ACC004823,Company 4823,Technology,USA,59922200,9563,OK
ACC004824,Company 4824,Retail,USA,338632748,17794,OK
ACC004825,Company 4825,Manufacturing,Germany,218401531,10666,OK
ACC004826,Company 4826,Healthcare,United Kingdom,158605152,20434,OK
ACC004827,Company 4827,Retail,United Kingdom,160097723,9293,OK
ACC004828,Company 4828,Manufacturing,USA,236870414,36261,OK
ACC004829,Company 4829,Manufacturing,United Kingdom,338605403,40900,OK
ACC004830,Company 4830,Manufacturing,USA,37223414,23954,OK
ACC004831,Company 4831,Technology,United Kingdom,172852866,39102,OK
ACC004832,Company 4832,Manufacturing,United Kingdom,213551987,41105,OK
ACC004833,Company 4833,Retail,Germany,328789863,35862,OK
ACC004834,Company 4834,Technology,USA,47146669,31235,OK
ACC004835,Company 4835,Manufacturing,USA,187077454,40108,OK
ACC004836,Company 4836,Retail,India,362497062,9229,OK
ACC004837,Company 4837,Retail,India,396809980,29424,OK
ACC004838,Company 4838,Finance,USA,148972638,19168,OK
ACC004839,Company 4839,Technology,USA,157661365,49855,OK
ACC004840,Company 4840,Healthcare,Germany,474730064,39318,OK
ACC004841,Company 4841,Finance,USA,182407967,18182,OK
ACC004842,Company 4842,Healthcare,Australia,122360973,49971,OK
ACC004843,Company 4843,Technology,Australia,78761532,37269,OK
ACC004844,Company 4844,Retail,Australia,402465007,28188,OK
ACC004845,Company 4845,Retail,India,109060293,22426,OK
ACC004846,Company 4846,Retail,USA,223960230,45017,OK
ACC004847,Company 4847,Technology,USA,386460947,11159,OK
ACC004848,Company 4848,Finance,India,358127894,4145,OK
ACC004849,Company 4849,Retail,USA,15311551,38716,OK
ACC004850,Company 4850,Healthcare,Australia,256859051,40528,OK
ACC004851,Company 4851,Finance,USA,361926223,28043,OK
ACC004852,Company 4852,Technology,India,55508594,41197,OK
ACC004853,Company 4853,Finance,USA,66597363,40412,OK
ACC004854,Company 4854,Healthcare,United Kingdom,477765392,30083,OK
ACC004855,Company 4855,Retail,Germany,124582414,13233,OK
ACC004856,Company 4856,Healthcare,USA,487614208,5325,OK
ACC004857,Company 4857,Finance,USA,491311772,24610,OK
ACC004858,Company 4858,Technology,Germany,305709135,12912,OK
ACC004859,Company 4859,Retail,Australia,332713383,36524,OK
ACC004860,Company 4860,Manufacturing,India,307614172,29955,OK
ACC004861,Company 4861,Finance,Australia,395298112,21352,OK
ACC004862,Company 4862,Healthcare,India,370658001,38996,OK
ACC004863,Company 4863,Manufacturing,Germany,390793528,5129,OK
ACC004864,Company 4864,Manufacturing,USA,439017200,22904,OK
ACC004865,Company 4865,Technology,Australia,476375195,25475,OK
ACC004866,Company 4866,Healthcare,United Kingdom,51813329,28884,OK
ACC004867,Company 4867,Healthcare,USA,135212940,39448,OK
ACC004868,Company 4868,Healthcare,India,192357757,31286,OK
ACC004869,Company 4869,Healthcare,Australia,214439576,16259,OK
ACC004870,Company 4870,Healthcare,India,122885395,42084,OK
ACC004871,Company 4871,Manufacturing,USA,103454927,3411,OK
ACC004872,Company 4872,Retail,USA,425109074,3286,OK
ACC004873,Company 4873,Retail,United Kingdom,395613457,21812,OK
ACC004874,Company 4874,Healthcare,USA,494210394,17068,OK
ACC004875,Company 4875,Technology,United Kingdom,31788079,12408,OK
ACC004876,Company 4876,Retail,India,469072269,35979,OK
ACC004877,Company 4877,Retail,United Kingdom,380464810,35217,OK
ACC004878,Company 4878,Healthcare,India,76177043,26920,OK
ACC004879,Company 4879,Healthcare,United Kingdom,194676128,29382,OK
ACC004880,Company 4880,Healthcare,USA,293836352,45399,OK
ACC004881,Company 4881,Retail,India,177870273,43176,OK
ACC004882,Company 4882,Technology,United Kingdom,437002777,460,OK
ACC004883,Company 4883,Manufacturing,United Kingdom,347959370,47689,OK
ACC004884,Company 4884,Manufacturing,United Kingdom,239008650,43479,OK
ACC004885,Company 4885,Healthcare,USA,188814011,16296,OK
ACC004886,Company 4886,Healthcare,United Kingdom,187311510,21011,OK
ACC004887,Company 4887,Finance,USA,354599724,33281,OK
ACC004888,Company 4888,Retail,USA,52133949,42845,OK
ACC004889,Company 4889,Healthcare,USA,137636316,23371,OK
ACC004890,Company 4890,Technology,Australia,20304711,3855,OK
ACC004891,Company 4891,Manufacturing,USA,368241498,33558,OK
ACC004892,Company 4892,Retail,USA,111936249,11415,OK
ACC004893,Company 4893,Finance,Australia,426140633,8557,OK
ACC004894,Company 4894,Healthcare,USA,121391274,20915,OK
ACC004895,Company 4895,Finance,India,435175130,27579,OK
ACC004896,Company 4896,Finance,USA,137298462,34898,OK
ACC004897,Company 4897,Healthcare,Germany,315579066,35451,OK
ACC004898,Company 4898,Manufacturing,USA,154869127,16666,OK
ACC004899,Company 4899,Manufacturing,Australia,297244452,18828,OK
ACC004900,Company 4900,Healthcare,Germany,478954995,30909,OK
ACC004901,Company 4901,Retail,USA,68655305,25472,OK
ACC004902,Company 4902,Retail,United Kingdom,336936535,41412,OK
ACC004903,Company 4903,Finance,USA,342807664,6860,OK
ACC004904,Company 4904,Technology,United Kingdom,166870898,23006,OK
ACC004905,Company 4905,Technology,India,489471037,16158,OK
ACC004906,Company 4906,Retail,USA,370949721,29999,OK
ACC004907,Company 4907,Healthcare,Australia,277303239,7600,OK
ACC004908,Company 4908,Finance,Germany,165909207,31885,OK
ACC004909,Company 4909,Finance,United Kingdom,184940153,27757,OK
ACC004910,Company 4910,Finance,United Kingdom,358192853,8173,OK
ACC004911,Company 4911,Retail,USA,189086600,11231,OK
ACC004912,Company 4912,Technology,Germany,156712818,37513,OK
ACC004913,Company 4913,Technology,United Kingdom,269427455,31459,OK
ACC004914,Company 4914,Finance,United Kingdom,450509865,18915,OK
ACC004915,Company 4915,Technology,USA,199060423,9299,OK
ACC004916,Company 4916,Finance,USA,452523522,45671,OK
ACC004917,Company 4917,Finance,USA,446804045,28754,OK
ACC004918,Company 4918,Finance,USA,27250376,17424,OK
ACC004919,Company 4919,Retail,United Kingdom,51580571,40176,OK
ACC004920,Company 4920,Retail,USA,370871847,10696,OK
ACC004921,Company 4921,Manufacturing,USA,149859146,17000,OK
ACC004922,Company 4922,Finance,Germany,35462875,39446,OK
ACC004923,Company 4923,Retail,United Kingdom,165819052,24978,OK
ACC004924,Company 4924,Healthcare,United Kingdom,29672151,43160,OK
ACC004925,Company 4925,Retail,United Kingdom,168794036,22684,OK
ACC004926,Company 4926,Finance,United Kingdom,129972766,7116,OK
ACC004927,Company 4927,Technology,United Kingdom,391035420,13015,OK
ACC004928,Company 4928,Finance,Germany,37902038,2623,OK
ACC004929,Company 4929,Technology,India,461001602,20721,OK
