golden_lead_id,surviving_lead_id,source_lead_ids,lead_name,source,status,record_quality_score,quality_grade,survivorship_reason,records_merged_count
GOLD_LED_009388,LEA009388,LEA009388,Lead 9387,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009389,LEA009389,LEA009389,Lead 9388,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009390,LEA009390,LEA009390,Lead 9389,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009391,LEA009391,LEA009391,Lead 9390,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009392,LEA009392,LEA009392,Lead 9391,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009393,LEA009393,LEA009393,Lead 9392,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009394,LEA009394,LEA009394,Lead 9393,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009395,LEA009395,LEA009395,Lead 9394,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009396,LEA009396,LEA009396,Lead 9395,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009397,LEA009397,LEA009397,Lead 9396,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009398,LEA009398,LEA009398,Lead 9397,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009399,LEA009399,LEA009399,Lead 9398,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009400,LEA009400,LEA009400,Lead 9399,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009401,LEA009401,LEA009401,Lead 9400,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009402,LEA009402,LEA009402,Lead 9401,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009403,LEA009403,LEA009403,Lead 9402,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009404,LEA009404,LEA009404,Lead 9403,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009405,LEA009405,LEA009405,Lead 9404,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009406,LEA009406,LEA009406,Lead 9405,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009407,LEA009407,LEA009407,Lead 9406,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009408,LEA009408,LEA009408,Lead 9407,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009409,LEA009409,LEA009409,Lead 9408,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009410,LEA009410,LEA009410,Lead 9409,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009411,LEA009411,LEA009411,Lead 9410,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009412,LEA009412,LEA009412,Lead 9411,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009413,LEA009413,LEA009413,Lead 9412,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009414,LEA009414,LEA009414,Lead 9413,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009415,LEA009415,LEA009415,Lead 9414,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009416,LEA009416,LEA009416,Lead 9415,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009417,LEA009417,LEA009417,Lead 9416,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009418,LEA009418,LEA009418,Lead 9417,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009419,LEA009419,LEA009419,Lead 9418,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009420,LEA009420,LEA009420,Lead 9419,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009421,LEA009421,LEA009421,Lead 9420,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009422,LEA009422,LEA009422,Lead 9421,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009423,LEA009423,LEA009423,Lead 9422,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009424,LEA009424,LEA009424,Lead 9423,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009425,LEA009425,LEA009425,Lead 9424,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009426,LEA009426,LEA009426,Lead 9425,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009427,LEA009427,LEA009427,Lead 9426,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009428,LEA009428,LEA009428,Lead 9427,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009429,LEA009429,LEA009429,Lead 9428,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009430,LEA009430,LEA009430,Lead 9429,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009431,LEA009431,LEA009431,Lead 9430,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009432,LEA009432,LEA009432,Lead 9431,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009433,LEA009433,LEA009433,Lead 9432,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009434,LEA009434,LEA009434,Lead 9433,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009435,LEA009435,LEA009435,Lead 9434,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009436,LEA009436,LEA009436,Lead 9435,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009437,LEA009437,LEA009437,Lead 9436,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009438,LEA009438,LEA009438,Lead 9437,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009439,LEA009439,LEA009439,Lead 9438,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009440,LEA009440,LEA009440,Lead 9439,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009441,LEA009441,LEA009441,Lead 9440,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009442,LEA009442,LEA009442,Lead 9441,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009443,LEA009443,LEA009443,Lead 9442,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009444,LEA009444,LEA009444,Lead 9443,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009445,LEA009445,LEA009445,Lead 9444,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009446,LEA009446,LEA009446,Lead 9445,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009447,LEA009447,LEA009447,Lead 9446,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009448,LEA009448,LEA009448,Lead 9447,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009449,LEA009449,LEA009449,Lead 9448,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009450,LEA009450,LEA009450,Lead 9449,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009451,LEA009451,LEA009451,Lead 9450,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009452,LEA009452,LEA009452,Lead 9451,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009453,LEA009453,LEA009453,Lead 9452,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009454,LEA009454,LEA009454,Lead 9453,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009455,LEA009455,LEA009455,Lead 9454,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009456,LEA009456,LEA009456,Lead 9455,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009457,LEA009457,LEA009457,Lead 9456,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009458,LEA009458,LEA009458,Lead 9457,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009459,LEA009459,LEA009459,Lead 9458,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009460,LEA009460,LEA009460,Lead 9459,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009461,LEA009461,LEA009461,Lead 9460,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009462,LEA009462,LEA009462,Lead 9461,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009463,LEA009463,LEA009463,Lead 9462,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009464,LEA009464,LEA009464,Lead 9463,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009465,LEA009465,LEA009465,Lead 9464,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009466,LEA009466,LEA009466,Lead 9465,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009467,LEA009467,LEA009467,Lead 9466,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009468,LEA009468,LEA009468,Lead 9467,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009469,LEA009469,LEA009469,Lead 9468,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009470,LEA009470,LEA009470,Lead 9469,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009471,LEA009471,LEA009471,Lead 9470,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009472,LEA009472,LEA009472,Lead 9471,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009473,LEA009473,LEA009473,Lead 9472,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009474,LEA009474,LEA009474,Lead 9473,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009475,LEA009475,LEA009475,Lead 9474,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009476,LEA009476,LEA009476,Lead 9475,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009477,LEA009477,LEA009477,Lead 9476,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009478,LEA009478,LEA009478,Lead 9477,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009479,LEA009479,LEA009479,Lead 9478,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009480,LEA009480,LEA009480,Lead 9479,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009481,LEA009481,LEA009481,Lead 9480,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009482,LEA009482,LEA009482,Lead 9481,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009483,LEA009483,LEA009483,Lead 9482,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009484,LEA009484,LEA009484,Lead 9483,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009485,LEA009485,LEA009485,Lead 9484,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009486,LEA009486,LEA009486,Lead 9485,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009487,LEA009487,LEA009487,Lead 9486,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009488,LEA009488,LEA009488,Lead 9487,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009489,LEA009489,LEA009489,Lead 9488,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009490,LEA009490,LEA009490,Lead 9489,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009491,LEA009491,LEA009491,Lead 9490,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009492,LEA009492,LEA009492,Lead 9491,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009493,LEA009493,LEA009493,Lead 9492,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009494,LEA009494,LEA009494,Lead 9493,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009495,LEA009495,LEA009495,Lead 9494,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009496,LEA009496,LEA009496,Lead 9495,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009497,LEA009497,LEA009497,Lead 9496,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009498,LEA009498,LEA009498,Lead 9497,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009499,LEA009499,LEA009499,Lead 9498,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009500,LEA009500,LEA009500,Lead 9499,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009501,LEA009501,LEA009501,Lead 9500,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009502,LEA009502,LEA009502,Lead 9501,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009503,LEA009503,LEA009503,Lead 9502,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009504,LEA009504,LEA009504,Lead 9503,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009505,LEA009505,LEA009505,Lead 9504,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009506,LEA009506,LEA009506,Lead 9505,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009507,LEA009507,LEA009507,Lead 9506,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009508,LEA009508,LEA009508,Lead 9507,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009509,LEA009509,LEA009509,Lead 9508,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009510,LEA009510,LEA009510,Lead 9509,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009511,LEA009511,LEA009511,Lead 9510,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009512,LEA009512,LEA009512,Lead 9511,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009513,LEA009513,LEA009513,Lead 9512,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009514,LEA009514,LEA009514,Lead 9513,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009515,LEA009515,LEA009515,Lead 9514,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009516,LEA009516,LEA009516,Lead 9515,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009517,LEA009517,LEA009517,Lead 9516,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009518,LEA009518,LEA009518,Lead 9517,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009519,LEA009519,LEA009519,Lead 9518,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009520,LEA009520,LEA009520,Lead 9519,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009521,LEA009521,LEA009521,Lead 9520,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009522,LEA009522,LEA009522,Lead 9521,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009523,LEA009523,LEA009523,Lead 9522,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009524,LEA009524,LEA009524,Lead 9523,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009525,LEA009525,LEA009525,Lead 9524,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009526,LEA009526,LEA009526,Lead 9525,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009527,LEA009527,LEA009527,Lead 9526,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009528,LEA009528,LEA009528,Lead 9527,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009529,LEA009529,LEA009529,Lead 9528,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009530,LEA009530,LEA009530,Lead 9529,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009531,LEA009531,LEA009531,Lead 9530,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009532,LEA009532,LEA009532,Lead 9531,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009533,LEA009533,LEA009533,Lead 9532,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009534,LEA009534,LEA009534,Lead 9533,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009535,LEA009535,LEA009535,Lead 9534,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009536,LEA009536,LEA009536,Lead 9535,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009537,LEA009537,LEA009537,Lead 9536,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009538,LEA009538,LEA009538,Lead 9537,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009539,LEA009539,LEA009539,Lead 9538,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009540,LEA009540,LEA009540,Lead 9539,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009541,LEA009541,LEA009541,Lead 9540,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009542,LEA009542,LEA009542,Lead 9541,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009543,LEA009543,LEA009543,Lead 9542,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009544,LEA009544,LEA009544,Lead 9543,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009545,LEA009545,LEA009545,Lead 9544,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009546,LEA009546,LEA009546,Lead 9545,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009547,LEA009547,LEA009547,Lead 9546,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009548,LEA009548,LEA009548,Lead 9547,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009549,LEA009549,LEA009549,Lead 9548,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009550,LEA009550,LEA009550,Lead 9549,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009551,LEA009551,LEA009551,Lead 9550,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009552,LEA009552,LEA009552,Lead 9551,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009553,LEA009553,LEA009553,Lead 9552,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009554,LEA009554,LEA009554,Lead 9553,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009555,LEA009555,LEA009555,Lead 9554,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009556,LEA009556,LEA009556,Lead 9555,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009557,LEA009557,LEA009557,Lead 9556,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009558,LEA009558,LEA009558,Lead 9557,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009559,LEA009559,LEA009559,Lead 9558,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009560,LEA009560,LEA009560,Lead 9559,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009561,LEA009561,LEA009561,Lead 9560,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009562,LEA009562,LEA009562,Lead 9561,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009563,LEA009563,LEA009563,Lead 9562,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009564,LEA009564,LEA009564,Lead 9563,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009565,LEA009565,LEA009565,Lead 9564,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009566,LEA009566,LEA009566,Lead 9565,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009567,LEA009567,LEA009567,Lead 9566,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009568,LEA009568,LEA009568,Lead 9567,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009569,LEA009569,LEA009569,Lead 9568,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009570,LEA009570,LEA009570,Lead 9569,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009571,LEA009571,LEA009571,Lead 9570,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009572,LEA009572,LEA009572,Lead 9571,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009573,LEA009573,LEA009573,Lead 9572,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009574,LEA009574,LEA009574,Lead 9573,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009575,LEA009575,LEA009575,Lead 9574,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009576,LEA009576,LEA009576,Lead 9575,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009577,LEA009577,LEA009577,Lead 9576,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009578,LEA009578,LEA009578,Lead 9577,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009579,LEA009579,LEA009579,Lead 9578,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009580,LEA009580,LEA009580,Lead 9579,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009581,LEA009581,LEA009581,Lead 9580,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009582,LEA009582,LEA009582,Lead 9581,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009583,LEA009583,LEA009583,Lead 9582,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009584,LEA009584,LEA009584,Lead 9583,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009585,LEA009585,LEA009585,Lead 9584,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009586,LEA009586,LEA009586,Lead 9585,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009587,LEA009587,LEA009587,Lead 9586,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009588,LEA009588,LEA009588,Lead 9587,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009589,LEA009589,LEA009589,Lead 9588,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009590,LEA009590,LEA009590,Lead 9589,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009591,LEA009591,LEA009591,Lead 9590,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009592,LEA009592,LEA009592,Lead 9591,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009593,LEA009593,LEA009593,Lead 9592,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009594,LEA009594,LEA009594,Lead 9593,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009595,LEA009595,LEA009595,Lead 9594,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009596,LEA009596,LEA009596,Lead 9595,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009597,LEA009597,LEA009597,Lead 9596,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009598,LEA009598,LEA009598,Lead 9597,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009599,LEA009599,LEA009599,Lead 9598,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009600,LEA009600,LEA009600,Lead 9599,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009601,LEA009601,LEA009601,Lead 9600,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009602,LEA009602,LEA009602,Lead 9601,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009603,LEA009603,LEA009603,Lead 9602,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009604,LEA009604,LEA009604,Lead 9603,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009605,LEA009605,LEA009605,Lead 9604,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009606,LEA009606,LEA009606,Lead 9605,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009607,LEA009607,LEA009607,Lead 9606,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009608,LEA009608,LEA009608,Lead 9607,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009609,LEA009609,LEA009609,Lead 9608,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009610,LEA009610,LEA009610,Lead 9609,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009611,LEA009611,LEA009611,Lead 9610,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009612,LEA009612,LEA009612,Lead 9611,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009613,LEA009613,LEA009613,Lead 9612,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009614,LEA009614,LEA009614,Lead 9613,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009615,LEA009615,LEA009615,Lead 9614,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009616,LEA009616,LEA009616,Lead 9615,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009617,LEA009617,LEA009617,Lead 9616,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009618,LEA009618,LEA009618,Lead 9617,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009619,LEA009619,LEA009619,Lead 9618,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009620,LEA009620,LEA009620,Lead 9619,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009621,LEA009621,LEA009621,Lead 9620,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009622,LEA009622,LEA009622,Lead 9621,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009623,LEA009623,LEA009623,Lead 9622,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_009624,LEA009624,LEA009624,Lead 9623,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009625,LEA009625,LEA009625,Lead 9624,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009626,LEA009626,LEA009626,Lead 9625,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009627,LEA009627,LEA009627,Lead 9626,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009628,LEA009628,LEA009628,Lead 9627,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009629,LEA009629,LEA009629,Lead 9628,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009630,LEA009630,LEA009630,Lead 9629,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009631,LEA009631,LEA009631,Lead 9630,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009632,LEA009632,LEA009632,Lead 9631,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009633,LEA009633,LEA009633,Lead 9632,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_009634,LEA009634,LEA009634,Lead 9633,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_009635,LEA009635,LEA009635,Lead 9634,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009636,LEA009636,LEA009636,Lead 9635,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_009637,LEA009637,LEA009637,Lead 9636,Web,Converted,75.0,C,Highest record_quality_score,1
