account_id,account_name,industry,country,annual_revenue,employee_count
ACC005534,Company 5534,Retail,Germany,144664626,16389
ACC005535,Company 5535,Retail,Australia,192584329,39075
ACC005536,Company 5536,Technology,U.S.,256190461,6218
ACC005537,Company 5537,Retail,India,407534565,31633
ACC005538,Company 5538,Healthcare,UK,116286134,28067
ACC005539,Company 5539,Technology,U.S.,182818668,2591
ACC005540,Company 5540,Technology,Germany,282048151,20369
ACC005541,Company 5541,Technology,U.S.,270261169,18110
ACC005542,Company 5542,Healthcare,Australia,58363669,25713
ACC005543,Company 5543,Finance,Australia,277535868,40825
ACC005544,Company 5544,Healthcare,United States,151275809,33981
ACC005545,Company 5545,Technology,Australia,219216803,36420
ACC005546,Company 5546,Manufacturing,Germany,64172863,12892
ACC005547,Company 5547,Manufacturing,India,148447060,19670
ACC005548,Company 5548,Retail,India,404131822,38453
ACC005549,Company 5549,Finance,U.S.,178563096,14968
ACC005550,Company 5550,Technology,United Kingdom,227250244,2763
ACC005551,Company 5551,Technology,U.S.,159799157,16326
ACC005552,Company 5552,Manufacturing,U.S.,135433425,12689
ACC005553,Company 5553,Retail,USA,393906750,9301
ACC005554,Company 5554,Finance,India,171895997,41809
ACC005555,Company 5555,Technology,Australia,247250010,31992
ACC005556,Company 5556,Technology,USA,304813363,32990
ACC005557,Company 5557,Manufacturing,UK,487073154,20788
ACC005558,Company 5558,Finance,United States,290071209,40208
ACC005559,Company 5559,Technology,United Kingdom,270938966,23756
ACC005560,Company 5560,Finance,U.S.,179909382,47577
ACC005561,Company 5561,Retail,U.S.,122690958,46842
ACC005562,Company 5562,Finance,USA,264355771,17902
ACC005563,Company 5563,Technology,United Kingdom,20984463,5648
ACC005564,Company 5564,Finance,United Kingdom,21513205,36756
ACC005565,Company 5565,Healthcare,United States,306307532,40629
ACC005566,Company 5566,Finance,United Kingdom,94471587,8334
ACC005567,Company 5567,Retail,Australia,81015522,49232
ACC005568,Company 5568,Retail,United States,14259049,45465
ACC005569,Company 5569,Retail,United States,142357189,34433
ACC005570,Company 5570,Technology,India,323605987,15771
ACC005571,Company 5571,Technology,USA,371456131,38033
ACC005572,Company 5572,Retail,U.S.,421106357,22929
ACC005573,Company 5573,Manufacturing,Australia,377921228,37305
ACC005574,Company 5574,Technology,Germany,55695529,18525
ACC005575,Company 5575,Retail,United States,473123130,17172
ACC005576,Company 5576,Technology,USA,419324279,19067
ACC005577,Company 5577,Finance,UK,390338803,45392
ACC005578,Company 5578,Technology,United Kingdom,216730721,37045
ACC005579,Company 5579,Healthcare,UK,350220769,32350
ACC005580,Company 5580,Finance,UK,73637636,41561
ACC005581,Company 5581,Finance,United States,187663478,44004
ACC005582,Company 5582,Technology,United States,490090763,48650
ACC005583,Company 5583,Retail,United Kingdom,172334989,21619
ACC005584,Company 5584,Manufacturing,Australia,144840420,43390
ACC005585,Company 5585,Technology,USA,32529812,20723
ACC005586,Company 5586,Finance,USA,275935340,28519
ACC005587,Company 5587,Technology,Australia,266574537,16696
ACC005588,Company 5588,Technology,India,283003349,6219
ACC005589,Company 5589,Healthcare,Australia,242950980,29106
ACC005590,Company 5590,Finance,Australia,429969524,29717
ACC005591,Company 5591,Technology,UK,309292822,36792
ACC005592,Company 5592,Manufacturing,Australia,346223932,37912
ACC005593,Company 5593,Retail,United States,1647739,16611
ACC005594,Company 5594,Healthcare,Germany,272093923,5855
ACC005595,Company 5595,Healthcare,U.S.,16180587,32936
ACC005596,Company 5596,Retail,UK,63528956,19022
ACC005597,Company 5597,Manufacturing,India,193850285,23071
ACC005598,Company 5598,Finance,United Kingdom,180857246,11240
ACC005599,Company 5599,Healthcare,U.S.,244830683,3413
ACC005600,Company 5600,Retail,Germany,323890136,5020
ACC005601,Company 5601,Healthcare,Germany,261767902,36325
ACC005602,Company 5602,Manufacturing,Australia,352769589,525
ACC005603,Company 5603,Healthcare,Australia,114575628,19011
ACC005604,Company 5604,Technology,USA,327245795,37248
ACC005605,Company 5605,Manufacturing,USA,333428059,38209
ACC005606,Company 5606,Finance,UK,159593059,14246
ACC005607,Company 5607,Finance,Germany,246366817,8487
ACC005608,Company 5608,Retail,India,253947016,47468
ACC005609,Company 5609,Retail,USA,231357412,45
ACC005610,Company 5610,Retail,U.S.,411196386,1442
ACC005611,Company 5611,Finance,India,482155335,44498
ACC005612,Company 5612,Technology,Germany,177733835,32500
ACC005613,Company 5613,Healthcare,United Kingdom,321862351,10339
ACC005614,Company 5614,Technology,India,304050320,11474
ACC005615,Company 5615,Healthcare,India,402981168,4881
ACC005616,Company 5616,Healthcare,UK,259295753,22214
ACC005617,Company 5617,Healthcare,United Kingdom,436105937,49753
ACC005618,Company 5618,Finance,USA,473305859,27057
ACC005619,Company 5619,Technology,UK,401296503,21521
ACC005620,Company 5620,Retail,Germany,384897949,39575
ACC005621,Company 5621,Manufacturing,Australia,186247563,15437
ACC005622,Company 5622,Finance,United Kingdom,161006226,9023
ACC005623,Company 5623,Retail,Germany,376540515,43399
ACC005624,Company 5624,Retail,UK,207791850,21339
ACC005625,Company 5625,Manufacturing,United Kingdom,210729803,43392
ACC005626,Company 5626,Healthcare,USA,216027394,25796
ACC005627,Company 5627,Technology,USA,414789054,35140
ACC005628,Company 5628,Healthcare,Australia,423566266,38786
ACC005629,Company 5629,Finance,United States,193425824,34615
ACC005630,Company 5630,Finance,USA,98222392,38735
ACC005631,Company 5631,Manufacturing,United States,484379790,18812
ACC005632,Company 5632,Finance,Australia,284227961,6900
ACC005633,Company 5633,Technology,India,339714857,48945
ACC005634,Company 5634,Technology,USA,203287081,47823
ACC005635,Company 5635,Retail,United States,25056387,20543
ACC005636,Company 5636,Manufacturing,Germany,58725254,25706
ACC005637,Company 5637,Healthcare,Australia,433835115,5471
ACC005638,Company 5638,Retail,United Kingdom,18406348,29626
ACC005639,Company 5639,Retail,India,85684153,27147
ACC005640,Company 5640,Retail,USA,233234901,42880
ACC005641,Company 5641,Technology,Germany,138335982,15494
ACC005642,Company 5642,Technology,Germany,115713575,13244
ACC005643,Company 5643,Technology,Germany,358453110,1863
ACC005644,Company 5644,Finance,U.S.,143594106,33016
ACC005645,Company 5645,Retail,U.S.,162844425,36675
ACC005646,Company 5646,Healthcare,India,157000999,9443
ACC005647,Company 5647,Manufacturing,India,402016632,25927
ACC005648,Company 5648,Manufacturing,India,295429801,42577
ACC005649,Company 5649,Retail,UK,143711633,49765
ACC005650,Company 5650,Retail,USA,167118812,24049
ACC005651,Company 5651,Finance,United States,78973298,6413
ACC005652,Company 5652,Healthcare,India,409181603,417
ACC005653,Company 5653,Manufacturing,U.S.,153754420,43248
ACC005654,Company 5654,Manufacturing,India,366833484,12469
ACC005655,Company 5655,Technology,Germany,466337097,18229
ACC005656,Company 5656,Retail,India,111029419,32923
ACC005657,Company 5657,Manufacturing,Australia,294328696,6132
ACC005658,Company 5658,Healthcare,USA,199670097,18541
ACC005659,Company 5659,Healthcare,India,149140060,41347
ACC005660,Company 5660,Manufacturing,United Kingdom,183353975,36252
ACC005661,Company 5661,Manufacturing,United States,74390729,5831
ACC005662,Company 5662,Retail,UK,399990240,22901
ACC005663,Company 5663,Finance,USA,200828186,25882
ACC005664,Company 5664,Technology,UK,430821622,5505
ACC005665,Company 5665,Retail,USA,5820873,3054
ACC005666,Company 5666,Manufacturing,USA,236691627,36858
ACC005667,Company 5667,Technology,USA,411776440,5262
ACC005668,Company 5668,Manufacturing,UK,282748693,27638
ACC005669,Company 5669,Technology,India,59665649,1517
ACC005670,Company 5670,Healthcare,United States,44390324,33408
ACC005671,Company 5671,Finance,U.S.,340236326,25326
ACC005672,Company 5672,Finance,United Kingdom,134447045,28988
ACC005673,Company 5673,Retail,United Kingdom,499306396,34809
ACC005674,Company 5674,Retail,UK,391217731,1958
ACC005675,Company 5675,Technology,U.S.,372418237,33187
ACC005676,Company 5676,Technology,U.S.,180284673,2351
ACC005677,Company 5677,Technology,United Kingdom,384581608,22577
ACC005678,Company 5678,Finance,USA,43612080,582
ACC005679,Company 5679,Manufacturing,USA,469689854,35366
ACC005680,Company 5680,Technology,United States,185543096,16739
ACC005681,Company 5681,Finance,USA,230102848,17602
ACC005682,Company 5682,Technology,USA,115112358,42846
ACC005683,Company 5683,Retail,United States,154371271,15175
ACC005684,Company 5684,Healthcare,UK,156540243,44966
ACC005685,Company 5685,Finance,U.S.,301332652,25594
ACC005686,Company 5686,Technology,UK,71312618,15347
ACC005687,Company 5687,Retail,UK,70847945,15136
ACC005688,Company 5688,Manufacturing,Germany,374907266,23150
ACC005689,Company 5689,Retail,Germany,451155900,4043
ACC005690,Company 5690,Finance,India,244765983,7787
ACC005691,Company 5691,Technology,India,164621501,18939
ACC005692,Company 5692,Finance,U.S.,376307781,6191
ACC005693,Company 5693,Manufacturing,Germany,45251940,38170
ACC005694,Company 5694,Technology,United Kingdom,39156354,39286
ACC005695,Company 5695,Retail,Germany,481754146,9286
ACC005696,Company 5696,Manufacturing,United Kingdom,1574861,14846
ACC005697,Company 5697,Manufacturing,United States,168992240,8850
ACC005698,Company 5698,Healthcare,U.S.,339407161,49848
ACC005699,Company 5699,Healthcare,Germany,167663840,20769
ACC005700,Company 5700,Healthcare,UK,270741356,39200
ACC005701,Company 5701,Manufacturing,India,345828858,43568
ACC005702,Company 5702,Retail,India,317226129,18786
ACC005703,Company 5703,Manufacturing,United Kingdom,94810589,25553
ACC005704,Company 5704,Healthcare,Australia,444989601,5511
ACC005705,Company 5705,Manufacturing,U.S.,263309561,49010
ACC005706,Company 5706,Retail,United Kingdom,324790156,9763
ACC005707,Company 5707,Manufacturing,United States,452611790,6781
ACC005708,Company 5708,Finance,Germany,140386875,8852
ACC005709,Company 5709,Technology,U.S.,340370444,31696
ACC005710,Company 5710,Finance,Germany,327016409,41865
ACC005711,Company 5711,Manufacturing,United States,27160243,30852
ACC005712,Company 5712,Manufacturing,Germany,178038835,48765
ACC005713,Company 5713,Retail,United States,420667899,45224
ACC005714,Company 5714,Technology,U.S.,103565767,27396
ACC005715,Company 5715,Manufacturing,Germany,26788927,41131
ACC005716,Company 5716,Technology,U.S.,81303036,40373
ACC005717,Company 5717,Technology,Australia,180292527,25105
ACC005718,Company 5718,Healthcare,United States,461779466,25123
ACC005719,Company 5719,Finance,Australia,214449570,27030
ACC005720,Company 5720,Technology,UK,77623095,5480
ACC005721,Company 5721,Finance,Germany,81340032,28883
ACC005722,Company 5722,Finance,Germany,97862410,48311
ACC005723,Company 5723,Retail,United Kingdom,145255128,28998
ACC005724,Company 5724,Manufacturing,United Kingdom,497416668,9288
ACC005725,Company 5725,Manufacturing,U.S.,269363883,35366
ACC005726,Company 5726,Retail,UK,485718586,17925
ACC005727,Company 5727,Retail,U.S.,104749048,8577
ACC005728,Company 5728,Healthcare,United Kingdom,80952016,10309
ACC005729,Company 5729,Healthcare,India,275857825,28525
ACC005730,Company 5730,Retail,USA,398258340,12306
ACC005731,Company 5731,Technology,United Kingdom,407417274,25627
ACC005732,Company 5732,Retail,India,188474118,908
ACC005733,Company 5733,Retail,United States,33960001,29280
ACC005734,Company 5734,Retail,Germany,95307109,19478
ACC005735,Company 5735,Technology,India,57475120,35646
ACC005736,Company 5736,Healthcare,USA,319550746,22959
ACC005737,Company 5737,Healthcare,UK,381286325,21828
ACC005738,Company 5738,Technology,United States,339232642,1178
ACC005739,Company 5739,Healthcare,United Kingdom,71291451,19414
ACC005740,Company 5740,Retail,USA,216792027,31836
ACC005741,Company 5741,Retail,United States,412774021,37214
ACC005742,Company 5742,Healthcare,Germany,117063188,6908
ACC005743,Company 5743,Technology,United Kingdom,368489450,33735
ACC005744,Company 5744,Retail,UK,439852867,35393
ACC005745,Company 5745,Technology,United States,156909113,4330
ACC005746,Company 5746,Manufacturing,United Kingdom,446602929,15520
ACC005747,Company 5747,Technology,Australia,152223353,7788
ACC005748,Company 5748,Retail,Germany,125614121,32753
ACC005749,Company 5749,Retail,India,334739474,27193
ACC005750,Company 5750,Retail,Australia,358691690,1232
ACC005751,Company 5751,Finance,United States,233080881,36633
ACC005752,Company 5752,Healthcare,USA,82000845,8758
ACC005753,Company 5753,Manufacturing,U.S.,410412293,15683
ACC005754,Company 5754,Healthcare,United Kingdom,80422868,110
ACC005755,Company 5755,Manufacturing,Australia,15907660,48965
ACC005756,Company 5756,Manufacturing,UK,323217367,30856
ACC005757,Company 5757,Healthcare,UK,203564296,49762
ACC005758,Company 5758,Retail,India,37833387,36933
ACC005759,Company 5759,Healthcare,UK,20848651,48340
ACC005760,Company 5760,Healthcare,USA,425505151,36985
ACC005761,Company 5761,Manufacturing,U.S.,410080833,29013
ACC005762,Company 5762,Manufacturing,U.S.,294394906,22860
ACC005763,Company 5763,Technology,United Kingdom,151637767,24662
ACC005764,Company 5764,Finance,USA,347201369,21297
ACC005765,Company 5765,Retail,U.S.,482795738,41413
ACC005766,Company 5766,Technology,India,402017585,4320
ACC005767,Company 5767,Manufacturing,U.S.,154465667,18921
ACC005768,Company 5768,Healthcare,Germany,295545264,41186
ACC005769,Company 5769,Retail,USA,13613557,35660
ACC005770,Company 5770,Healthcare,United Kingdom,82543842,35240
ACC005771,Company 5771,Finance,United Kingdom,472123177,41802
ACC005772,Company 5772,Manufacturing,United States,162181832,19535
ACC005773,Company 5773,Technology,USA,154546169,23958
ACC005774,Company 5774,Finance,UK,165331218,11582
ACC005775,Company 5775,Finance,USA,493691620,7971
ACC005776,Company 5776,Finance,U.S.,265959896,3547
ACC005777,Company 5777,Finance,Australia,258084827,31840
ACC005778,Company 5778,Retail,United Kingdom,110622705,34964
ACC005779,Company 5779,Technology,Germany,238728806,45389
ACC005780,Company 5780,Manufacturing,Germany,394532117,11133
ACC005781,Company 5781,Manufacturing,USA,457023845,32656
ACC005782,Company 5782,Technology,United Kingdom,339442319,34530
ACC005783,Company 5783,Finance,UK,478113387,13925
ACC005784,Company 5784,Finance,Australia,178826850,5235
ACC005785,Company 5785,Finance,Germany,170288527,39837
ACC005786,Company 5786,Technology,United Kingdom,308609735,11053
ACC005787,Company 5787,Finance,United Kingdom,163458409,43733
ACC005788,Company 5788,Manufacturing,United Kingdom,462437323,14207
ACC005789,Company 5789,Technology,India,167059888,41549
ACC005790,Company 5790,Finance,U.S.,391563400,19482
ACC005791,Company 5791,Finance,United States,190486975,16757
ACC005792,Company 5792,Technology,USA,259539161,630
ACC005793,Company 5793,Technology,India,241613042,46768
ACC005794,Company 5794,Finance,U.S.,90790478,39137
ACC005795,Company 5795,Retail,U.S.,218616306,24962
ACC005796,Company 5796,Finance,Germany,124154756,40059
ACC005797,Company 5797,Finance,USA,43878627,21942
ACC005798,Company 5798,Technology,India,268300911,38635
ACC005799,Company 5799,Retail,Australia,485641844,7807
ACC005800,Company 5800,Manufacturing,Germany,218363982,48948
ACC005801,Company 5801,Finance,United Kingdom,161026895,27374
ACC005802,Company 5802,Finance,United States,178207604,10254
ACC005803,Company 5803,Retail,Australia,188389416,47212
ACC005804,Company 5804,Technology,USA,250597263,25026
ACC005805,Company 5805,Technology,USA,394710435,9581
ACC005806,Company 5806,Manufacturing,USA,230366462,37378
ACC005807,Company 5807,Finance,Australia,459466102,19678
ACC005808,Company 5808,Finance,UK,68187874,37294
ACC005809,Company 5809,Retail,India,386722861,31111
ACC005810,Company 5810,Finance,United Kingdom,491250092,49075
ACC005811,Company 5811,Technology,United States,137035891,39311
ACC005812,Company 5812,Finance,Australia,48511895,34475
ACC005813,Company 5813,Retail,U.S.,369369439,33988
ACC005814,Company 5814,Finance,India,25216398,25630
ACC005815,Company 5815,Finance,U.S.,226395492,49940
ACC005816,Company 5816,Healthcare,UK,241319193,26381
ACC005817,Company 5817,Retail,India,89390896,3237
ACC005818,Company 5818,Finance,United States,101138943,2289
ACC005819,Company 5819,Retail,United Kingdom,129566735,14070
ACC005820,Company 5820,Finance,UK,271019212,23973
ACC005821,Company 5821,Manufacturing,United States,188839082,33592
ACC005822,Company 5822,Manufacturing,Germany,2014425,43529
ACC005823,Company 5823,Manufacturing,U.S.,495102905,29275
ACC005824,Company 5824,Retail,India,184555924,39518
ACC005825,Company 5825,Retail,USA,233991817,23822
ACC005826,Company 5826,Healthcare,U.S.,451249663,1043
ACC005827,Company 5827,Technology,Germany,372068796,35000
ACC005828,Company 5828,Manufacturing,United States,314951152,30841
ACC005829,Company 5829,Finance,USA,56164863,2000
ACC005830,Company 5830,Manufacturing,United Kingdom,421163947,7527
ACC005831,Company 5831,Technology,Germany,259245266,30479
ACC005832,Company 5832,Healthcare,India,79866832,44489
ACC005833,Company 5833,Retail,United Kingdom,413333001,8715
ACC005834,Company 5834,Healthcare,U.S.,483474844,1768
ACC005835,Company 5835,Retail,UK,80029273,49604
ACC005836,Company 5836,Healthcare,UK,45575047,47355
ACC005837,Company 5837,Manufacturing,United States,112827534,33057
ACC005838,Company 5838,Manufacturing,Germany,476276256,43845
ACC005839,Company 5839,Healthcare,U.S.,480187067,12575
ACC005840,Company 5840,Finance,United Kingdom,333161184,14741
ACC005841,Company 5841,Technology,USA,260320317,36616
ACC005842,Company 5842,Technology,U.S.,464752855,26274
ACC005843,Company 5843,Technology,United Kingdom,3440591,17446
ACC005844,Company 5844,Technology,U.S.,143223401,10784
ACC005845,Company 5845,Finance,Germany,212111919,29092
ACC005846,Company 5846,Retail,USA,63196746,49619
ACC005847,Company 5847,Manufacturing,India,371022163,33799
ACC005848,Company 5848,Healthcare,United States,488830454,15370
ACC005849,Company 5849,Technology,U.S.,469710269,7065
ACC005850,Company 5850,Healthcare,United Kingdom,172228078,1060
ACC005851,Company 5851,Retail,Australia,43843014,15353
ACC005852,Company 5852,Manufacturing,Australia,346041709,34088
ACC005853,Company 5853,Manufacturing,India,14147134,28894
ACC005854,Company 5854,Retail,United Kingdom,304710816,3297
ACC005855,Company 5855,Manufacturing,U.S.,178604963,10527
ACC005856,Company 5856,Technology,United Kingdom,238108476,31726
ACC005857,Company 5857,Technology,Australia,89913726,40466
ACC005858,Company 5858,Finance,India,52385879,11628
ACC005859,Company 5859,Retail,Australia,175474081,47308
ACC005860,Company 5860,Manufacturing,United Kingdom,423821970,35666
ACC005861,Company 5861,Finance,Germany,92162339,13337
ACC005862,Company 5862,Finance,India,290119201,47565
ACC005863,Company 5863,Technology,India,312786832,2506
ACC005864,Company 5864,Retail,U.S.,109667442,11465
ACC005865,Company 5865,Manufacturing,Germany,132806523,27468
ACC005866,Company 5866,Finance,India,177677876,42807
ACC005867,Company 5867,Finance,U.S.,226519489,37840
ACC005868,Company 5868,Healthcare,U.S.,477265420,38619
ACC005869,Company 5869,Manufacturing,United Kingdom,462325116,22534
ACC005870,Company 5870,Technology,United Kingdom,233979399,9571
ACC005871,Company 5871,Finance,United Kingdom,309134599,16461
ACC005872,Company 5872,Technology,United States,286763596,36113
ACC005873,Company 5873,Finance,U.S.,40736774,15784
ACC005874,Company 5874,Retail,United States,176284262,12816
ACC005875,Company 5875,Technology,United Kingdom,83126743,5277
ACC005876,Company 5876,Technology,India,394555236,11164
ACC005877,Company 5877,Healthcare,Australia,492873930,36330
ACC005878,Company 5878,Technology,UK,278728471,14404
ACC005879,Company 5879,Finance,UK,59630511,19530
ACC005880,Company 5880,Finance,Germany,126649392,16411
ACC005881,Company 5881,Healthcare,Germany,267142881,9017
ACC005882,Company 5882,Retail,U.S.,481683046,9247
ACC005883,Company 5883,Healthcare,United Kingdom,144484757,18972
ACC005884,Company 5884,Finance,India,251867600,12646
ACC005885,Company 5885,Retail,United Kingdom,341389446,44673
ACC005886,Company 5886,Retail,Australia,43961552,6782
ACC005887,Company 5887,Manufacturing,Australia,492879122,45820
ACC005888,Company 5888,Healthcare,United States,360892459,29502
ACC005889,Company 5889,Retail,USA,343755733,2927
ACC005890,Company 5890,Technology,India,146325592,18789
ACC005891,Company 5891,Manufacturing,UK,359418072,14638
ACC005892,Company 5892,Retail,U.S.,230557303,1173
ACC005893,Company 5893,Healthcare,India,252642787,842
ACC005894,Company 5894,Technology,Germany,237713838,25813
ACC005895,Company 5895,Finance,U.S.,167395975,5485
ACC005896,Company 5896,Manufacturing,UK,90243417,23924
ACC005897,Company 5897,Healthcare,Germany,259214995,33775
ACC005898,Company 5898,Finance,United Kingdom,323444806,594
ACC005899,Company 5899,Manufacturing,United Kingdom,243374538,43389
ACC005900,Company 5900,Retail,India,257537662,4569
ACC005901,Company 5901,Manufacturing,UK,247807144,37038
ACC005902,Company 5902,Retail,USA,324975216,292
ACC005903,Company 5903,Retail,Australia,107853555,20001
ACC005904,Company 5904,Retail,USA,252775605,7168
ACC005905,Company 5905,Retail,United States,265588781,36355
ACC005906,Company 5906,Healthcare,USA,378237206,30708
ACC005907,Company 5907,Finance,Germany,354341889,7058
ACC005908,Company 5908,Finance,United Kingdom,108272996,46052
ACC005909,Company 5909,Technology,United States,419492109,34209
ACC005910,Company 5910,Finance,Germany,270694207,23706
ACC005911,Company 5911,Healthcare,India,345823118,39171
ACC005912,Company 5912,Finance,United Kingdom,400454610,29081
ACC005913,Company 5913,Finance,Australia,447151336,23196
ACC005914,Company 5914,Technology,UK,392720236,6539
ACC005915,Company 5915,Manufacturing,United States,39999574,16386
ACC005916,Company 5916,Finance,India,457235414,39795
ACC005917,Company 5917,Retail,Australia,417101642,12387
ACC005918,Company 5918,Technology,Australia,132665150,31040
ACC005919,Company 5919,Technology,Germany,176635253,20556
ACC005920,Company 5920,Retail,United Kingdom,407486511,13570
ACC005921,Company 5921,Manufacturing,UK,446040203,17451
ACC005922,Company 5922,Finance,USA,367289511,41992
ACC005923,Company 5923,Technology,UK,412506905,23762
ACC005924,Company 5924,Finance,Australia,444370128,14208
ACC005925,Company 5925,Retail,United States,257015080,41642
ACC005926,Company 5926,Manufacturing,USA,417328288,39624
ACC005927,Company 5927,Manufacturing,Germany,15542728,18886
ACC005928,Company 5928,Manufacturing,Germany,101041098,42703
ACC005929,Company 5929,Technology,UK,134873516,13915
ACC005930,Company 5930,Manufacturing,Germany,89704287,49602
ACC005931,Company 5931,Technology,United Kingdom,76951407,16947
ACC005932,Company 5932,Technology,USA,95058554,24055
ACC005933,Company 5933,Finance,India,300873031,12476
ACC005934,Company 5934,Retail,UK,184126188,223
ACC005935,Company 5935,Healthcare,Germany,387932598,48337
ACC005936,Company 5936,Technology,India,277144841,15573
ACC005937,Company 5937,Manufacturing,UK,312065621,19687
ACC005938,Company 5938,Retail,India,436030102,25063
ACC005939,Company 5939,Technology,Germany,379023402,23469
ACC005940,Company 5940,Retail,Australia,104918812,2933
ACC005941,Company 5941,Retail,India,438046310,5485
ACC005942,Company 5942,Healthcare,Australia,205835928,23438
ACC005943,Company 5943,Finance,India,100988536,21578
ACC005944,Company 5944,Technology,United States,143208648,23110
ACC005945,Company 5945,Retail,UK,5348442,6463
ACC005946,Company 5946,Healthcare,Australia,1268393,21286
ACC005947,Company 5947,Healthcare,United Kingdom,66399394,22651
ACC005948,Company 5948,Retail,Germany,297985213,47558
ACC005949,Company 5949,Retail,Germany,435165931,9742
ACC005950,Company 5950,Finance,Germany,121375602,22933
ACC005951,Company 5951,Retail,India,402989382,17757
ACC005952,Company 5952,Manufacturing,USA,372027152,1794
ACC005953,Company 5953,Retail,Germany,21862663,43765
ACC005954,Company 5954,Retail,Germany,55062517,24750
ACC005955,Company 5955,Healthcare,United Kingdom,152306420,11460
ACC005956,Company 5956,Manufacturing,United States,124696391,2016
ACC005957,Company 5957,Retail,United States,188185560,1790
ACC005958,Company 5958,Manufacturing,United States,164502340,2187
ACC005959,Company 5959,Retail,India,106319599,9251
ACC005960,Company 5960,Manufacturing,Germany,212302899,25480
ACC005961,Company 5961,Technology,U.S.,448642413,43479
ACC005962,Company 5962,Manufacturing,UK,277515747,11941
ACC005963,Company 5963,Finance,India,478416253,20700
ACC005964,Company 5964,Finance,United States,446886962,35067
ACC005965,Company 5965,Finance,U.S.,121511772,29972
ACC005966,Company 5966,Finance,UK,387418867,40805
ACC005967,Company 5967,Technology,United States,322093361,2573
ACC005968,Company 5968,Finance,United States,298161901,14122
ACC005969,Company 5969,Finance,United Kingdom,152199423,11793
ACC005970,Company 5970,Finance,U.S.,331458499,17070
ACC005971,Company 5971,Healthcare,USA,48529827,22910
ACC005972,Company 5972,Retail,United States,199452950,2910
ACC005973,Company 5973,Technology,UK,276267205,13033
ACC005974,Company 5974,Healthcare,USA,383094034,36506
ACC005975,Company 5975,Retail,Germany,284115570,26186
ACC005976,Company 5976,Manufacturing,India,219362919,1447
ACC005977,Company 5977,Finance,India,477654169,7518
ACC005978,Company 5978,Technology,Germany,204330111,9895
ACC005979,Company 5979,Technology,United Kingdom,407445063,6566
ACC005980,Company 5980,Finance,United Kingdom,396044301,48502
ACC005981,Company 5981,Retail,United Kingdom,204839257,30623
ACC005982,Company 5982,Retail,United Kingdom,272429136,38692
ACC005983,Company 5983,Manufacturing,UK,345945031,1968
ACC005984,Company 5984,Manufacturing,United States,212175917,18371
ACC005985,Company 5985,Retail,United Kingdom,438897734,22454
ACC005986,Company 5986,Healthcare,Australia,389310754,15934
ACC005987,Company 5987,Retail,Australia,213255927,14622
ACC005988,Company 5988,Retail,India,277381531,49287
ACC005989,Company 5989,Retail,India,207528487,20289
ACC005990,Company 5990,Healthcare,India,491247172,3719
ACC005991,Company 5991,Healthcare,USA,152217005,37238
ACC005992,Company 5992,Healthcare,USA,346952198,583
ACC005993,Company 5993,Manufacturing,Germany,41799031,5190
ACC005994,Company 5994,Technology,UK,257391867,29614
ACC005995,Company 5995,Finance,UK,6265107,22308
ACC005996,Company 5996,Technology,Germany,350421361,19828
ACC005997,Company 5997,Finance,UK,439056386,34795
ACC005998,Company 5998,Technology,Germany,134503811,33128
ACC005999,Company 5999,Healthcare,Germany,243672150,47117
ACC006000,Company 6000,Finance,India,300312970,19483
ACC006001,Company 6001,Manufacturing,United States,141133870,4893
ACC006002,Company 6002,Technology,Australia,433284990,42644
ACC006003,Company 6003,Technology,U.S.,419117391,36089
ACC006004,Company 6004,Manufacturing,Australia,333572651,5160
ACC006005,Company 6005,Manufacturing,Australia,369131762,7414
ACC006006,Company 6006,Finance,India,140326983,9690
ACC006007,Company 6007,Retail,India,192690793,44705
ACC006008,Company 6008,Retail,India,399260583,5789
ACC006009,Company 6009,Manufacturing,India,490501552,21978
ACC006010,Company 6010,Healthcare,India,400109612,14698
ACC006011,Company 6011,Manufacturing,India,76449533,27615
ACC006012,Company 6012,Retail,Australia,18233027,16694
ACC006013,Company 6013,Technology,United Kingdom,408454530,17779
ACC006014,Company 6014,Finance,USA,50688786,49012
ACC006015,Company 6015,Finance,Australia,348296179,13395
ACC006016,Company 6016,Finance,India,317786784,11868
ACC006017,Company 6017,Finance,Germany,309754257,2563
ACC006018,Company 6018,Manufacturing,UK,244724546,23181
ACC006019,Company 6019,Technology,India,416652738,17967
ACC006020,Company 6020,Healthcare,UK,83295772,31711
ACC006021,Company 6021,Technology,India,491967484,37548
ACC006022,Company 6022,Technology,India,176593431,40735
ACC006023,Company 6023,Healthcare,United States,353725842,4055
ACC006024,Company 6024,Manufacturing,UK,66897276,25447
ACC006025,Company 6025,Healthcare,United States,204383672,41483
ACC006026,Company 6026,Retail,UK,86777790,19907
ACC006027,Company 6027,Finance,UK,196726112,24583
ACC006028,Company 6028,Healthcare,India,59690419,42515
ACC006029,Company 6029,Retail,UK,80808128,15779
ACC006030,Company 6030,Finance,United States,295547447,7184
ACC006031,Company 6031,Retail,United States,465367374,35411
ACC006032,Company 6032,Manufacturing,U.S.,84222722,32150
ACC006033,Company 6033,Technology,U.S.,414484240,19346
ACC006034,Company 6034,Retail,USA,45098954,42702
ACC006035,Company 6035,Healthcare,Australia,157602594,67
ACC006036,Company 6036,Retail,U.S.,396555748,31581
ACC006037,Company 6037,Manufacturing,Australia,148597552,25799
