lead_id,lead_name,source,status
LEA008550,Lead 8549,Event,Working
LEA008551,Lead 8550,LinkedIn,Working
LEA008552,Lead 8551,Event,Qualified
LEA008553,Lead 8552,Web,New
LEA008554,Lead 8553,Referral,Converted
LEA008555,Lead 8554,Web,Qualified
LEA008556,Lead 8555,LinkedIn,New
LEA008557,Lead 8556,Web,New
LEA008558,Lead 8557,LinkedIn,Converted
LEA008559,Lead 8558,LinkedIn,Converted
LEA008560,Lead 8559,LinkedIn,Qualified
LEA008561,Lead 8560,Referral,New
LEA008562,Lead 8561,Event,Working
LEA008563,Lead 8562,LinkedIn,Working
LEA008564,Lead 8563,Event,Working
LEA008565,Lead 8564,Web,Working
LEA008566,Lead 8565,Referral,New
LEA008567,Lead 8566,Event,Working
LEA008568,Lead 8567,Web,Qualified
LEA008569,Lead 8568,Event,Qualified
LEA008570,Lead 8569,LinkedIn,Qualified
LEA008571,Lead 8570,Event,Converted
LEA008572,Lead 8571,Referral,New
LEA008573,Lead 8572,Web,New
LEA008574,Lead 8573,LinkedIn,Converted
LEA008575,Lead 8574,LinkedIn,New
LEA008576,Lead 8575,Event,Qualified
LEA008577,Lead 8576,Referral,Working
LEA008578,Lead 8577,Event,New
LEA008579,Lead 8578,LinkedIn,Converted
LEA008580,Lead 8579,Referral,Working
LEA008581,Lead 8580,Web,Qualified
LEA008582,Lead 8581,LinkedIn,Working
LEA008583,Lead 8582,Event,Working
LEA008584,Lead 8583,Web,New
LEA008585,Lead 8584,LinkedIn,Qualified
LEA008586,Lead 8585,Web,Converted
LEA008587,Lead 8586,LinkedIn,Qualified
LEA008588,Lead 8587,Event,Working
LEA008589,Lead 8588,Web,New
LEA008590,Lead 8589,Web,Qualified
LEA008591,Lead 8590,Event,New
LEA008592,Lead 8591,Event,Converted
LEA008593,Lead 8592,LinkedIn,Converted
LEA008594,Lead 8593,Referral,Converted
LEA008595,Lead 8594,LinkedIn,Qualified
LEA008596,Lead 8595,Referral,New
LEA008597,Lead 8596,Referral,New
LEA008598,Lead 8597,Web,Qualified
LEA008599,Lead 8598,Event,Converted
LEA008600,Lead 8599,LinkedIn,Working
LEA008601,Lead 8600,Referral,Converted
LEA008602,Lead 8601,LinkedIn,Working
LEA008603,Lead 8602,LinkedIn,Qualified
LEA008604,Lead 8603,Web,Qualified
LEA008605,Lead 8604,Referral,Qualified
LEA008606,Lead 8605,Event,Converted
LEA008607,Lead 8606,Event,Converted
LEA008608,Lead 8607,LinkedIn,New
LEA008609,Lead 8608,Web,Qualified
LEA008610,Lead 8609,Referral,New
LEA008611,Lead 8610,Referral,New
LEA008612,Lead 8611,Event,Qualified
LEA008613,Lead 8612,Event,Converted
LEA008614,Lead 8613,LinkedIn,Qualified
LEA008615,Lead 8614,Event,Working
LEA008616,Lead 8615,Event,Working
LEA008617,Lead 8616,LinkedIn,Working
LEA008618,Lead 8617,Event,Qualified
LEA008619,Lead 8618,Web,Converted
LEA008620,Lead 8619,Event,Converted
LEA008621,Lead 8620,Referral,New
LEA008622,Lead 8621,LinkedIn,Qualified
LEA008623,Lead 8622,LinkedIn,Qualified
LEA008624,Lead 8623,Web,Qualified
LEA008625,Lead 8624,Web,Converted
LEA008626,Lead 8625,Referral,New
LEA008627,Lead 8626,Event,Converted
LEA008628,Lead 8627,Referral,Working
LEA008629,Lead 8628,Web,Qualified
LEA008630,Lead 8629,LinkedIn,Working
LEA008631,Lead 8630,Web,New
LEA008632,Lead 8631,LinkedIn,New
LEA008633,Lead 8632,LinkedIn,New
LEA008634,Lead 8633,Event,Qualified
LEA008635,Lead 8634,LinkedIn,Working
LEA008636,Lead 8635,Referral,Working
LEA008637,Lead 8636,Web,Qualified
LEA008638,Lead 8637,Web,Working
LEA008639,Lead 8638,LinkedIn,New
LEA008640,Lead 8639,Event,Working
LEA008641,Lead 8640,Referral,New
LEA008642,Lead 8641,Referral,Working
LEA008643,Lead 8642,LinkedIn,Working
LEA008644,Lead 8643,LinkedIn,Working
LEA008645,Lead 8644,Event,New
LEA008646,Lead 8645,Event,Converted
LEA008647,Lead 8646,LinkedIn,Working
LEA008648,Lead 8647,Event,Converted
LEA008649,Lead 8648,Referral,Converted
LEA008650,Lead 8649,Referral,New
LEA008651,Lead 8650,LinkedIn,Working
LEA008652,Lead 8651,Web,Qualified
LEA008653,Lead 8652,Web,Working
LEA008654,Lead 8653,Web,New
LEA008655,Lead 8654,Event,Working
LEA008656,Lead 8655,LinkedIn,Working
LEA008657,Lead 8656,Referral,New
LEA008658,Lead 8657,Event,Qualified
LEA008659,Lead 8658,Referral,Converted
LEA008660,Lead 8659,Web,New
LEA008661,Lead 8660,Referral,Qualified
LEA008662,Lead 8661,Referral,Converted
LEA008663,Lead 8662,Web,New
LEA008664,Lead 8663,Event,Qualified
LEA008665,Lead 8664,Web,Qualified
LEA008666,Lead 8665,LinkedIn,Qualified
LEA008667,Lead 8666,Web,New
LEA008668,Lead 8667,Referral,Qualified
LEA008669,Lead 8668,Referral,Working
LEA008670,Lead 8669,Event,Qualified
LEA008671,Lead 8670,LinkedIn,Qualified
LEA008672,Lead 8671,Web,Converted
LEA008673,Lead 8672,Referral,Qualified
LEA008674,Lead 8673,LinkedIn,New
LEA008675,Lead 8674,Event,Qualified
LEA008676,Lead 8675,Web,Converted
LEA008677,Lead 8676,Referral,Qualified
LEA008678,Lead 8677,Web,Working
LEA008679,Lead 8678,Web,Working
LEA008680,Lead 8679,Web,Converted
LEA008681,Lead 8680,LinkedIn,Qualified
LEA008682,Lead 8681,LinkedIn,New
LEA008683,Lead 8682,Web,Qualified
LEA008684,Lead 8683,Referral,Working
LEA008685,Lead 8684,LinkedIn,Qualified
LEA008686,Lead 8685,LinkedIn,Qualified
LEA008687,Lead 8686,Referral,Converted
LEA008688,Lead 8687,LinkedIn,Converted
LEA008689,Lead 8688,Event,New
LEA008690,Lead 8689,Referral,New
LEA008691,Lead 8690,LinkedIn,Qualified
LEA008692,Lead 8691,Event,New
LEA008693,Lead 8692,Web,Converted
LEA008694,Lead 8693,Event,Working
LEA008695,Lead 8694,Web,Qualified
LEA008696,Lead 8695,LinkedIn,Qualified
LEA008697,Lead 8696,Referral,Working
LEA008698,Lead 8697,Web,Working
LEA008699,Lead 8698,Event,Converted
LEA008700,Lead 8699,LinkedIn,Converted
LEA008701,Lead 8700,Referral,Qualified
LEA008702,Lead 8701,LinkedIn,Converted
LEA008703,Lead 8702,Referral,Qualified
LEA008704,Lead 8703,Referral,Converted
LEA008705,Lead 8704,Referral,Qualified
LEA008706,Lead 8705,LinkedIn,New
LEA008707,Lead 8706,Event,Working
LEA008708,Lead 8707,Referral,Working
LEA008709,Lead 8708,Referral,Working
LEA008710,Lead 8709,Web,Converted
LEA008711,Lead 8710,Referral,Converted
LEA008712,Lead 8711,LinkedIn,New
LEA008713,Lead 8712,Event,Converted
LEA008714,Lead 8713,LinkedIn,Working
LEA008715,Lead 8714,Referral,New
LEA008716,Lead 8715,Event,Working
LEA008717,Lead 8716,Web,Qualified
LEA008718,Lead 8717,LinkedIn,Working
LEA008719,Lead 8718,Web,Working
LEA008720,Lead 8719,Web,Converted
LEA008721,Lead 8720,LinkedIn,Qualified
LEA008722,Lead 8721,LinkedIn,Converted
LEA008723,Lead 8722,Web,Working
LEA008724,Lead 8723,Referral,Converted
LEA008725,Lead 8724,Event,Working
LEA008726,Lead 8725,LinkedIn,New
LEA008727,Lead 8726,Referral,Converted
LEA008728,Lead 8727,Event,New
LEA008729,Lead 8728,Web,Working
LEA008730,Lead 8729,Web,Converted
LEA008731,Lead 8730,Referral,Qualified
LEA008732,Lead 8731,LinkedIn,New
LEA008733,Lead 8732,LinkedIn,Working
LEA008734,Lead 8733,Web,Qualified
LEA008735,Lead 8734,Referral,Converted
LEA008736,Lead 8735,Referral,Converted
LEA008737,Lead 8736,Event,New
LEA008738,Lead 8737,Web,Working
LEA008739,Lead 8738,Web,Converted
LEA008740,Lead 8739,Referral,Working
LEA008741,Lead 8740,Referral,Qualified
LEA008742,Lead 8741,Event,Qualified
LEA008743,Lead 8742,LinkedIn,Converted
LEA008744,Lead 8743,LinkedIn,New
LEA008745,Lead 8744,Web,Converted
LEA008746,Lead 8745,LinkedIn,Working
LEA008747,Lead 8746,Web,Converted
LEA008748,Lead 8747,Web,New
LEA008749,Lead 8748,Referral,Qualified
LEA008750,Lead 8749,Event,Converted
LEA008751,Lead 8750,LinkedIn,Working
LEA008752,Lead 8751,Event,New
LEA008753,Lead 8752,Referral,New
LEA008754,Lead 8753,Referral,Working
LEA008755,Lead 8754,Web,New
LEA008756,Lead 8755,LinkedIn,Converted
LEA008757,Lead 8756,Web,Converted
LEA008758,Lead 8757,Event,Converted
LEA008759,Lead 8758,Event,Converted
LEA008760,Lead 8759,Event,Converted
LEA008761,Lead 8760,LinkedIn,Qualified
LEA008762,Lead 8761,Referral,New
LEA008763,Lead 8762,Web,Working
LEA008764,Lead 8763,LinkedIn,Qualified
LEA008765,Lead 8764,Referral,New
LEA008766,Lead 8765,Web,Qualified
LEA008767,Lead 8766,Web,Qualified
LEA008768,Lead 8767,LinkedIn,Converted
LEA008769,Lead 8768,Referral,Working
LEA008770,Lead 8769,Event,Qualified
LEA008771,Lead 8770,LinkedIn,Working
LEA008772,Lead 8771,Web,Qualified
LEA008773,Lead 8772,Event,New
LEA008774,Lead 8773,LinkedIn,Qualified
LEA008775,Lead 8774,LinkedIn,Converted
LEA008776,Lead 8775,Event,Working
LEA008777,Lead 8776,Web,New
LEA008778,Lead 8777,Web,Working
LEA008779,Lead 8778,Web,New
LEA008780,Lead 8779,LinkedIn,Working
LEA008781,Lead 8780,LinkedIn,New
LEA008782,Lead 8781,Referral,Converted
LEA008783,Lead 8782,LinkedIn,Qualified
LEA008784,Lead 8783,LinkedIn,New
LEA008785,Lead 8784,Referral,Converted
LEA008786,Lead 8785,LinkedIn,Converted
LEA008787,Lead 8786,LinkedIn,Converted
LEA008788,Lead 8787,Referral,Working
LEA008789,Lead 8788,LinkedIn,New
LEA008790,Lead 8789,Referral,Qualified
LEA008791,Lead 8790,Referral,New
LEA008792,Lead 8791,LinkedIn,Converted
LEA008793,Lead 8792,Event,Converted
LEA008794,Lead 8793,LinkedIn,Working
LEA008795,Lead 8794,Web,New
LEA008796,Lead 8795,LinkedIn,New
LEA008797,Lead 8796,LinkedIn,New
LEA008798,Lead 8797,LinkedIn,Qualified
LEA008799,Lead 8798,Web,Working
LEA008800,Lead 8799,Referral,Qualified
LEA008801,Lead 8800,Web,Converted
LEA008802,Lead 8801,LinkedIn,Qualified
LEA008803,Lead 8802,Event,Working
LEA008804,Lead 8803,LinkedIn,Converted
LEA008805,Lead 8804,Event,New
LEA008806,Lead 8805,Event,Qualified
LEA008807,Lead 8806,Event,Working
LEA008808,Lead 8807,Web,Qualified
LEA008809,Lead 8808,Event,New
LEA008810,Lead 8809,Web,Working
LEA008811,Lead 8810,Web,Converted
LEA008812,Lead 8811,Web,Converted
LEA008813,Lead 8812,Web,Working
LEA008814,Lead 8813,Referral,Working
LEA008815,Lead 8814,Referral,New
LEA008816,Lead 8815,Event,Converted
LEA008817,Lead 8816,Web,New
LEA008818,Lead 8817,Web,Converted
LEA008819,Lead 8818,Referral,Qualified
LEA008820,Lead 8819,Event,New
LEA008821,Lead 8820,Event,Converted
LEA008822,Lead 8821,Web,New
LEA008823,Lead 8822,LinkedIn,Qualified
LEA008824,Lead 8823,Event,Converted
LEA008825,Lead 8824,Event,New
LEA008826,Lead 8825,Web,Qualified
LEA008827,Lead 8826,Event,Converted
LEA008828,Lead 8827,Web,New
LEA008829,Lead 8828,LinkedIn,Working
LEA008830,Lead 8829,Referral,Qualified
LEA008831,Lead 8830,Referral,New
LEA008832,Lead 8831,Web,Working
LEA008833,Lead 8832,LinkedIn,Working
LEA008834,Lead 8833,Web,Working
LEA008835,Lead 8834,Event,Converted
LEA008836,Lead 8835,Web,Working
LEA008837,Lead 8836,Referral,Qualified
LEA008838,Lead 8837,Event,Qualified
LEA008839,Lead 8838,LinkedIn,New
LEA008840,Lead 8839,LinkedIn,New
LEA008841,Lead 8840,Event,Converted
LEA008842,Lead 8841,Referral,Converted
LEA008843,Lead 8842,Event,New
LEA008844,Lead 8843,Web,New
LEA008845,Lead 8844,Event,Qualified
LEA008846,Lead 8845,LinkedIn,New
LEA008847,Lead 8846,Referral,Qualified
LEA008848,Lead 8847,Web,Converted
LEA008849,Lead 8848,LinkedIn,Working
LEA008850,Lead 8849,LinkedIn,New
LEA008851,Lead 8850,Web,Working
LEA008852,Lead 8851,Web,Converted
LEA008853,Lead 8852,Web,Working
LEA008854,Lead 8853,Web,Working
LEA008855,Lead 8854,LinkedIn,Converted
LEA008856,Lead 8855,Web,Qualified
LEA008857,Lead 8856,Event,Qualified
LEA008858,Lead 8857,LinkedIn,New
LEA008859,Lead 8858,Web,Qualified
LEA008860,Lead 8859,LinkedIn,Qualified
LEA008861,Lead 8860,Web,Qualified
LEA008862,Lead 8861,Referral,New
LEA008863,Lead 8862,Referral,Converted
LEA008864,Lead 8863,Referral,New
LEA008865,Lead 8864,Event,New
LEA008866,Lead 8865,Event,Converted
LEA008867,Lead 8866,LinkedIn,New
LEA008868,Lead 8867,LinkedIn,Working
LEA008869,Lead 8868,Web,Converted
LEA008870,Lead 8869,Referral,New
LEA008871,Lead 8870,Event,Qualified
LEA008872,Lead 8871,LinkedIn,New
LEA008873,Lead 8872,Referral,New
LEA008874,Lead 8873,LinkedIn,Qualified
LEA008875,Lead 8874,LinkedIn,Converted
LEA008876,Lead 8875,Event,Working
LEA008877,Lead 8876,Referral,Working
LEA008878,Lead 8877,Web,Converted
LEA008879,Lead 8878,Web,Qualified
LEA008880,Lead 8879,LinkedIn,Converted
LEA008881,Lead 8880,LinkedIn,Working
LEA008882,Lead 8881,LinkedIn,Working
LEA008883,Lead 8882,Web,Converted
LEA008884,Lead 8883,Referral,Qualified
LEA008885,Lead 8884,Referral,New
LEA008886,Lead 8885,Event,Qualified
LEA008887,Lead 8886,Referral,Converted
LEA008888,Lead 8887,Web,New
LEA008889,Lead 8888,Web,Working
LEA008890,Lead 8889,Referral,Working
LEA008891,Lead 8890,Event,Converted
LEA008892,Lead 8891,Web,Converted
LEA008893,Lead 8892,Web,Qualified
LEA008894,Lead 8893,LinkedIn,Working
LEA008895,Lead 8894,LinkedIn,Working
LEA008896,Lead 8895,Event,New
LEA008897,Lead 8896,LinkedIn,New
LEA008898,Lead 8897,Referral,Converted
LEA008899,Lead 8898,LinkedIn,Working
LEA008900,Lead 8899,LinkedIn,Working
LEA008901,Lead 8900,Event,New
LEA008902,Lead 8901,Referral,Qualified
LEA008903,Lead 8902,Event,Converted
LEA008904,Lead 8903,Event,New
LEA008905,Lead 8904,Web,Converted
LEA008906,Lead 8905,Web,New
LEA008907,Lead 8906,LinkedIn,Converted
LEA008908,Lead 8907,LinkedIn,Qualified
LEA008909,Lead 8908,Referral,New
LEA008910,Lead 8909,Web,Qualified
LEA008911,Lead 8910,Web,Converted
LEA008912,Lead 8911,Event,Qualified
LEA008913,Lead 8912,Web,Qualified
LEA008914,Lead 8913,Referral,Qualified
LEA008915,Lead 8914,Web,New
LEA008916,Lead 8915,LinkedIn,Working
LEA008917,Lead 8916,LinkedIn,New
LEA008918,Lead 8917,Web,Working
LEA008919,Lead 8918,Referral,New
LEA008920,Lead 8919,Web,Converted
LEA008921,Lead 8920,LinkedIn,Converted
LEA008922,Lead 8921,LinkedIn,Qualified
LEA008923,Lead 8922,Referral,Working
LEA008924,Lead 8923,LinkedIn,Converted
LEA008925,Lead 8924,LinkedIn,Converted
LEA008926,Lead 8925,LinkedIn,New
LEA008927,Lead 8926,Event,New
LEA008928,Lead 8927,Event,New
LEA008929,Lead 8928,Referral,Converted
LEA008930,Lead 8929,Event,New
LEA008931,Lead 8930,Web,Working
LEA008932,Lead 8931,Referral,Qualified
LEA008933,Lead 8932,Web,New
LEA008934,Lead 8933,Event,Working
LEA008935,Lead 8934,LinkedIn,Converted
LEA008936,Lead 8935,Referral,Working
LEA008937,Lead 8936,Referral,Qualified
LEA008938,Lead 8937,Event,New
LEA008939,Lead 8938,Referral,Converted
LEA008940,Lead 8939,Referral,Qualified
LEA008941,Lead 8940,Event,Working
LEA008942,Lead 8941,Referral,Qualified
LEA008943,Lead 8942,Event,Working
LEA008944,Lead 8943,LinkedIn,Converted
LEA008945,Lead 8944,Event,Converted
LEA008946,Lead 8945,Referral,New
LEA008947,Lead 8946,Referral,New
LEA008948,Lead 8947,Web,Qualified
LEA008949,Lead 8948,Referral,New
LEA008950,Lead 8949,Referral,New
LEA008951,Lead 8950,LinkedIn,Working
LEA008952,Lead 8951,Web,New
LEA008953,Lead 8952,Event,New
LEA008954,Lead 8953,LinkedIn,New
LEA008955,Lead 8954,Web,Working
LEA008956,Lead 8955,Referral,Qualified
LEA008957,Lead 8956,Web,Converted
LEA008958,Lead 8957,Event,Converted
LEA008959,Lead 8958,Web,Converted
LEA008960,Lead 8959,LinkedIn,Qualified
LEA008961,Lead 8960,Web,Working
LEA008962,Lead 8961,Web,Working
LEA008963,Lead 8962,LinkedIn,Converted
LEA008964,Lead 8963,LinkedIn,New
LEA008965,Lead 8964,Referral,Converted
LEA008966,Lead 8965,Web,New
LEA008967,Lead 8966,Event,Qualified
LEA008968,Lead 8967,LinkedIn,New
LEA008969,Lead 8968,Referral,Working
LEA008970,Lead 8969,Referral,Working
LEA008971,Lead 8970,Event,Converted
LEA008972,Lead 8971,Referral,Qualified
LEA008973,Lead 8972,Referral,New
LEA008974,Lead 8973,LinkedIn,New
LEA008975,Lead 8974,LinkedIn,Converted
LEA008976,Lead 8975,Web,Working
LEA008977,Lead 8976,Referral,Working
LEA008978,Lead 8977,Referral,Working
LEA008979,Lead 8978,LinkedIn,New
LEA008980,Lead 8979,LinkedIn,Qualified
LEA008981,Lead 8980,Referral,New
LEA008982,Lead 8981,LinkedIn,Working
LEA008983,Lead 8982,Web,Qualified
LEA008984,Lead 8983,LinkedIn,Qualified
LEA008985,Lead 8984,Event,Working
LEA008986,Lead 8985,Referral,New
LEA008987,Lead 8986,LinkedIn,Qualified
LEA008988,Lead 8987,Event,Working
LEA008989,Lead 8988,Referral,New
LEA008990,Lead 8989,Web,Working
LEA008991,Lead 8990,LinkedIn,Qualified
LEA008992,Lead 8991,Web,New
LEA008993,Lead 8992,Referral,Working
LEA008994,Lead 8993,LinkedIn,Converted
LEA008995,Lead 8994,Referral,Converted
LEA008996,Lead 8995,Web,Converted
LEA008997,Lead 8996,Referral,Converted
LEA008998,Lead 8997,LinkedIn,Converted
LEA008999,Lead 8998,Event,New
LEA009000,Lead 8999,Web,Qualified
LEA009001,Lead 9000,Referral,Working
LEA009002,Lead 9001,Event,Working
LEA009003,Lead 9002,LinkedIn,Converted
LEA009004,Lead 9003,Web,New
LEA009005,Lead 9004,Referral,Working
LEA009006,Lead 9005,Event,Converted
LEA009007,Lead 9006,Referral,Qualified
LEA009008,Lead 9007,LinkedIn,Converted
LEA009009,Lead 9008,Web,Working
LEA009010,Lead 9009,Event,Working
LEA009011,Lead 9010,Web,Working
LEA009012,Lead 9011,Referral,New
LEA009013,Lead 9012,LinkedIn,New
LEA009014,Lead 9013,Event,Working
LEA009015,Lead 9014,Event,Working
LEA009016,Lead 9015,Web,Working
LEA009017,Lead 9016,Event,Converted
LEA009018,Lead 9017,Event,Converted
LEA009019,Lead 9018,Web,Qualified
LEA009020,Lead 9019,Referral,New
LEA009021,Lead 9020,LinkedIn,Working
LEA009022,Lead 9021,Referral,New
LEA009023,Lead 9022,LinkedIn,Qualified
LEA009024,Lead 9023,Web,Qualified
LEA009025,Lead 9024,LinkedIn,Qualified
LEA009026,Lead 9025,Web,Working
LEA009027,Lead 9026,Referral,Working
LEA009028,Lead 9027,Referral,Converted
LEA009029,Lead 9028,LinkedIn,Qualified
LEA009030,Lead 9029,Event,Working
LEA009031,Lead 9030,Event,Converted
LEA009032,Lead 9031,LinkedIn,Converted
LEA009033,Lead 9032,LinkedIn,Converted
LEA009034,Lead 9033,Referral,Qualified
LEA009035,Lead 9034,Event,Converted
LEA009036,Lead 9035,LinkedIn,Converted
LEA009037,Lead 9036,LinkedIn,New
LEA009038,Lead 9037,Event,New
LEA009039,Lead 9038,Web,Qualified
LEA009040,Lead 9039,Web,Qualified
LEA009041,Lead 9040,Referral,New
LEA009042,Lead 9041,Event,Converted
LEA009043,Lead 9042,LinkedIn,New
LEA009044,Lead 9043,Web,Working
LEA009045,Lead 9044,Referral,Converted
LEA009046,Lead 9045,Web,Qualified
LEA009047,Lead 9046,Referral,Converted
LEA009048,Lead 9047,Event,New
LEA009049,Lead 9048,Event,New
LEA009050,Lead 9049,Event,Converted
LEA009051,Lead 9050,Referral,Working
LEA009052,Lead 9051,Referral,Working
LEA009053,Lead 9052,LinkedIn,New
LEA009054,Lead 9053,Referral,Qualified
LEA009055,Lead 9054,Referral,Working
LEA009056,Lead 9055,Referral,New
LEA009057,Lead 9056,Event,Converted
LEA009058,Lead 9057,Event,New
LEA009059,Lead 9058,LinkedIn,Qualified
LEA009060,Lead 9059,Web,Working
LEA009061,Lead 9060,LinkedIn,Converted
LEA009062,Lead 9061,LinkedIn,New
LEA009063,Lead 9062,Referral,Working
LEA009064,Lead 9063,Event,Converted
LEA009065,Lead 9064,Referral,Qualified
LEA009066,Lead 9065,LinkedIn,Working
LEA009067,Lead 9066,LinkedIn,Working
LEA009068,Lead 9067,Referral,Working
LEA009069,Lead 9068,Event,Working
LEA009070,Lead 9069,Referral,Working
LEA009071,Lead 9070,Referral,New
LEA009072,Lead 9071,Web,Working
LEA009073,Lead 9072,Event,Qualified
LEA009074,Lead 9073,Referral,New
LEA009075,Lead 9074,LinkedIn,Converted
LEA009076,Lead 9075,LinkedIn,Qualified
LEA009077,Lead 9076,Event,New
LEA009078,Lead 9077,Event,Converted
LEA009079,Lead 9078,Referral,Qualified
LEA009080,Lead 9079,Web,Converted
LEA009081,Lead 9080,LinkedIn,Converted
LEA009082,Lead 9081,Event,Qualified
LEA009083,Lead 9082,Referral,New
LEA009084,Lead 9083,LinkedIn,Qualified
LEA009085,Lead 9084,Event,Qualified
LEA009086,Lead 9085,LinkedIn,New
LEA009087,Lead 9086,Referral,Qualified
LEA009088,Lead 9087,Referral,Working
LEA009089,Lead 9088,Event,Converted
LEA009090,Lead 9089,LinkedIn,New
LEA009091,Lead 9090,LinkedIn,Converted
LEA009092,Lead 9091,Web,Converted
LEA009093,Lead 9092,LinkedIn,Working
LEA009094,Lead 9093,Event,Working
LEA009095,Lead 9094,Web,Converted
LEA009096,Lead 9095,Event,Working
LEA009097,Lead 9096,LinkedIn,Converted
LEA009098,Lead 9097,Event,Working
LEA009099,Lead 9098,LinkedIn,Working
LEA009100,Lead 9099,Web,Working
LEA009101,Lead 9100,Referral,Qualified
LEA009102,Lead 9101,Web,New
LEA009103,Lead 9102,Web,Qualified
LEA009104,Lead 9103,Event,Converted
LEA009105,Lead 9104,Event,Converted
LEA009106,Lead 9105,Referral,Converted
LEA009107,Lead 9106,Web,New
LEA009108,Lead 9107,Event,Working
LEA009109,Lead 9108,Web,Qualified
LEA009110,Lead 9109,Referral,Converted
LEA009111,Lead 9110,Web,Working
LEA009112,Lead 9111,Referral,Working
LEA009113,Lead 9112,Referral,Converted
LEA009114,Lead 9113,Referral,Converted
LEA009115,Lead 9114,LinkedIn,Qualified
LEA009116,Lead 9115,LinkedIn,Converted
LEA009117,Lead 9116,Referral,Converted
LEA009118,Lead 9117,Referral,Converted
LEA009119,Lead 9118,LinkedIn,Qualified
LEA009120,Lead 9119,LinkedIn,New
LEA009121,Lead 9120,Web,Working
LEA009122,Lead 9121,Web,Qualified
LEA009123,Lead 9122,Web,Converted
LEA009124,Lead 9123,LinkedIn,Working
LEA009125,Lead 9124,LinkedIn,New
LEA009126,Lead 9125,Event,New
LEA009127,Lead 9126,Web,New
LEA009128,Lead 9127,Referral,New
LEA009129,Lead 9128,LinkedIn,Qualified
LEA009130,Lead 9129,Referral,New
LEA009131,Lead 9130,Event,Working
LEA009132,Lead 9131,Event,Converted
LEA009133,Lead 9132,LinkedIn,Qualified
LEA009134,Lead 9133,Web,Qualified
LEA009135,Lead 9134,Referral,New
LEA009136,Lead 9135,LinkedIn,Qualified
LEA009137,Lead 9136,Web,New
LEA009138,Lead 9137,Web,New
LEA009139,Lead 9138,LinkedIn,Working
LEA009140,Lead 9139,Event,Qualified
LEA009141,Lead 9140,Event,New
LEA009142,Lead 9141,Event,Qualified
LEA009143,Lead 9142,Referral,Converted
LEA009144,Lead 9143,Web,Working
LEA009145,Lead 9144,Referral,Qualified
LEA009146,Lead 9145,Event,Converted
LEA009147,Lead 9146,LinkedIn,Working
LEA009148,Lead 9147,Referral,Converted
LEA009149,Lead 9148,Referral,Converted
LEA009150,Lead 9149,Referral,Working
LEA009151,Lead 9150,Web,Qualified
LEA009152,Lead 9151,Web,New
LEA009153,Lead 9152,Web,Converted
LEA009154,Lead 9153,Web,Converted
LEA009155,Lead 9154,Referral,Working
LEA009156,Lead 9155,Referral,New
LEA009157,Lead 9156,Referral,Working
LEA009158,Lead 9157,LinkedIn,Working
LEA009159,Lead 9158,Web,Working
LEA009160,Lead 9159,Web,Qualified
LEA009161,Lead 9160,Web,Working
LEA009162,Lead 9161,Referral,New
LEA009163,Lead 9162,Event,Working
LEA009164,Lead 9163,Web,New
LEA009165,Lead 9164,LinkedIn,Qualified
LEA009166,Lead 9165,LinkedIn,New
LEA009167,Lead 9166,Event,Converted
LEA009168,Lead 9167,Web,Converted
LEA009169,Lead 9168,Web,Working
LEA009170,Lead 9169,LinkedIn,Qualified
LEA009171,Lead 9170,Referral,Qualified
LEA009172,Lead 9171,Web,New
LEA009173,Lead 9172,LinkedIn,Converted
LEA009174,Lead 9173,Referral,New
LEA009175,Lead 9174,Event,Converted
LEA009176,Lead 9175,LinkedIn,Qualified
LEA009177,Lead 9176,LinkedIn,Converted
LEA009178,Lead 9177,Event,Converted
LEA009179,Lead 9178,LinkedIn,Working
LEA009180,Lead 9179,Referral,Qualified
LEA009181,Lead 9180,Web,New
LEA009182,Lead 9181,LinkedIn,Qualified
LEA009183,Lead 9182,Referral,Working
LEA009184,Lead 9183,LinkedIn,Qualified
LEA009185,Lead 9184,Referral,New
LEA009186,Lead 9185,Event,Qualified
LEA009187,Lead 9186,Referral,Qualified
LEA009188,Lead 9187,Web,Qualified
LEA009189,Lead 9188,Referral,Qualified
LEA009190,Lead 9189,Event,New
LEA009191,Lead 9190,LinkedIn,New
LEA009192,Lead 9191,Web,Qualified
LEA009193,Lead 9192,Referral,Working
LEA009194,Lead 9193,LinkedIn,Working
LEA009195,Lead 9194,Event,New
LEA009196,Lead 9195,LinkedIn,Converted
LEA009197,Lead 9196,LinkedIn,Converted
LEA009198,Lead 9197,Web,Converted
LEA009199,Lead 9198,Web,Working
LEA009200,Lead 9199,Referral,Converted
LEA009201,Lead 9200,Web,Qualified
LEA009202,Lead 9201,Web,Qualified
LEA009203,Lead 9202,Event,Working
LEA009204,Lead 9203,Event,Qualified
LEA009205,Lead 9204,Web,New
LEA009206,Lead 9205,Web,New
LEA009207,Lead 9206,Event,Converted
LEA009208,Lead 9207,Referral,Converted
LEA009209,Lead 9208,Event,Qualified
LEA009210,Lead 9209,LinkedIn,Qualified
LEA009211,Lead 9210,Event,New
LEA009212,Lead 9211,Web,New
LEA009213,Lead 9212,LinkedIn,New
LEA009214,Lead 9213,LinkedIn,Working
LEA009215,Lead 9214,Web,Converted
LEA009216,Lead 9215,Event,Working
LEA009217,Lead 9216,Referral,Working
LEA009218,Lead 9217,Referral,Working
LEA009219,Lead 9218,Referral,New
